,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3
132,9.0,12.0,10.0,10.2399997711182,94.0,0.0,-0.13,0.016442651117707995,5246455.419999995,5132728.0,63.086,639.0,-0.024699999999999996,-0.012999999999999998,380.0,808.0,78.0,134.0,198.0
133,12.0,14.0,12.0,36.0000038146973,77.0,1.0,-153.85,0.013148883711569307,6206753.739999991,6000000.0,-29.220849404193622,201.0,4914.0,-15.373166004659584,118.0,322.0,38.0,37.0,65.0
134,12.0,12.0,10.0,17.98,133.0,1.0,0.14,0.008014169559762604,18599999.999999974,18000000.0,32.179,419.0,10764.0,-0.09278724739621363,259.0,-0.18350852265659223,-1.0,97.0,134.0
135,16.0,16.0,14.0,18.8799991607666,112.0,1.0,-1.89,-0.006455284788673374,6188004.409999993,6000000.0,14.344,337.0,7944.0,-0.194809756309806,178.0,-0.36432878067882535,71.0,68.0,75.0
136,18.0,17.0,15.0,22.3099994659424,190.0,1.0,-0.35,0.008465131972944257,5422177.229999995,5300000.0,33.873,446.0,13076.0,-0.02738138122435016,292.0,-0.059643243101915135,38.0,118.0,150.0
137,14.0,14.0,12.0,13.117847442627,63.0,0.0,0.13,-0.0035916357394070756,4332620.399999992,4150000.0,378.525,462.0,-0.0006824107904873442,-0.0003591635739407075,295.0,644.0,53.0,153.0,169.0
138,13.0,13.0,11.0,13.2600002288818,83.0,1.0,-1.15,0.03789430732969007,6256880.679999989,6000000.0,-0.18780561106295096,204.0,5329.0,-0.0808951234032789,124.0,303.0,25.0,90.0,101.0
139,12.0,17.0,15.0,12.2299995422363,64.0,1.0,-1.13,0.06947587823623698,4681421.279999993,4500000.0,-0.15842453862864797,132.0,3752.0,-0.050471709587386684,94.0,257.0,13.0,45.0,65.0
140,18.0,18.0,16.0,18.0,126.0,1.0,1.05,-0.0067025478259751595,7148482.839999996,7058870.0,320.732,600.0,0.8087265159130648,0.8993297452174025,386.0,819.0,62.0,129.0,158.0
141,17.0,16.0,14.0,16.8299999237061,0.23521170551952,1.0,0.28,0.044272134313262886,5184840.389999991,5000000.0,35.075,398.0,9214.0,0.25642721343132635,218.0,492.0,35.0,53.0,137.0
142,24.0,24.0,22.0,26.8999996185303,203.0,1.0,1.16,0.00895365761153808,26445086.899999984,26000000.0,757.726,503.0,0.8117011949461922,0.9008953657611538,292.0,722.0,62.0,122.0,172.0
143,10.0,12.0,10.0,10.35,91.0,0.0,-7.82,-0.014905424266206998,3559493.3699999973,3500000.0,2.056,326.0,-1.4978733936556274,-0.7954148818395861,185.0,390.0,22.0,64.0,90.0
144,16.0,20.0,18.0,15.75,23.0,1.0,-0.45,-0.011281887075742946,6679924.269999992,6500000.0,164.044,578.0,13819.0,-0.05515369836816864,338.0,-0.09463832853135176,46.0,153.0,156.0
145,19.0,19.0,17.0,12.3249998092651,427.0,1.0,0.43,0.00314882531779097,6460322.34999999,6250000.0,587.899,391.0,0.34889827681038027,0.3873148825317791,239.0,474.0,75.0,104.0,120.0
146,13.0,16.0,13.0,129.99997,93.0,1.0,0.38,6.118775639270777e-05,8923971.149999997,8850000.0,32.82,461.0,0.3078116256737147,0.3420061187756393,291.0,637.0,28.0,210.0,166.0
147,21.0,20.0,19.0,14.2749996185303,177.0,1.0,0.26,-0.015121373258590741,10183722.469999988,9900000.0,108.581,399.0,0.20772693908086776,0.23248786267414093,219.0,487.0,60.0,96.0,114.0
148,19.0,21.0,19.0,18.55,11.0,1.0,0.24,0.049754821648229856,13500000.0,13500000.0,16.87,271.0,7059.0,0.220975482164823,157.0,0.20385341611316368,26.0,69.0,91.0
149,11.0,13.0,11.0,10.87,100.0,0.0,-4.08,0.026627414345186208,3777982.2899999972,3709090.0,0.493,240.0,5857.0,-0.4079999999999999,126.0,-0.7751999999999999,27.0,52.0,100.0
150,14.0,13.0,11.0,13.75,287.0,1.0,-0.2,0.043563710607244475,5355336.109999998,5300000.0,50.556,473.0,12416.0,0.019207339546520034,296.0,-0.0027133944081319666,86.0,127.0,115.0
151,15.0,15.0,13.0,15.6300001144409,17.0,1.0,0.19,0.017113521083632423,7895699.999999993,7700000.0,18.324,680.0,17884.0,0.17271135210836325,427.0,0.15715156900589017,108.0,133.0,167.0
152,11.0,16.0,14.0,11.1099996566772,35.0,1.0,0.87,0.03113477157157728,6927062.499999989,6660000.0,259.671,628.0,18818.0,0.7861134771571577,437.0,0.7106156065985997,112.0,155.0,234.0
153,16.0,14.0,12.0,27.6399993896484,89.0,1.0,-0.29,0.05063222853902577,6903853.619999991,6700000.0,27.552,364.0,9528.0,0.016569005685123206,235.0,-0.014087894883389105,38.0,51.0,84.0
154,13.0,14.0,12.0,13.0,96.0,0.0,0.7,0.05436796021880253,2352922.749999998,2307692.0,76.588,238.0,7439.0,0.048931164196922276,147.0,0.04403804777723005,33.0,38.0,54.0
155,14.0,14.0,12.0,15.6999998092651,79.0,1.0,0.62,0.04161250286003572,3931449.9999999967,3850000.0,157.198,379.0,0.5101063755434069,0.5621612502860036,201.0,393.0,34.0,54.0,111.0
156,13.0,17.0,15.0,13.1000003814697,76.0,1.0,0.29,-0.02780558531861782,9327387.509999996,9250000.0,287.579,448.0,0.22961693878946263,0.25821944146813824,252.0,593.0,91.0,116.0,152.0
157,19.0,20.0,18.0,20.25,392.0,1.0,2.22,0.0009944971818087848,20631412.90999997,20000000.0,0.8101889544645438,1475.0,44890.0,0.9000994497181809,982.0,2024.0,297.0,339.0,356.0
158,11.5,16.0,14.0,12.8999996185303,101.0,1.0,0.27,-0.0464621559185416,21403235.03999998,20887107.0,198.29,475.0,13415.0,0.23835378440814586,299.0,0.20987219037547714,44.0,120.0,129.0
159,15.0,14.0,12.0,18.9300003051758,120.0,1.0,0.52,0.01076544990065678,5052428.769999998,5000000.0,41.633,357.0,10058.0,0.4690765449900657,235.0,0.42324543548112475,46.0,60.0,93.0
160,13.0,13.0,11.0,96.6000289916992,93.0,1.0,-102.6,-0.030411457792077785,7099453.429999992,6900000.0,10.577,246.0,6263.0,-10.287370312012868,140.0,-19.518633280811578,54.0,48.0,84.0
161,9.0,10.0,8.0,15.3900003433228,85.0,1.0,-9.58,0.04946365377677967,3043454.869999948,1811313.0,-0.913482711600898,488.0,15252.0,-1.780134440440808,365.0,709.0,111.0,280.0,197.0
162,11.0,11.0,9.0,12.6599998474121,127.0,1.0,-0.19,-0.0063156046994000984,7630027.569999995,7500000.0,40.71,501.0,14090.0,-0.024684044229460085,327.0,-0.041215639806514076,55.0,94.0,129.0
163,6.1,9.0,6.0,6.17000007629395,119.0,0.0,-0.16,-0.03696715841625829,2228566.069999999,2200000.0,1.572,372.0,-0.060343398317169214,-0.049270442574632464,197.0,449.0,45.0,39.0,112.0
164,15.0,17.0,15.0,14.9399995803833,218.0,1.0,0.23,-0.005558980159684734,25357499.999999985,25000000.0,0.1852437937696599,510.0,14060.0,0.20644410198403154,331.0,744.0,71.0,76.0,144.0
165,8.5,12.0,10.0,7.15,186.0,0.0,-1.08,-0.05097464568124585,5265809.929999985,4920000.0,105.311,911.0,27472.0,-0.15387718111312126,628.0,-0.24648946300180913,119.0,178.0,153.0
166,15.0,13.5,11.5,24.9500007629395,89.0,1.0,-0.08,-0.008561623058511695,7833828.1599999815,7390000.0,46.434,415.0,12424.0,-0.01570546075266052,289.0,-0.02213491467739447,37.0,90.0,141.0
167,15.0,16.0,14.0,17.54,252.0,1.0,3.27,0.033648959575388014,10321666.999999993,10166667.0,243.446,326.0,0.8163933023193236,0.9033648959575388,212.0,420.0,67.0,69.0,103.0
168,16.0,17.0,15.0,14.0,114.0,1.0,-0.24,-0.003240929708257981,9528941.969999993,9375000.0,304.558,395.0,-0.04822515306368895,-0.026916836737432177,243.0,599.0,63.0,115.0,141.0
169,19.0,26.0,23.0,19.5,69.0,1.0,-17.65,-0.08287206810309786,15028162.0,15408492.619999984,256.445,635.0,20533.0,-1.8395848612927876,506.0,-3.4206263751635086,49.0,73.0,128.0
170,21.0,23.0,21.0,22.7299995422363,85.0,1.0,1.7889040247678045,-0.003981063940780011,37165448.24999987,34100000.0,0.899601893605922,808.0,21623.0,0.8092435978512519,498.0,1310.0,194.0,232.0,326.0
171,13.0,13.0,11.0,13.3999996185303,105.0,1.0,0.11,0.04846885250614673,17152609.91999998,16700000.0,83.658,645.0,17335.0,0.10384688525061468,406.0,0.09830908197616789,76.0,195.0,211.0
172,16.0,14.0,12.0,18.7,140.0,1.0,1.7889040247678045,0.02538328073525964,9343314.16999999,9100000.0,33.047,439.0,11526.0,0.902538328073526,267.0,0.8148228233396994,46.0,93.0,126.0
173,16.0,16.0,14.0,16.25,85.0,1.0,0.19,-0.005558980159684734,10393898.689999983,10000000.0,0.17044410198403154,489.0,11759.0,0.15284379376965992,279.0,580.0,46.0,58.0,114.0
174,18.0,18.0,16.0,24.2999992370605,90.0,1.0,0.47,0.020089649378692193,28198621.34999997,27500000.0,289.041,500.0,15288.0,0.4250089649378692,360.0,0.38451703338195153,69.0,122.0,165.0
175,14.5,15.5,13.5,17.72,98.0,1.0,-0.81,-0.05328217125439354,13573066.519999996,13456522.0,111.643,691.0,21187.0,-0.12895395412895416,485.0,-0.19705855871605873,45.0,192.0,236.0
176,11.0,12.0,10.0,9.34000015258789,77.0,1.0,-0.1,-0.03751629906765014,6201885.049999991,6000000.0,32.539,510.0,14346.0,-0.04376466916088513,306.0,-0.04938820224479662,60.0,96.0,286.0
177,17.0,16.0,14.0,45.03721,173.0,1.0,1.7889040247678045,0.014041837854611824,9630646.169999968,8900000.0,500.45996229508165,797.0,22667.0,0.9014041837854612,549.0,0.8126679491923762,95.0,165.0,291.0
178,7.0,12.0,10.0,6.25,72.0,0.0,1.05,0.02312823138279143,1561619.6699999974,1500906.0,0.099,390.0,12337.0,0.020815408244512286,283.0,0.018733867420061057,51.0,128.0,96.0
179,17.0,16.0,14.0,21.0499992370605,118.0,1.0,12.12,0.05757457296364237,6086583.509999997,6000000.0,359.683,274.0,0.820939168863092,0.9057574572963643,130.0,310.0,25.0,40.0,62.0
180,19.0,18.0,16.0,27.8500003814697,84.0,1.0,0.22,-0.00021042127293830208,23231416.129999958,22250000.0,577.135,436.0,0.1781600199581417,0.19797895787270617,333.0,664.0,95.0,234.0,164.0
181,12.5,15.0,13.0,12.2799997329712,70.0,1.0,121.0,0.05852111708533658,36232099.99999998,35715000.0,0.9058521117085336,878.0,22922.0,0.8211190122462139,548.0,1065.0,250.0,290.0,289.0
182,14.0,17.0,15.0,13.5,91.0,1.0,-0.11,-0.019651975924335506,24666245.96999998,24221929.0,-0.03681810049871176,429.0,10346.0,-0.028686778331901953,260.0,462.0,38.0,55.0,109.0
183,21.0,21.0,19.0,22.7999992370605,81.0,1.0,0.58,0.015487112031121256,27584448.869999975,27000000.0,915.402,579.0,0.4727425512859131,0.5235487112031122,325.0,656.0,89.0,119.0,123.0
184,9.0,13.0,11.0,9.03999996185303,119.0,1.0,-3.4,0.023492497110513433,7597403.629999995,7500000.0,500.45996229508165,382.0,12420.0,-0.3188567526005378,286.0,-0.626971077340484,57.0,102.0,175.0
185,12.0,15.0,13.0,11.5,77.0,0.0,-11.57,-0.004839837912175111,7959232.829999995,7850000.0,418.983,487.0,-2.2022202687088615,-1.1613558541209574,279.0,562.0,83.0,173.0,112.0
186,19.0,17.0,15.0,1.78999996185303,107.0,1.0,-0.149,0.006842770621949718,14340526.669999987,14062500.0,-0.00874150644024525,467.0,13273.0,-0.02276735579622072,296.0,613.0,64.0,88.0,119.0
187,17.0,16.0,14.0,24.9200000762939,76.0,0.0,0.99,0.04401094690851535,3932573.129999996,3840000.0,41.056,339.0,0.03564886699589743,0.03960985221766381,204.0,421.0,49.0,95.0,70.0
188,7.5,14.0,12.0,93.9999771118164,118.0,1.0,-100.4,-0.0006468979863711416,6176737.559999993,6000000.0,0.826,186.0,4849.0,-10.040582208187733,117.0,-19.076523987368958,55.0,44.0,124.0
189,15.0,17.0,15.0,15.0,107.0,1.0,1.08,0.045262646375410436,9375000.530000001,9375000.0,114.299,511.0,14805.0,0.904526264637541,357.0,0.818599902811328,69.0,93.0,154.0
190,13.0,16.0,14.0,12.35,197.0,1.0,0.61,-0.0173493970743838,22788066.909999974,22173000.0,224.299,310.0,0.4908036145558671,0.5472650602925616,182.0,414.0,60.0,76.0,63.0
191,28.0,25.0,23.0,38.75,99.0,1.0,-2.44,0.010983105662161895,29761369.66999997,29000000.0,300.986,410.0,12454.0,-0.23411520490405424,294.0,-0.4547036844136487,57.0,63.0,115.0
192,16.0,14.5,12.5,23.5900001525879,244.0,1.0,-0.05,0.030940585942283706,5724979.699999991,5500000.0,56.547,592.0,15406.0,0.022846527348055333,367.0,0.0155618746132498,76.0,96.0,182.0
193,12.0,12.0,10.0,16.4300003051758,98.0,1.0,18.5,0.006311125847511249,4187447.4799999963,4100000.0,81.138,334.0,0.8111991139110272,0.9006311125847511,202.0,364.0,33.0,49.0,92.0
194,12.0,14.0,12.0,11.7399997711182,72.0,1.0,-0.88,-0.004151915958176802,4904867.609999992,4700000.0,-0.1705630519261232,153.0,3467.0,-0.0917367243623591,77.0,204.0,14.0,30.0,52.0
195,8.5,10.5,8.5,7.77,58.0,1.0,0.87,-0.0266422234473113,6705109.31999999,6455918.0,89.628,821.0,0.6996379775450108,0.7803357776552688,535.0,979.0,150.0,230.0,198.0
196,12.5,16.0,14.0,11.6999998092651,93.0,1.0,0.58,0.03156724266362676,5224204.03999999,5000000.0,130.688,581.0,14932.0,0.5251567242663627,332.0,0.47579777610608914,107.0,76.0,140.0
197,14.0,15.0,13.0,14.0600004196167,520.0,1.0,0.13,-0.0027121917885262474,5857936.549999993,5700000.0,202.808,489.0,0.10478468356018002,0.11672878082114738,304.0,657.0,42.0,48.0,137.0
198,6.0,15.0,13.0,7.73000001907349,171.0,1.0,1.78,0.00944825402994243,12652033.569999993,12500000.0,13.737,406.0,10628.0,0.9009448254029943,250.0,0.8117951682656891,59.0,92.0,122.0
199,11.0,16.0,14.0,9.5,120.0,1.0,-0.59,-0.011181452773144654,15273290.429999989,15000000.0,911.612,619.0,0.0,-0.06906330749583017,474.0,-0.12115697674624715,104.0,224.0,253.0
200,18.0,20.0,18.0,21.7700004577637,651.0,1.0,0.47,-0.0027121917885262474,21197702.769999947,20000000.0,0.38018468356018,551.0,14707.0,0.42272878082114734,354.0,746.0,92.0,162.0,172.0
201,11.0,16.0,14.0,11.9899997711182,132.0,1.0,0.23,0.019835982850230017,15275744.739999987,15000000.0,242.327,443.0,10979.0,0.20898359828502303,265.0,0.19006883674154373,70.0,80.0,106.0
202,15.5,16.0,14.0,15.5,79.0,1.0,0.53,-0.010369428156983829,6641415.349999994,6500000.0,63.477,396.0,11277.0,0.47596305718430165,253.0,0.4273298086501731,69.0,73.0,110.0
203,4.0,6.0,4.0,25.93476614935861,149.72878787878787,0.8590909090909091,12.999,0.007282201411438542,1761878.8499999975,1700000.0,12.999,224.0,6146.0,0.773910038322962,154.0,0.6972472546318097,29.0,52.0,140.0
204,11.5,11.5,9.5,12.8900003433228,344.0,1.0,-0.19,0.01734874565383533,1112375.1399999866,800000.0,71.348,582.0,20386.0,-0.0033861289115482,438.0,-0.022047516020393378,101.0,121.0,204.0
205,15.5,15.5,13.5,16.52,334.0,1.0,0.12,0.026555255526722457,24347877.759999976,23700000.0,853.599,488.0,0.10224549855007727,0.11065552555267225,369.0,912.0,95.0,113.0,205.0
206,13.0,15.0,13.0,14.95,82.0,1.0,-0.74,0.006385606555695641,5146329.919999993,5000000.0,45.802,466.0,-0.1354276586898865,-0.0682529540998739,280.0,583.0,46.0,89.0,132.0
207,6.0,7.0,6.0,7.34000015258789,289.0,1.0,-0.82,0.038019996703800685,9272908.729999987,8969697.0,149.523,383.0,14271.0,-0.047782002966579355,263.0,-0.1250038026699214,59.0,115.0,217.0
208,16.0,22.0,20.0,4.7480993270874,179.0,0.0,0.55,-0.012382727363617861,4164463.799999993,4000000.0,358.574,649.0,-0.0023527181990873934,-0.001238272736361786,419.0,793.0,76.0,145.0,221.0
209,14.0,16.0,14.0,17.1800003051758,135.0,1.0,0.4,0.03047147241511062,4128365.6099999943,4000000.0,41.706,530.0,16561.0,0.3630471472415111,383.0,0.3297895797588711,159.0,87.0,183.0
210,6.0,8.0,6.0,7.40000009536743,133.0,1.0,-0.1,0.0400947259947003,8596147.749999974,8000000.0,41.471,467.0,12465.0,0.02608525339523027,290.0,0.013476728055707245,41.0,119.0,151.0
211,9.0,10.0,9.0,10.2299995422363,125.0,1.0,-0.03,0.04110381750255497,7237951.16999999,7000000.0,77.924,404.0,11624.0,0.033993435752299475,262.0,0.02759409217706953,53.0,99.0,127.0
212,12.0,18.0,16.0,14.0,243.0,1.0,1.08,0.04946365377677967,6351259.809999986,6000000.0,334.528,406.0,13908.0,0.904946365377678,293.0,0.8193980942175882,100.0,108.0,142.0
213,16.0,15.0,13.0,21.9599990844727,201.0,1.0,0.17,0.014589883564370135,5529223.839999992,5360000.0,103.988,712.0,0.14047207787723034,0.15445898835643704,404.0,868.0,76.0,132.0,181.0
214,8.5,9.0,7.0,9.82999992370605,92.0,1.0,0.12,-0.039427182272424366,14339174.739999985,14000000.0,35.414,441.0,11236.0,0.10405728177275757,272.0,0.08970883536823938,38.0,66.0,129.0
215,7.0,15.481190476190477,13.515044642857143,25.93476614935861,149.72878787878787,0.8590909090909091,1.7889040247678045,0.007282201411438542,9602340.0,9602340.0,500.45996229508165,521.0,0.6972472546318097,0.773910038322962,285.0,545.0,72.0,60.0,121.0
216,8.0,9.0,8.0,48.0000114440918,174.0,1.0,-97.2,-0.04017284790046339,5113091.129999995,5000000.0,500.45996229508165,269.0,-18.500540006799376,-9.756155563110417,154.0,364.0,19.0,72.0,94.0
217,16.0,19.0,17.0,25.93476614935861,149.72878787878787,0.8590909090909091,109.336,0.007282201411438542,7368574.119999984,7000000.0,109.336,465.63436123348015,12758.606461086638,0.773910038322962,294.3538913362702,0.6972472546318097,68.42143906020559,120.1042584434655,144.75917767988253
218,14.0,18.0,16.0,14.1499996185303,72.0,1.0,-3.87,0.012479814606479392,12136446.529999983,11765000.0,86.334,577.0,14667.0,-0.3757681668541685,350.0,-0.7251913501687515,83.0,183.0,154.0
219,10.0,13.0,11.0,9.80000019073486,330.0,0.0,0.8,0.03158121781594317,6319431.609999997,6250000.0,37.907,584.0,17934.0,0.028423096034348852,409.0,0.02558078643091397,129.0,151.0,178.0
220,16.0,18.0,16.0,16.7999992370605,76.0,1.0,-0.14,0.051102896447133964,10501394.509999992,10300000.0,49.634,487.0,13425.0,0.03199260680242057,322.0,0.014793346122178513,63.0,141.0,171.0
221,13.5,12.0,10.0,18.8400001525879,683.0,1.0,0.26,0.03588740285130387,5223386.75999999,5000000.0,73.954,534.0,0.21741860654174777,0.2375887402851304,312.0,724.0,69.0,112.0,188.0
222,17.0,20.0,18.0,16.75,86.0,1.0,-0.34,-0.03718971511231524,16727358.949999968,16000000.0,-0.09472366924097533,561.0,18863.0,-0.06747074360108371,402.0,896.0,108.0,180.0,174.0
223,21.0,20.0,18.0,32.4000015258789,140.0,1.0,-1.77,-0.014565682221295203,6820350.629999987,6500000.0,41.419,186.0,4936.0,-0.19010911399916564,99.0,-0.34809820259924906,46.0,34.0,76.0
224,17.0,17.0,15.0,19.7199993133545,76.0,1.0,0.59,0.017113521083632423,7562063.759999997,7500000.0,78.706,388.0,10728.0,0.5327113521083633,247.0,0.48115156900589023,56.0,83.0,125.0
225,17.5,19.0,17.0,17.5,241.0,1.0,-0.02,-0.041430293245650736,12726115.31999999,12500000.0,48.672,537.0,17295.0,-0.022143029324565074,353.0,-0.02407175571667364,45.0,159.0,159.0
226,38.0,38.0,34.0,38.2318000793457,107.0,1.0,0.47,-0.08225588236193797,438402129.21999925,421233615.0,0.4147744117638062,604.0,16954.0,0.36507138235123177,402.0,833.0,111.0,105.0,209.0
227,22.0,19.0,17.0,12.75,111.0,1.0,1.73,0.02059574803800171,23817824.329999994,23610000.0,994.3,552.0,0.8139131921272204,0.9020595748038002,318.0,805.0,99.0,188.0,162.0
228,10.0,12.0,10.0,7.85,869.0,0.0,-3.14,0.04943393010665701,5217245.97999999,5000000.0,345.997,703.0,-0.5965999999999999,-0.31399999999999995,484.0,1148.0,123.0,229.0,182.0
229,19.0,18.0,16.0,22.5,92.0,1.0,-0.41,-0.05263816056638923,12955090.839999972,12300000.0,36.216,404.0,14611.0,-0.08837434450975029,313.0,-0.12053691005877526,61.0,110.0,162.0
230,15.0,14.0,12.0,15.4899997711182,135.0,1.0,-0.04,-0.04436262175280906,5943438.9199999925,5770000.0,44.926,522.0,14385.0,-0.04043626217528091,341.0,-0.040828898133033725,67.0,149.0,174.0
231,17.0,17.0,15.0,26.5,92.0,1.0,0.13,0.023492497110513433,10058879.63999998,9615384.0,197.189,491.0,0.10976357445099756,0.11934924971105135,304.0,530.0,68.0,77.0,151.0
232,23.0,26.0,23.0,27.25,244.0,1.0,1.13,0.0552387875374565,13335441.459999973,12675000.0,354.073,707.0,18639.0,0.9055238787537456,434.0,0.8204953696321167,75.0,154.0,184.0
233,17.0,17.0,15.0,22.2999992370605,46.0,1.0,0.08,-0.011098404275872215,8078563.669999989,7812500.0,92.317,644.0,23894.0,0.07089015957241279,500.0,0.0626913031875843,149.0,218.0,285.0
234,10.0,14.0,12.0,10.75,217.0,1.0,0.93,-0.0014126500501653585,8752437.089999989,8500000.0,441.099,528.0,0.7530315964904687,0.8368587349949835,352.0,742.0,73.0,145.0,141.0
235,9.0,13.0,11.0,9.05000019073486,137.0,0.0,0.27,-0.0038625301630184003,2584666.1199999964,2500000.0,14.685,250.0,7858.0,-0.00038625301630183995,168.0,-0.0007338807309734959,49.0,72.0,66.0
236,15.0,16.0,14.0,14.4300003051758,62.0,1.0,-2.08,0.005860839623049092,5172344.259999992,5000000.0,500.45996229508165,347.0,-0.39045271990533015,-0.2027252443392558,194.0,464.0,50.0,79.0,147.0
237,14.0,14.0,12.0,20.4500007629395,76.0,1.0,-0.34,0.010983105662161895,4675883.2099999925,4500000.0,2.585,238.0,5333.0,-0.02411520490405429,127.0,-0.055703684413648855,30.0,44.0,62.0
238,17.0,16.0,14.0,27.6499996185303,94.0,1.0,0.24,0.01976938067024998,10335258.199999984,10000000.0,79.367,589.0,20652.0,0.217976938067025,437.0,0.19815618232734752,93.0,149.0,208.0
239,18.5,20.0,18.0,18.05,316.0,1.0,0.91,-0.006417682468154485,25099254.319999993,25000000.0,262.843,518.0,0.7358806403310506,0.8183582317531846,246.0,636.0,52.0,117.0,100.0
240,18.0,24.0,22.0,18.3299999237061,104.0,1.0,-5.35,-0.01910244342436604,45463585.92999991,43500000.0,-1.0319729791737362,872.0,28756.0,-0.5521921990819293,630.0,1706.0,188.0,401.0,311.0
241,20.0,19.0,17.0,24.7399997711182,140.0,1.0,-0.09,0.04260324179750454,20493872.759999976,20000000.0,48.063,552.0,0.017408625855978684,0.02934291761775409,409.0,785.0,97.0,187.0,200.0
242,12.0,14.0,12.0,12.0,100.0,1.0,0.58,-0.024071643443847882,6628828.799999995,6500000.0,58.015,379.0,9337.0,0.5195928356556152,219.0,0.46522638774566893,43.0,70.0,125.0
243,13.0,14.0,12.0,13.6,78.0,1.0,1.7889040247678045,0.006385606555695641,15543781.979999995,15407693.0,397.06,486.0,0.8112132652455822,0.9006385606555696,350.0,674.0,48.0,73.0,112.0
244,12.5,11.0,9.0,8.3100004196167,100.0,1.0,0.055,0.06748534626612396,13018939.689999977,12500000.0,211.791,572.0,0.0651131304755604,0.06623681163951156,376.0,777.0,90.0,131.0,189.0
245,9.0,9.0,7.0,10.4700002670288,113.0,0.0,0.29,0.0009944971818087848,7162175.549999995,7033816.0,92.409,334.0,0.0008055427172651158,0.0008950474636279064,222.0,381.0,57.0,82.0,97.0
246,14.0,18.0,16.0,16.75,83.0,1.0,0.19,-0.05328217125439354,37005270.30999993,35294118.0,617.977,641.0,0.14377638746166524,0.16567178287456066,360.0,727.0,92.0,113.0,184.0
247,14.5,16.0,14.0,13.8000001907349,38.0,0.0,1.7889040247678045,-0.019194814550172485,8059999.999999997,8000000.0,500.45996229508165,386.0,-0.0036470147645327714,-0.001919481455017248,233.0,364.0,49.0,58.0,94.0
248,15.0,15.0,13.0,246.600250244141,181.0,1.0,-24.45,0.029860707346193956,7324903.599999992,7150000.0,16.396,522.0,16504.0,-2.418125363388425,367.0,-4.621312827049582,89.0,140.0,174.0
249,18.0,18.0,16.0,20.05,59.0,1.0,0.05,0.027548650055080844,23983015.259999983,23529411.0,0.045734243510465365,326.0,7535.0,0.04775486500550809,171.0,455.0,43.0,84.0,93.0
250,12.0,17.0,15.0,12.0,188.0,1.0,0.05,0.045262646375410436,7783775.699999988,7500000.0,312.796,473.0,12699.0,0.04073638173786939,0.0,0.03666274356408245,84.0,112.0,123.0
251,14.0,13.0,11.0,18.6100006103516,73.0,1.0,2.29,0.04125354038757876,4016864.359999997,3950000.0,99.63,449.0,0.8178381726736401,0.9041253540387579,275.0,435.0,108.0,76.0,105.0
252,12.0,14.0,12.0,11.75,76.0,1.0,-1.03,-0.02469393686831301,5210229.099999992,5016722.0,0.327,315.0,-0.2157020888633335,-0.12522454318148168,183.0,344.0,48.0,45.0,73.0
253,11.0,16.0,14.0,11.3999996185303,127.0,1.0,2.82,0.039421514193675476,12379999.999999985,12000000.0,0.9039421514193676,279.0,7458.0,0.8174900876967984,163.0,372.0,62.0,108.0,71.0
254,14.0,18.0,16.0,12.4099998474121,73.0,1.0,0.19,0.038019996703800685,23893631.65999998,23500000.0,66.471,517.0,16152.0,0.17480199967038007,365.0,0.16112379937372212,59.0,87.0,128.0
255,11.5,12.0,10.0,12.289999961853,93.0,1.0,-0.43,0.017658788652279187,7511378.849999991,7300000.0,46.166,600.0,17913.0,-0.02710709021294872,380.0,-0.06739638119165384,78.0,169.0,225.0
256,11.0,15.0,13.0,11.0299997329712,97.0,1.0,0.13,0.02312823138279143,5490602.429999994,5357143.0,438.135,385.0,0.020815408244512286,0.0,286.0,0.018733867420061057,79.0,89.0,181.0
257,12.0,13.0,12.0,13.5,127.0,1.0,0.67,-0.0010333903498208519,9153884.079999965,8333333.0,331.478,398.0,0.5425036558335342,0.602896660965018,271.0,627.0,68.0,139.0,145.0
258,10.0,15.0,13.0,4.54957389831543,77.0,1.0,-0.04,-0.03686673336937319,5326140.209999986,5000000.0,41.98,504.0,11591.0,-0.03718006003243587,270.0,-0.037462054029192275,69.0,155.0,131.0
259,16.0,16.0,14.0,22.02,76.0,1.0,-73.1916517179099,-0.008501908788810792,5801381.749999996,5725000.0,357.441,249.0,5951.0,-7.326816889700919,150.0,270.0,63.0,52.0,71.0
260,6.0,7.0,6.0,5.40000009536743,70.0,0.0,-1.7,0.004195599746942381,4671235.119999997,4600000.0,0.999,275.0,-0.32299999999999995,-0.16999999999999996,179.0,390.0,56.0,97.0,73.0
261,9.0,14.0,12.0,8.02999973297119,104.0,1.0,-1.39,0.0502573584765036,6198090.779999992,6000000.0,0.623,469.0,14556.0,-0.09376837737114671,338.0,-0.223391539634032,60.0,144.0,203.0
262,13.0,17.0,15.0,12.8400001525879,114.0,1.0,0.66,-0.05411991916838179,19218287.89999998,18750000.0,588.248,566.0,0.5243172153580076,0.5885880080831619,350.0,738.0,89.0,191.0,156.0
263,11.5,16.0,14.0,11.1,93.0,1.0,0.3,-0.03722228311578906,6094726.759999996,6000000.0,323.794,449.0,0.2359277662080001,0.2662777716884211,285.0,459.0,65.0,117.0,112.0
264,85.0,135.0,108.0,50.24538,112.0,1.0,0.77,-0.026448766740728977,22121197.909999892,19605052.0,0.6186747343192616,481.0,13451.0,0.6903551233259272,322.0,673.0,69.0,87.0,162.0
