,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,C5p,C2,C3p
163,119.0,-0.16,-0.036967158416258285,5056607.0,2200000.0,1.5719999999999998,372.0,8565.0,7930.0,197.0,449.0,45.0,39.0,112.0,2.298457727272728,0.0,1
164,218.0,0.23,-0.005558980159684734,60750000.0,22329369.875,662.1277499999999,510.0,14060.0,12402.0,331.0,744.0,71.0,76.0,144.0,2.43,1.0,0
165,186.0,-1.08,-0.05097464568124585,39500993.0,4920000.0,105.311,850.0,24307.0,22126.75,564.5,1292.875,119.0,178.0,153.0,7.882540768354138,0.0,1
166,89.0,-0.08,-0.008561623058511695,51772816.0,7390000.0,46.434,415.0,12424.0,11126.0,289.0,627.0,37.0,90.0,141.0,7.0057937753721236,1.0,1
167,252.0,2.225,0.033648959575388014,25666667.0,10166667.0,243.446,326.0,9669.0,8658.0,212.0,420.0,67.0,69.0,103.0,2.5245901139478653,1.0,0
168,114.0,-0.24,-0.003240929708257981,24769197.0,9375000.0,304.558,395.0,11536.0,9980.0,243.0,599.0,63.0,115.0,141.0,2.64204768,1.0,1
169,69.0,-2.535,-0.07978998452796494,15028162.0,22329369.875,256.445,635.0,20533.0,18099.0,506.0,1116.0,49.0,73.0,128.0,0.2832230556912897,1.0,1
170,85.0,0.01,-0.003981063940780011,95288875.75,22329369.875,662.1277499999999,808.0,21623.0,19603.0,498.0,1292.875,144.375,232.0,282.5,7.882540768354138,1.0,0
171,105.0,0.11,0.04846885250614673,61960992.0,16700000.0,83.65799999999999,645.0,17335.0,15534.0,406.0,1017.0,76.0,195.0,211.0,3.710239041916168,1.0,0
172,140.0,0.01,0.02538328073525964,33431417.0,9100000.0,33.047,439.0,11526.0,10498.0,267.0,715.0,46.0,93.0,126.0,3.673782087912088,1.0,0
173,85.0,0.19,-0.005558980159684734,49389869.0,10000000.0,662.1277499999999,489.0,11759.0,10425.0,279.0,580.0,46.0,58.0,114.0,4.938986900000001,1.0,0
174,90.0,0.47,0.020089649378692197,95288875.75,22329369.875,289.041,500.0,15288.0,14243.0,360.0,912.0,69.0,122.0,165.0,3.5404412727272727,1.0,0
175,98.0,-0.81,-0.05328217125439354,25110974.0,13456522.0,111.64299999999999,691.0,21187.0,18377.0,485.0,1044.0,45.0,192.0,236.0,1.8660820381373435,1.0,1
176,77.0,-0.1,-0.03751629906765014,26188505.0,6000000.0,32.539,510.0,14346.0,12184.0,306.0,689.0,60.0,96.0,282.5,4.364750833333333,1.0,1
177,173.0,0.01,0.014041837854611824,81964617.0,8900000.0,103.833,797.0,22667.0,20515.0,549.0,1200.0,95.0,165.0,282.5,7.882540768354138,1.0,0
178,72.0,1.05,0.02312823138279143,7572273.0,1500906.0,0.099,390.0,12337.0,10849.0,283.0,599.0,51.0,128.0,96.0,5.0451347386178735,0.0,0
179,118.0,2.225,0.05757457296364237,14658351.0,6000000.0,359.68300000000005,274.0,6475.0,5603.0,130.0,310.0,25.0,40.0,62.0,2.4430585,1.0,0
180,84.0,0.22,-0.00021042127293830208,95288875.75,22250000.0,577.135,436.0,13641.0,12250.0,333.0,664.0,95.0,234.0,164.0,5.410859011235955,1.0,0
181,70.0,2.225,0.058521117085336576,87425000.0,22329369.875,662.1277499999999,850.0,22922.0,20861.0,548.0,1065.0,144.375,244.875,282.5,2.44785104297914,1.0,0
182,91.0,-0.11,-0.019651975924335503,68653626.0,22329369.875,662.1277499999999,429.0,10346.0,8914.0,260.0,462.0,38.0,55.0,109.0,2.8343583205119627,1.0,1
183,81.0,0.58,0.015487112031121256,85444887.0,22329369.875,662.1277499999999,579.0,14710.0,12556.0,325.0,656.0,89.0,119.0,123.0,3.1646254444444444,1.0,0
184,119.0,-2.535,0.023492497110513436,17240363.0,7500000.0,103.833,382.0,12420.0,11400.0,286.0,755.0,57.0,102.0,175.0,2.2987150666666665,1.0,1
185,77.0,-2.535,-0.004839837912175111,18773283.0,7850000.0,418.983,487.0,12049.0,10785.0,279.0,562.0,83.0,173.0,112.0,2.3915010191082797,0.0,1
186,107.0,-0.149,0.006842770621949718,41865167.0,14062500.0,662.1277499999999,467.0,13273.0,11870.0,296.0,613.0,64.0,88.0,119.0,2.9770785422222223,1.0,1
187,76.0,0.99,0.04401094690851535,13097313.0,3840000.0,41.056000000000004,339.0,8274.0,7487.0,204.0,421.0,49.0,95.0,70.0,3.41075859375,0.0,0
188,118.0,-2.535,-0.0006468979863711416,23673756.0,6000000.0,0.826,186.0,4849.0,4306.0,117.0,356.0,55.0,44.0,124.0,3.9456260000000003,1.0,1
189,107.0,1.08,0.045262646375410436,9375053.0,9375000.0,114.29899999999999,511.0,14805.0,13480.0,357.0,750.0,69.0,93.0,154.0,1.0000056533333332,1.0,0
190,197.0,0.61,-0.0173493970743838,83679691.0,22173000.0,224.299,310.0,8124.0,7223.0,182.0,414.0,60.0,76.0,63.0,3.773945384025617,1.0,0
191,99.0,-2.44,0.010983105662161895,95288875.75,22329369.875,300.986,410.0,12454.0,11708.0,294.0,654.0,57.0,63.0,115.0,3.6254126551724135,1.0,1
192,244.0,-0.05,0.030940585942283706,27997970.0,5500000.0,56.547,592.0,15406.0,14065.0,367.0,840.0,76.0,96.0,182.0,5.09054,1.0,1
193,98.0,2.225,0.0063111258475112494,12844748.0,4100000.0,81.138,334.0,8295.0,7392.0,202.0,364.0,33.0,49.0,92.0,3.1328653658536587,1.0,0
194,72.0,-0.88,-0.004151915958176803,25186761.0,4700000.0,103.833,153.0,3467.0,3225.0,77.0,204.0,14.0,30.0,52.0,5.3588853191489365,1.0,1
195,58.0,0.87,-0.0266422234473113,31375050.0,6455918.0,89.62799999999999,821.0,21505.0,19210.0,535.0,979.0,144.375,230.0,198.0,4.859889794139268,1.0,0
196,93.0,0.58,0.03156724266362676,27420404.0,5000000.0,130.688,581.0,14932.0,13665.0,332.0,876.0,107.0,76.0,140.0,5.4840808,1.0,0
197,254.375,0.13,-0.002712191788526248,21493655.0,5700000.0,202.808,489.0,12532.0,10798.0,304.0,657.0,42.0,48.0,137.0,3.7708166666666663,1.0,0
198,171.0,1.78,0.00944825402994243,27703357.0,12500000.0,13.737,406.0,10628.0,9853.0,250.0,584.0,59.0,92.0,122.0,2.21626856,1.0,0
199,120.0,-0.59,-0.011181452773144654,42329043.0,15000000.0,662.1277499999999,619.0,129.0,19153.0,474.0,1108.0,104.0,224.0,253.0,2.8219362,1.0,1
200,254.375,0.47,-0.002712191788526248,95288875.75,20000000.0,662.1277499999999,551.0,14707.0,13485.0,354.0,746.0,92.0,162.0,172.0,6.98851385,1.0,0
201,132.0,0.23,0.019835982850230017,42574474.0,15000000.0,242.327,443.0,10979.0,10149.0,265.0,599.0,70.0,80.0,106.0,2.8382982666666665,1.0,0
202,79.0,0.53,-0.010369428156983829,20641535.0,6500000.0,63.477,396.0,11277.0,9497.0,253.0,542.0,69.0,73.0,110.0,3.1756207692307687,1.0,0
203,107.0,2.225,0.00912459122415893,7887885.0,1700000.0,12.999,224.0,6146.0,5551.0,154.0,386.0,29.0,52.0,140.0,4.639932352941177,1.0,0
204,254.375,-0.19,0.017348745653835332,32037514.0,800000.0,71.348,582.0,20386.0,17076.0,438.0,1041.0,101.0,121.0,204.0,7.882540768354138,1.0,1
205,254.375,0.12,0.026555255526722457,88487776.0,22329369.875,662.1277499999999,488.0,17328.0,14433.0,369.0,912.0,95.0,113.0,205.0,3.733661434599156,1.0,0
206,82.0,-0.74,0.006385606555695641,19632992.0,5000000.0,45.802,466.0,11312.0,10263.0,280.0,583.0,46.0,89.0,132.0,3.9265983999999996,1.0,1
207,254.375,-0.82,0.038019996703800685,39290870.0,8969697.0,149.523,383.0,14271.0,12232.0,263.0,817.0,59.0,115.0,217.0,4.3804010324986455,1.0,1
208,179.0,0.55,-0.01238272736361786,20446380.0,4000000.0,358.574,649.0,17598.0,15758.0,419.0,793.0,76.0,145.0,221.0,5.1115949999999994,0.0,0
209,135.0,0.4,0.03047147241511062,16836561.0,4000000.0,41.706,530.0,16561.0,15145.0,383.0,780.0,144.375,87.0,183.0,4.20914025,1.0,0
210,133.0,-0.1,0.0400947259947003,67614775.0,8000000.0,41.471000000000004,467.0,12465.0,11251.0,290.0,680.0,41.0,119.0,151.0,7.882540768354138,1.0,1
211,125.0,-0.03,0.04110381750255497,30795117.0,7000000.0,77.92399999999999,404.0,11624.0,10574.0,262.0,628.0,53.0,99.0,127.0,4.399302428571429,1.0,1
212,243.0,1.08,0.04946365377677967,41125981.0,6000000.0,334.528,406.0,13908.0,11475.0,293.0,759.0,100.0,108.0,142.0,6.854330166666666,1.0,0
213,201.0,0.17,0.014589883564370137,22282384.0,5360000.0,103.988,712.0,17064.0,15524.0,404.0,868.0,76.0,132.0,181.0,4.157161194029851,1.0,0
214,92.0,0.12,-0.039427182272424366,47917474.0,14000000.0,35.414,441.0,11236.0,9986.0,272.0,586.0,38.0,66.0,129.0,3.422676714285714,1.0,0
215,107.0,0.01,0.00912459122415893,9602340.0,9602340.0,103.833,521.0,12812.0,11190.0,285.0,545.0,72.0,60.0,121.0,1.0,1.0,0
216,174.0,-2.535,-0.04017284790046339,16309113.0,5000000.0,103.833,269.0,6939.0,6268.0,154.0,364.0,19.0,72.0,94.0,3.2618226000000003,1.0,1
217,107.0,2.225,0.00912459122415893,43857412.0,7000000.0,109.336,444.0,12045.0,10785.0,279.0,624.0,60.0,100.0,134.0,6.265344571428572,1.0,0
218,72.0,-2.535,0.012479814606479392,48909653.0,11765000.0,86.334,577.0,14667.0,13105.0,350.0,857.0,83.0,183.0,154.0,4.157216574585634,1.0,1
219,254.375,0.8,0.03158121781594317,13193161.0,6250000.0,37.907,584.0,17934.0,16566.0,409.0,950.0,129.0,151.0,178.0,2.11090576,0.0,0
220,76.0,-0.14,0.05110289644713397,30439451.0,10300000.0,49.63399999999999,487.0,13425.0,11924.0,322.0,795.0,63.0,141.0,171.0,2.9552865048543686,1.0,1
221,254.375,0.26,0.035887402851303866,27338676.0,5000000.0,73.954,534.0,13599.0,12071.0,312.0,724.0,69.0,112.0,188.0,5.4677352,1.0,0
222,86.0,-0.34,-0.03718971511231524,88735895.0,16000000.0,662.1277499999999,561.0,18863.0,16404.0,402.0,896.0,108.0,180.0,174.0,5.5459934375,1.0,1
223,140.0,-1.77,-0.014565682221295203,38535063.0,6500000.0,41.419,186.0,4936.0,4482.0,99.0,306.0,46.0,34.0,76.0,5.92847123076923,1.0,1
224,76.0,0.59,0.017113521083632423,13706376.0,7500000.0,78.706,388.0,10728.0,9590.0,247.0,554.0,56.0,83.0,125.0,1.8275168000000002,1.0,0
225,241.0,-0.02,-0.041430293245650736,35111532.0,12500000.0,48.672,537.0,17295.0,14589.0,353.0,731.0,45.0,159.0,159.0,2.80892256,1.0,1
226,107.0,0.47,-0.07978998452796494,95288875.75,22329369.875,662.1277499999999,604.0,16954.0,15686.0,402.0,833.0,111.0,105.0,209.0,5.075770216011843,1.0,0
227,111.0,1.73,0.02059574803800171,44392433.0,22329369.875,662.1277499999999,552.0,14365.0,13005.0,318.0,805.0,99.0,188.0,162.0,1.8802385853451928,1.0,0
228,254.375,-2.535,0.04943393010665701,26724598.0,5000000.0,345.99699999999996,703.0,20955.0,18596.0,484.0,1148.0,123.0,229.0,182.0,5.3449196,0.0,1
229,92.0,-0.41,-0.05263816056638923,77809084.0,12300000.0,36.216,404.0,14611.0,12408.0,313.0,649.0,61.0,110.0,162.0,6.325941788617886,1.0,1
230,135.0,-0.04,-0.04436262175280906,23113892.0,5770000.0,44.926,522.0,14385.0,13042.0,341.0,747.0,67.0,149.0,174.0,4.005873830155979,1.0,1
231,92.0,0.13,0.023492497110513436,53964948.0,9615384.0,197.18900000000002,491.0,12691.0,11477.0,304.0,530.0,68.0,77.0,151.0,5.612354951190717,1.0,0
232,244.0,1.13,0.0552387875374565,78719146.0,12675000.0,354.07300000000004,707.0,18639.0,16376.0,434.0,1013.0,75.0,154.0,184.0,6.210583510848126,1.0,0
233,46.0,0.08,-0.011098404275872215,34418867.0,7812500.0,92.31700000000001,644.0,23894.0,21072.0,500.0,1292.875,144.375,218.0,282.5,4.405614976,1.0,0
234,217.0,0.93,-0.0014126500501653585,33743709.0,8500000.0,441.099,528.0,15723.0,13895.0,352.0,742.0,73.0,145.0,141.0,3.9698481176470586,1.0,0
235,137.0,0.27,-0.0038625301630184,10966612.0,2500000.0,14.685,250.0,7858.0,6364.0,168.0,370.0,49.0,72.0,66.0,4.3866448,0.0,0
236,62.0,-2.08,0.005860839623049092,22234426.0,5000000.0,103.833,347.0,8425.0,7702.0,194.0,464.0,50.0,79.0,147.0,4.4468852,1.0,1
237,76.0,-0.34,0.010983105662161895,22088321.0,4500000.0,2.585,238.0,5333.0,4809.0,127.0,304.0,30.0,44.0,62.0,4.908515777777779,1.0,1
238,94.0,0.24,0.01976938067024998,43525820.0,10000000.0,79.367,589.0,20652.0,17627.0,437.0,916.0,93.0,149.0,208.0,4.352582,1.0,0
239,254.375,0.91,-0.006417682468154485,34925432.0,22329369.875,262.843,518.0,11280.0,9863.0,246.0,636.0,52.0,117.0,100.0,1.39701728,1.0,0
240,104.0,-2.535,-0.01910244342436604,95288875.75,22329369.875,662.1277499999999,850.0,24307.0,22126.75,564.5,1292.875,144.375,244.875,282.5,5.513990643678161,1.0,1
241,140.0,-0.09,0.042603241797504535,69387276.0,20000000.0,48.063,552.0,16842.0,15075.0,409.0,785.0,97.0,187.0,200.0,3.4693638,1.0,1
242,100.0,0.58,-0.024071643443847882,19382880.0,6500000.0,58.015,379.0,9337.0,8514.0,219.0,514.0,43.0,70.0,125.0,2.9819815384615387,1.0,0
243,78.0,0.01,0.006385606555695641,29016591.0,15407693.0,397.06,486.0,16280.0,13922.0,350.0,674.0,48.0,73.0,112.0,1.8832534500784768,1.0,0
244,100.0,0.055,0.06748534626612396,64393969.0,12500000.0,211.791,572.0,15728.0,14270.0,376.0,777.0,90.0,131.0,189.0,5.15151752,1.0,0
245,113.0,0.29,0.0009944971818087848,19869771.0,7033816.0,92.40899999999999,334.0,9107.0,8103.0,222.0,381.0,57.0,82.0,97.0,2.8248920642791906,0.0,0
246,83.0,0.19,-0.05328217125439354,95288875.75,22329369.875,617.977,641.0,15238.0,13795.0,360.0,727.0,92.0,113.0,184.0,5.8482648298506845,1.0,0
247,38.0,0.01,-0.019194814550172485,14000000.0,8000000.0,103.833,386.0,10343.0,9280.0,233.0,364.0,49.0,58.0,94.0,1.75,0.0,0
248,181.0,-2.535,0.029860707346193963,24640360.0,7150000.0,16.396,522.0,16504.0,14728.0,367.0,888.0,89.0,140.0,174.0,3.446204195804196,1.0,1
249,59.0,0.05,0.027548650055080844,68889837.0,22329369.875,662.1277499999999,326.0,7535.0,6811.0,171.0,455.0,43.0,84.0,93.0,2.9278181676540904,1.0,0
250,188.0,0.05,0.045262646375410436,35877570.0,7500000.0,312.796,473.0,12699.0,11422.0,2.5,693.0,84.0,112.0,123.0,4.783676,1.0,0
251,73.0,2.225,0.041253540387578766,10636436.0,3950000.0,99.63,449.0,10493.0,9526.0,275.0,435.0,108.0,76.0,105.0,2.6927686075949366,1.0,0
252,76.0,-1.03,-0.024693936868313008,24367432.0,5016722.0,0.327,315.0,7546.0,6755.0,183.0,344.0,48.0,45.0,73.0,4.857241840389003,1.0,1
253,127.0,2.225,0.03942151419367548,50000000.0,12000000.0,662.1277499999999,279.0,7458.0,6620.0,163.0,372.0,62.0,108.0,71.0,4.166666666666667,1.0,0
254,73.0,0.19,0.038019996703800685,62863166.0,22329369.875,66.471,517.0,16152.0,14728.0,365.0,855.0,59.0,87.0,128.0,2.675028340425532,1.0,0
255,93.0,-0.43,0.017658788652279187,28437885.0,7300000.0,46.166000000000004,600.0,17913.0,15413.0,380.0,865.0,78.0,169.0,225.0,3.895600684931507,1.0,1
256,97.0,0.13,0.02312823138279143,18703086.0,5357143.0,438.135,385.0,12828.0,0.0,286.0,591.0,79.0,89.0,181.0,3.491242626900197,1.0,0
257,127.0,0.67,-0.0010333903498208519,90388441.0,8333333.0,331.478,398.0,11665.0,10563.0,271.0,627.0,68.0,139.0,145.0,7.882540768354138,1.0,0
258,77.0,-0.04,-0.03686673336937319,37614021.0,5000000.0,41.98,504.0,11591.0,10586.0,270.0,658.0,69.0,155.0,131.0,7.5228042,1.0,1
259,76.0,-2.535,-0.008501908788810792,13363175.0,5725000.0,357.441,249.0,5951.0,5368.0,150.0,270.0,63.0,52.0,71.0,2.33417903930131,1.0,1
260,70.0,-1.7,0.004195599746942382,11723512.0,4600000.0,0.9990000000000001,275.0,7435.0,6629.0,179.0,390.0,56.0,97.0,73.0,2.5485895652173918,0.0,1
261,104.0,-1.39,0.0502573584765036,25809078.0,6000000.0,0.623,469.0,14556.0,13287.0,338.0,795.0,60.0,144.0,203.0,4.301513,1.0,1
262,114.0,0.66,-0.05411991916838179,65578790.0,18750000.0,588.248,566.0,15862.0,14098.0,350.0,738.0,89.0,191.0,156.0,3.4975354666666667,1.0,0
263,93.0,0.3,-0.03722228311578906,15472676.0,6000000.0,323.79400000000004,449.0,11800.0,10541.0,285.0,459.0,65.0,117.0,112.0,2.5787793333333333,1.0,0
264,112.0,0.77,-0.026448766740728977,95288875.75,19605052.0,662.1277499999999,481.0,13451.0,12143.0,322.0,673.0,69.0,87.0,162.0,7.882540768354138,1.0,0
265,155.0,-0.57,0.008862654741110488,95288875.75,22329369.875,662.1277499999999,653.0,16101.0,14740.0,393.0,920.0,111.0,118.0,170.0,7.882540768354138,1.0,1
266,108.0,0.23,-0.00635224375195689,70375494.0,7500000.0,127.147,759.0,18196.0,16262.0,397.0,959.0,85.0,228.0,173.0,7.882540768354138,1.0,0
267,214.0,0.01,0.052040849972570837,18288454.0,7000000.0,103.833,688.0,19260.0,17088.0,502.0,1066.0,133.0,205.0,231.0,2.6126362857142857,0.0,0
268,107.0,0.01,0.00912459122415893,48854155.0,7000000.0,103.833,631.0,19479.0,17409.0,451.0,976.0,71.0,244.875,155.0,6.979164999999999,1.0,0
269,78.0,0.18,0.056994918380870514,9036432.0,4600000.0,189.426,409.0,11586.0,10406.0,275.0,483.0,58.0,78.0,111.0,1.9644417391304347,0.0,0
270,85.0,-2.535,0.013148883711569307,16238296.0,3700000.0,103.833,212.0,5549.0,5001.0,121.0,350.0,27.0,59.0,104.0,4.388728648648649,0.0,1
271,111.0,-2.535,-0.023438007501532743,24592753.0,5400000.0,103.833,194.0,4711.0,4288.0,100.0,321.0,29.0,50.0,107.0,4.554213518518519,1.0,1
272,89.0,0.08,-0.014063666503357755,22060015.0,5000000.0,39.505,543.0,12153.0,10981.0,282.0,701.0,44.0,177.0,112.0,4.4120029999999995,1.0,0
273,202.0,1.18,0.04916280160245258,27846584.0,6666667.0,89.839,368.0,9715.0,8919.0,239.0,579.0,95.0,74.0,106.0,4.1769873911506314,1.0,0
274,91.0,-0.24,0.0020075989510756733,15619290.0,5000000.0,24.018,408.0,11031.0,10081.0,264.0,615.0,63.0,125.0,129.0,3.1238580000000002,1.0,1
275,78.0,2.225,-0.0272555787559859,95288875.75,22329369.875,662.1277499999999,419.0,11705.0,10268.0,266.0,539.0,54.0,244.875,133.0,4.082449286846277,1.0,0
276,254.375,0.68,-0.032710695501986374,10448290.0,1914000.0,89.734,255.0,7089.0,6206.0,154.0,304.0,30.0,61.0,66.0,5.458876698014629,1.0,0
277,109.0,0.01,-0.0038625301630184,36429516.0,10937500.0,600.21,628.0,13202.0,11872.0,302.0,615.0,72.0,153.0,121.0,3.3306986057142858,1.0,0
278,89.0,-1.75,-0.00860636833200647,9533764.0,3500000.0,3.25,279.0,6061.0,5315.0,137.0,299.0,17.0,50.0,65.0,2.723932571428572,1.0,1
279,111.0,0.01,0.007191348327184309,30242850.0,9200000.0,103.833,494.0,12518.0,11207.0,297.0,603.0,49.0,103.0,135.0,3.2872663043478263,1.0,0
280,93.0,0.69,0.036830796877746964,32241600.0,9375000.0,662.1277499999999,402.0,9827.0,9062.0,229.0,646.0,63.0,77.0,87.0,3.439104,1.0,0
281,177.0,0.97,-0.04986259667304091,11221898.0,4375000.0,58.097,364.0,9716.0,8724.0,229.0,448.0,63.0,71.0,99.0,2.565005257142857,1.0,0
282,78.0,0.52,0.059454155167011566,27883985.0,4500000.0,61.67100000000001,384.0,9162.0,8336.0,206.0,504.0,54.0,68.0,110.0,6.196441111111112,1.0,0
283,98.0,0.16,-0.01269239188194706,27028875.0,6425000.0,43.95,379.0,9015.0,7919.0,201.0,441.0,48.0,71.0,103.0,4.206828793774319,1.0,0
284,92.0,-2.535,0.026883961460419603,20553932.0,6250000.0,103.833,257.0,6230.0,5669.0,140.0,363.0,25.0,86.0,89.0,3.28862912,1.0,1
285,22.0,0.26,-0.06119950743568561,30559343.0,12000000.0,121.70299999999999,850.0,24307.0,21762.0,550.0,1181.0,105.0,212.0,203.0,2.5466119166666665,1.0,0
286,107.0,2.225,0.00912459122415893,13483846.0,525000.0,73.262,377.0,10731.0,9703.0,240.0,486.0,45.0,104.0,96.0,7.882540768354138,1.0,0
287,104.0,-1.86,-0.03995423330689589,15842042.0,5000000.0,103.833,399.0,14339.0,12728.0,297.0,723.0,49.0,98.0,185.0,3.1684083999999997,0.0,1
288,254.375,0.27,-0.010885933923670295,32406460.0,6750000.0,602.749,556.0,15244.0,12877.0,373.0,646.0,50.0,147.0,85.0,4.800957037037037,1.0,0
289,209.0,2.225,-0.02258578146813989,31669170.0,12500000.0,662.1277499999999,400.0,12453.0,10880.0,280.0,621.0,53.0,82.0,86.0,2.5335335999999997,1.0,0
290,115.0,0.42,-0.014905424266206996,57289549.0,18800000.0,662.1277499999999,408.0,12745.0,10844.0,280.0,649.0,56.0,134.0,116.0,3.0473164361702128,1.0,0
291,125.0,1.53,0.026883961460419603,95288875.75,22329369.875,662.1277499999999,719.0,21471.0,19155.0,472.0,1133.0,90.0,207.0,246.0,3.6336906216354055,1.0,0
292,79.0,-1.43,0.00912459122415893,95288875.75,22329369.875,662.1277499999999,850.0,24307.0,22126.75,564.5,1292.875,144.375,244.875,282.5,3.6603772901958007,1.0,1
293,153.0,-0.14,0.02464217157312161,16285960.0,5000000.0,110.294,314.0,9689.0,8471.0,226.0,512.0,30.0,48.0,79.0,3.257192,1.0,1
294,184.0,-2.535,0.036866889518440776,31750000.0,12500000.0,640.138,298.0,7996.0,7144.0,200.0,441.0,40.0,66.0,109.0,2.54,1.0,1
295,140.0,0.22,0.051895160794828976,12946132.0,4670000.0,177.218,453.0,11082.0,10081.0,261.0,575.0,63.0,73.0,176.0,2.772191006423983,1.0,0
296,37.0,0.81,-0.03990318894493307,15733483.0,5000000.0,1.805,437.0,13908.0,12987.0,299.0,854.0,111.0,108.0,208.0,3.1466966,1.0,0
297,94.0,-2.535,-0.019999416118981355,33471939.0,5000000.0,90.16,712.0,18370.0,16214.0,448.0,1136.0,71.0,203.0,211.0,6.6943877999999994,1.0,1
298,139.0,0.36,0.019074145624490203,5212000.0,2000000.0,65.093,193.0,5232.0,4434.0,140.0,167.0,31.0,38.0,62.0,2.6060000000000003,0.0,0
299,254.375,-2.535,-0.022858004861799515,23795676.0,6400000.0,66.676,850.0,24307.0,22126.75,564.5,1292.875,144.375,244.875,282.5,3.718074375,1.0,1
300,116.0,-0.5,0.050248012316791976,49284964.0,11000000.0,140.69899999999998,795.0,24307.0,22126.75,564.5,1292.875,144.375,224.0,247.0,4.480451272727274,1.0,1
301,132.0,-0.63,0.03942151419367548,25429965.0,6636314.0,25.429000000000002,377.0,9992.0,9024.0,241.0,458.0,40.0,88.0,117.0,3.8319411950670212,1.0,1
302,112.0,-0.04,-0.05097464568124585,42133168.0,22329369.875,42.674,477.0,14652.0,13114.0,341.0,678.0,73.0,123.0,184.0,0.43661313989637307,1.0,1
303,130.0,-2.535,0.022092379851270345,21933633.0,6000000.0,2.9739999999999998,320.0,8590.0,7776.0,200.0,455.0,46.0,61.0,91.0,3.6556055,1.0,1
304,112.0,0.03,0.03904847780282676,5842736.0,2750000.0,8.783999999999999,232.0,6379.0,5660.0,162.0,356.0,22.0,42.0,65.0,2.1246312727272727,0.0,0
305,119.0,2.225,-0.06729617762554349,41767897.0,6000000.0,84.804,382.0,9800.0,8989.0,240.0,545.0,62.0,79.0,127.0,6.961316166666666,1.0,0
306,93.0,-2.535,0.018783088263761943,17495610.0,5000000.0,1.0959999999999999,249.0,6457.0,5882.0,137.0,375.0,40.0,58.0,94.0,3.4991220000000003,1.0,1
307,155.0,-0.87,0.07023428379468515,32239547.0,7500000.0,136.136,624.0,15272.0,13465.0,379.0,724.0,58.0,111.0,131.0,4.298606266666667,1.0,1
308,254.375,0.19,0.01545098227966197,79322687.0,10000000.0,79.556,423.0,12853.0,11647.0,297.0,758.0,79.0,80.0,125.0,7.882540768354138,1.0,0
309,98.0,0.11,0.01972689047532399,44014319.0,10590000.0,76.87,385.0,9315.0,7874.0,225.0,398.0,37.0,35.0,82.0,4.156215203021719,1.0,0
310,121.0,0.01,-0.0042573398548124385,16897388.0,5000000.0,103.833,330.0,8777.0,7987.0,198.0,504.0,69.0,69.0,142.0,3.3794776,1.0,0
311,181.0,2.225,0.02641328115211709,58710175.0,7000000.0,92.83,284.0,7061.0,6236.0,172.0,319.0,21.0,55.0,52.0,7.882540768354138,1.0,0
312,147.0,-0.06,-0.07978998452796494,14811809.0,5200000.0,190.002,366.0,10413.0,9315.0,247.0,559.0,37.0,120.0,99.0,2.848424807692308,1.0,1
313,254.375,2.225,-0.001710114517104365,3693227.0,2625000.0,6.154,267.0,8492.0,7699.0,186.0,418.0,47.0,53.0,85.0,1.406943619047619,0.0,0
314,124.0,0.12,-0.014063666503357755,42880267.0,9000000.0,96.385,454.0,11688.0,10597.0,259.0,547.0,69.0,108.0,121.0,4.764474111111111,1.0,0
315,148.0,0.3,0.0502573584765036,24048849.0,6800000.0,58.852,487.0,12754.0,11894.0,308.0,709.0,87.0,148.0,186.0,3.53659544117647,1.0,0
316,106.0,0.49,-0.00635224375195689,20270463.0,8695652.0,535.328,546.0,12934.0,11533.0,291.0,632.0,119.0,181.0,135.0,2.3311032916220658,1.0,0
317,124.0,0.4,0.017209259248019117,74843124.0,22329369.875,213.459,456.0,11938.0,10797.0,297.0,618.0,64.0,133.0,137.0,2.4947708,1.0,0
318,157.0,-0.38,0.06699643578439203,14690779.0,5000000.0,115.81299999999999,364.0,8513.0,7478.0,184.0,484.0,34.0,76.0,71.0,2.9381557999999997,1.0,1
319,75.0,-0.75,-0.043140280328260464,94912889.0,16666667.0,36.102,663.0,20531.0,18625.0,482.0,1213.0,144.375,146.0,282.5,5.694773226104536,1.0,1
320,105.0,-0.32,-0.006315604699400098,60493187.0,8350000.0,21.083000000000002,502.0,14256.0,12246.0,315.0,638.0,45.0,80.0,138.0,7.244693053892216,1.0,1
321,119.0,0.03,0.043750230991979264,33217753.0,12500000.0,126.449,494.0,13603.0,12087.0,321.0,790.0,32.0,89.0,121.0,2.65742024,1.0,0
322,155.0,-0.26,0.03373003095682972,29945227.0,7500000.0,33.718,397.0,9988.0,9000.0,246.0,570.0,45.0,81.0,127.0,3.992696933333333,1.0,1
323,168.0,2.225,0.0928958048742471,12397139.0,2800000.0,45.494,463.0,11323.0,10198.0,286.0,515.0,28.0,126.0,116.0,4.4275496428571435,0.0,0
324,223.0,0.63,0.047434548648868174,30864195.0,19111213.0,205.50900000000001,469.0,12809.0,11375.0,295.0,589.0,58.0,120.0,152.0,1.6149783375864208,1.0,0
325,196.0,-2.535,-0.0215517750235283,48517110.0,17600000.0,662.1277499999999,432.0,12603.0,11101.0,278.0,550.0,87.0,124.0,106.0,2.7566539772727268,1.0,1
