,I1,I2,I3,P(IPO),P(1Day),C1,C2,C3,C4,C6,C7,T5,S3,Y1,Y2,C3p,C5p,C6p,Pmid,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords
174,DLB,"Dolby Laboratories, Inc. ","6794, 3861, 3663, 7819",18.0,24.2999992370605,90.0,1.0,0.47,0.020089649378692197,27500000.0,289.041,912.0,165.0,0,1,1,3.5404412727272727,5.882352941176471,17.0,0.72,0.9316457352171638,0.059654631083202514,0.004513343799058085,0.007980115122972265,0.010792778649921507
175,DM,Dolan Co. ,2711,14.5,17.72,98.0,1.0,-0.81,-0.05328217125439354,13456522.0,111.64299999999999,1044.0,236.0,0,1,0,1.8660820381373433,0.0,14.5,0.7018813314037626,0.8673715013923632,0.04927549912682305,0.002123943927880304,0.009062160758955964,0.011138905932883372
176,DMAN,"DemandTec, Inc.",7372,11.0,9.34000015258789,77.0,1.0,-0.1,-0.03751629906765014,6000000.0,32.539,689.0,286.0,0,0,0,4.364750833333333,0.0,11.0,0.6,0.84929597100237,0.048027324689809005,0.004182350480970306,0.006691760769552488,0.019935870625958457
177,DMD,LEAF GROUP LTD. ,7379,17.0,45.037209999999995,173.0,1.0,1.7889040247678043,0.014041837854611824,8900000.0,500.4599622950817,1200.0,291.0,0,1,1,9.209507528089887,13.333333333333334,15.0,0.6888331242158093,0.9050602197026514,0.05294039793532448,0.004191114836546521,0.007279304716107116,0.012838046499316186
178,DMED,D. MEDICAL INDUSTRIES LTD. ,3841,7.0,6.25,72.0,0.0,1.05,0.02312823138279143,1500906.0,0.099,599.0,96.0,1,0,1,5.045134738617874,0.0,11.0,0.7256410256410256,0.8793872092080732,0.04855313285239524,0.004133906136013618,0.01037529383156359,0.007781470373672692
179,DMND,Diamond Foods Inc,2090,17.0,21.0499992370605,118.0,1.0,12.12,0.05757457296364237,6000000.0,359.68300000000005,310.0,62.0,0,1,1,2.4430585,13.333333333333334,15.0,0.4744525547445255,0.8653281853281853,0.047876447876447875,0.003861003861003861,0.006177606177606178,0.009575289575289575
180,DNKN,"DUNKIN' BRANDS GROUP, INC. ",5810,19.0,27.850000381469698,84.0,1.0,0.22,-0.00021042127293830208,22250000.0,577.135,664.0,164.0,0,1,1,5.410859011235955,11.764705882352942,17.0,0.7637614678899083,0.8980280038120373,0.04867678322703614,0.006964298805072942,0.01715416758302177,0.01202257898981013
181,DOLE,DOLE FOOD CO INC,100,12.5,12.279999732971199,70.0,1.0,121.0,0.058521117085336576,35715000.0,7619.951999999999,1065.0,289.0,1,0,1,2.4478510429791402,0.0,14.0,0.6241457858769932,0.9100863798970421,0.04646191431812233,0.010906552656836228,0.012651601081930024,0.012607974871302679
182,DPZ,DOMINOS PIZZA INC ,5812,14.0,13.5,91.0,1.0,-0.11,-0.019651975924335503,24221929.0,1333.3220000000001,462.0,109.0,1,0,0,2.8343583205119627,0.0,16.0,0.6060606060606061,0.8615890199110767,0.044654939106901215,0.0036729170693988013,0.005316064179393002,0.010535472646433404
183,DRC,Dresser-Rand Group Inc.,3511,21.0,22.7999992370605,81.0,1.0,0.58,0.015487112031121256,27000000.0,915.4019999999999,656.0,123.0,0,1,1,3.1646254444444444,5.0,20.0,0.5613126079447323,0.8535690006798097,0.04459551325628824,0.006050305914343984,0.008089734874235215,0.008361658735554044
184,DRTX,"Durata Therapeutics, Inc.",2834,9.0,9.03999996185303,119.0,1.0,-3.4,0.023492497110513436,7500000.0,500.4599622950817,755.0,175.0,1,1,0,2.2987150666666665,0.0,12.0,0.7486910994764397,0.9178743961352657,0.0607890499194847,0.004589371980676328,0.00821256038647343,0.014090177133655395
185,DSUP,DAYTON SUPERIOR CORP ,3315,12.0,11.5,77.0,0.0,-11.57,-0.004839837912175111,7850000.0,418.983,562.0,112.0,1,0,0,2.39150101910828,0.0,14.0,0.5728952772073922,0.8950950286330815,0.04664287492737987,0.006888538467922649,0.014358038011453233,0.009295377209726948
186,DSW,DSW Inc. ,5661,19.0,1.78999996185303,107.0,1.0,-0.149,0.006842770621949718,14062500.0,2599.8160000000003,613.0,119.0,0,0,0,2.9770785422222223,18.75,16.0,0.6338329764453962,0.894296692533715,0.04618398252090711,0.004821818729752129,0.006630000753409177,0.008965569200632864
187,DTSI,"DTS, INC.","3651, 6794, 7819",17.0,24.9200000762939,76.0,0.0,0.99,0.04401094690851535,3840000.0,41.056000000000004,421.0,70.0,0,1,1,3.41075859375,13.333333333333334,15.0,0.6017699115044248,0.9048827652888567,0.05088228184674885,0.005922165820642978,0.011481750060430264,0.008460236886632826
188,DVAX,DYNAVAX TECHNOLOGIES CORP,2836,7.5,93.9999771118164,118.0,1.0,-100.4,-0.0006468979863711416,6000000.0,0.826,356.0,124.0,1,1,0,3.945626,0.0,13.0,0.6290322580645161,0.8880181480717674,0.07341719942256135,0.011342544854609197,0.009074035883687359,0.0255722829449371
189,DVOX,DynaVox Inc.,7373,15.0,15.0,107.0,1.0,1.08,0.045262646375410436,9375000.0,114.29899999999999,750.0,154.0,1,0,1,1.0000056533333332,0.0,16.0,0.6986301369863014,0.9105032083755488,0.05065856129685917,0.004660587639311043,0.006281661600810537,0.010401891252955082
190,DVR,"Cal Dive International, Inc.",1389,13.0,12.35,197.0,1.0,0.61,-0.0173493970743838,22173000.0,224.299,414.0,63.0,1,0,1,3.7739453840256165,0.0,15.0,0.5870967741935483,0.8890940423436731,0.05096011816838995,0.007385524372230428,0.009354997538158542,0.00775480059084195
191,DWA,"DreamWorks Animation, LLC",7812,28.0,38.75,99.0,1.0,-2.44,0.010983105662161895,29000000.0,300.986,654.0,115.0,0,1,0,3.625412655172414,16.666666666666668,24.0,0.7170731707317073,0.9400995664043681,0.05251324875541995,0.004576842781435683,0.0050586157057973345,0.009233981050264975
192,DWRE,Demandware Inc,7372,16.0,23.5900001525879,244.0,1.0,-0.05,0.030940585942283706,5500000.0,56.547,840.0,182.0,0,1,0,5.09054,18.51851851851852,13.5,0.6199324324324325,0.9129559911722706,0.05452421134622874,0.0049331429313254575,0.006231338439568999,0.011813579125016228
193,DWRI,DESIGN WITHIN REACH INC,5712,12.0,16.4300003051758,98.0,1.0,18.5,0.0063111258475112494,4100000.0,81.138,364.0,92.0,0,1,1,3.1328653658536587,9.090909090909092,11.0,0.6047904191616766,0.8911392405063291,0.04388185654008439,0.003978300180831827,0.00590717299578059,0.011091018685955394
194,DXCM,DEXCOM INC,3841,12.0,11.7399997711182,72.0,1.0,-0.88,-0.004151915958176803,4700000.0,500.4599622950817,204.0,52.0,1,0,0,5.3588853191489365,0.0,13.0,0.5032679738562091,0.9301990193250649,0.05884049610614364,0.004038073262186328,0.008653014133256417,0.014998557830977791
195,DYP,"DUOYUAN PRINTING, INC.",3555,8.5,7.77,58.0,1.0,0.87,-0.0266422234473113,6455918.0,89.62799999999999,979.0,198.0,1,0,1,4.859889794139269,0.0,9.5,0.6516443361753959,0.8932806324110671,0.04552429667519182,0.006975122064636131,0.0106951871657754,0.009207161125319692
196,EBS,Emergent BioSolutions Inc. ,2834,12.5,11.6999998092651,93.0,1.0,0.58,0.03156724266362676,5000000.0,130.688,876.0,140.0,1,0,1,5.4840808,0.0,15.0,0.5714285714285714,0.915148673988749,0.05866595231717118,0.0071658183766407715,0.005089740155371015,0.009375837128315028
197,ECHO,"Echo Global Logistics, Inc. ",4731,14.0,14.0600004196167,520.0,1.0,0.13,-0.002712191788526248,5700000.0,202.808,657.0,137.0,0,1,1,3.7708166666666667,0.0,14.0,0.621676891615542,0.8616342164060007,0.0524257899776572,0.0033514203638684965,0.003830194701563996,0.010932014044047238
198,ECYT,"ECOTALITY, INC. ",2834,6.0,7.73000001907349,171.0,1.0,1.78,0.00944825402994243,12500000.0,13.737,584.0,122.0,1,1,1,2.21626856,0.0,14.0,0.6157635467980296,0.9270794128716597,0.054949190816710576,0.005551373729770418,0.008656379375235227,0.011479111780203237
199,EDG,Edgen Group Inc. ,5150,11.0,9.5,120.0,1.0,-0.59,-0.011181452773144654,15000000.0,911.612,1108.0,253.0,1,0,0,2.8219362,0.0,15.0,0.7657512116316639,0.0,0.0,0.0,0.0,0.0
200,EDMC,EDUCATION MANAGEMENT Corp,8200,18.0,21.7700004577637,651.0,1.0,0.47,-0.002712191788526248,20000000.0,1684.158,746.0,172.0,1,1,1,6.98851385,0.0,19.0,0.6424682395644283,0.916910314816074,0.05072414496498266,0.00625552458013191,0.011015162847623581,0.011695111171550962
201,EEEE,EDUCATE INC,8200,11.0,11.9899997711182,132.0,1.0,0.23,0.019835982850230017,15000000.0,242.327,599.0,106.0,1,1,1,2.8382982666666665,0.0,15.0,0.5981941309255079,0.9244011294289097,0.05455870297841334,0.006375808361417251,0.007286638127334002,0.009654795518717552
202,EGLT,"Eagle Test Systems, Inc. ",3825,15.5,15.5,79.0,1.0,0.53,-0.010369428156983829,6500000.0,63.477,542.0,110.0,0,0,1,3.175620769230769,3.3333333333333335,15.0,0.6388888888888888,0.8421566019331382,0.04806242795069611,0.006118648576749135,0.006473352842067926,0.009754367296266738
203,ELMD,"Electromed, Inc. ",3845,4.0,25.934766149358612,149.72878787878787,0.8590909090909091,12.999,0.007282201411438542,1700000.0,12.999,386.0,140.0,1,1,1,4.639932352941177,0.0,5.0,0.6875,0.9031890660592256,0.06280507647250244,0.004718516108037748,0.008460787504067686,0.022779043280182234
204,ELOQ,"Eloqua, Inc.",7372,11.5,12.890000343322802,344.0,1.0,-0.19,0.017348745653835332,800000.0,71.348,1041.0,204.0,0,1,0,40.0468925,9.523809523809524,10.5,0.7525773195876289,0.8376336701658,0.05106445599921515,0.004954380457176493,0.005935445894241146,0.010006867458059452
205,EM,"Change Healthcare Holdings, Inc. ",7374,15.5,16.52,334.0,1.0,0.12,0.026555255526722457,23700000.0,853.5989999999999,912.0,205.0,0,1,1,3.7336614345991563,6.896551724137931,14.5,0.7561475409836066,0.8329293628808865,0.05263157894736842,0.005482456140350877,0.00652123730378578,0.01183056325023084
206,EMAG,EMAGEON INC,7372,13.0,14.95,82.0,1.0,-0.74,0.006385606555695641,5000000.0,45.802,583.0,132.0,1,1,0,3.9265984,0.0,14.0,0.6008583690987125,0.9072666195190948,0.05153818953323904,0.004066478076379066,0.007867751060820367,0.01166902404526167
207,ENPH,"Enphase Energy, Inc.",3674,6.0,7.34000015258789,289.0,1.0,-0.82,0.038019996703800685,8969697.0,149.523,817.0,217.0,1,1,0,4.3804010324986455,0.0,6.5,0.6866840731070496,0.8571228365216172,0.05724896643542849,0.004134258286034615,0.008058300049050521,0.015205661831686637
208,ENSG,"ENSIGN GROUP, INC",8051,16.0,4.748099327087401,179.0,0.0,0.55,-0.01238272736361786,4000000.0,358.574,793.0,221.0,1,0,1,5.111595,0.0,21.0,0.6456086286594761,0.895442663939084,0.04506193885668826,0.00431867257642914,0.00823957267871349,0.01255824525514263
209,ENTA,ENANTA PHARMACEUTICALS INC,2834,14.0,17.1800003051758,135.0,1.0,0.4,0.03047147241511062,4000000.0,41.706,780.0,183.0,1,1,1,4.20914025,0.0,15.0,0.7226415094339622,0.9144979167924642,0.04709860515669344,0.009600869512710586,0.005253305959785037,0.011050057363685768
210,ENTR,ENTROPIC COMMUNICATIONS INC,3674,6.0,7.400000095367429,133.0,1.0,-0.1,0.0400947259947003,8000000.0,41.471000000000004,680.0,151.0,1,1,0,8.451846875,0.0,7.0,0.6209850107066381,0.9026073004412355,0.05455274769354192,0.0032892097874047334,0.009546730846369835,0.012113918973124749
211,ENV,"ENVESTNET, INC. ",7389,9.0,10.229999542236301,125.0,1.0,-0.03,0.04110381750255497,7000000.0,77.92399999999999,628.0,127.0,1,1,0,4.399302428571429,0.0,9.5,0.6485148514851485,0.9096696490020647,0.054026152787336544,0.004559532002752925,0.008516861665519614,0.010925671025464555
212,EPAM,"EPAM Systems, Inc.",7371,12.0,14.0,243.0,1.0,1.08,0.04946365377677967,6000000.0,334.528,759.0,142.0,1,1,1,6.854330166666666,0.0,17.0,0.7216748768472906,0.8250647109577222,0.05457290767903365,0.007190106413574921,0.007765314926660914,0.010209951107276388
213,EPOC,EPOCRATES INC,7375,16.0,21.9599990844727,201.0,1.0,0.17,0.014589883564370137,5360000.0,103.988,868.0,181.0,0,1,1,4.157161194029851,14.285714285714286,14.0,0.5674157303370787,0.9097515236755743,0.050867323019221755,0.004453820909517112,0.007735583684950774,0.010607126113455228
214,ERII,"Energy Recovery, Inc.",3559,8.5,9.829999923706051,92.0,1.0,0.12,-0.039427182272424366,14000000.0,35.414,586.0,129.0,0,1,1,3.422676714285714,6.25,8.0,0.6167800453514739,0.88875044499822,0.05215379138483446,0.003381986472054112,0.005873976504093984,0.011480954076183695
215,ESEA,EUROSEAS LTD. ,4412,7.0,25.934766149358612,149.72878787878787,0.8590909090909091,1.7889040247678043,0.007282201411438542,9602340.0,500.4599622950817,545.0,121.0,1,1,1,1.0,0.0,14.49811755952381,0.5470249520153551,0.8733999375585388,0.04253824539494224,0.00561973150171714,0.004683109584764283,0.009444270995941305
216,ETRM,EnteroMedics Inc ,3845,8.0,48.0000114440918,174.0,1.0,-97.2,-0.04017284790046339,5000000.0,500.4599622950817,364.0,94.0,1,1,0,3.2618226,0.0,8.5,0.5724907063197026,0.90330018734688,0.05245712638708748,0.0027381467070183023,0.010376134889753566,0.0135466205505116
217,EURX,EURAND N.V. ,2834,16.0,25.934766149358612,149.72878787878787,0.8590909090909091,109.336,0.007282201411438542,7000000.0,109.336,679.2202643171806,144.75917767988253,1,1,1,6.265344571428572,0.0,18.0,0.6321567217602184,0.8931887962299152,0.053236242248617185,0.005362767420477222,0.009413587511283449,0.011346002255136062
218,EVVV,ev3 Inc.,3841,14.0,14.1499996185303,72.0,1.0,-3.87,0.012479814606479392,11765000.0,86.334,857.0,154.0,1,1,0,4.157216574585635,0.0,17.0,0.6065857885615251,0.8935024203995364,0.058430490216131455,0.005658962296311448,0.012476989159337287,0.010499761369059795
219,EXA,EXA CORP,7372,10.0,9.80000019073486,330.0,0.0,0.8,0.03158121781594317,6250000.0,37.907,950.0,178.0,1,0,1,2.11090576,0.0,12.0,0.7003424657534246,0.9237203077952493,0.05297200847552136,0.007193041150886584,0.008419761347161816,0.009925281588045055
220,EXAM,"ExamWorks Group, Inc. ",8000,16.0,16.7999992370605,76.0,1.0,-0.14,0.05110289644713397,10300000.0,49.63399999999999,795.0,171.0,1,1,0,2.955286504854369,0.0,17.0,0.6611909650924025,0.888193668528864,0.05921787709497207,0.0046927374301675975,0.010502793296089385,0.012737430167597765
221,EXLS,"ExlService Holdings, Inc.",541990,13.5,18.840000152587898,683.0,1.0,0.26,0.035887402851303866,5000000.0,73.954,724.0,188.0,0,1,1,5.4677352,22.727272727272727,11.0,0.5842696629213483,0.8876387969703655,0.05323920876535039,0.0050739024928303554,0.008235899698507243,0.0138245459224943
222,EXPR,"EXPRESS, INC.",5600,17.0,16.75,86.0,1.0,-0.34,-0.03718971511231524,16000000.0,1737.01,896.0,174.0,1,0,0,5.5459934375,0.0,19.0,0.7165775401069518,0.8696389757726767,0.047500397603774586,0.005725494354026401,0.009542490590044002,0.009224407570375869
223,EYET,EYETECH PHARMACEUTICALS INC,2834,21.0,32.4000015258789,140.0,1.0,-1.77,-0.014565682221295203,6500000.0,41.419,306.0,76.0,0,1,0,5.92847123076923,10.526315789473685,19.0,0.532258064516129,0.9080226904376013,0.0619935170178282,0.009319286871961102,0.006888168557536467,0.01539708265802269
224,FACE,"PHYSICIANS FORMULA HOLDINGS, INC",2844,17.0,19.7199993133545,76.0,1.0,0.59,0.017113521083632423,7500000.0,78.706,554.0,125.0,0,1,1,1.8275168,6.25,16.0,0.6365979381443299,0.8939224459358688,0.05164056674123788,0.005219985085756898,0.007736763609246831,0.011651752423564504
225,FANG,"Diamondback Energy, Inc. ",1311,17.5,17.5,241.0,1.0,-0.02,-0.041430293245650736,12500000.0,48.672,731.0,159.0,1,0,0,2.80892256,0.0,18.0,0.6573556797020484,0.8435385949696445,0.042266551026308184,0.0026019080659150044,0.009193408499566348,0.009193408499566348
226,FB,Facebook Inc,7370,38.0,38.2318000793457,107.0,1.0,0.47,-0.08225588236193797,421233615.0,3711.0,833.0,209.0,0,1,1,5.075770216011844,5.555555555555555,36.0,0.6655629139072847,0.9252093901144273,0.049132947976878616,0.0065471275215288425,0.006193228736581338,0.012327474342338092
227,FCL,"Alpha Natural Resources, Inc.",1221,22.0,12.75,111.0,1.0,1.73,0.02059574803800171,23610000.0,994.3,805.0,162.0,0,0,1,1.8802385853451926,22.22222222222222,18.0,0.5760869565217391,0.9053254437869822,0.05603898364079359,0.006891750783153498,0.013087365123564218,0.011277410372432998
228,FFN,FriendFinder Networks Inc. ,7370,10.0,7.85,869.0,0.0,-3.14,0.04943393010665701,5000000.0,345.99699999999996,1148.0,182.0,1,0,0,5.3449196,0.0,11.0,0.6884779516358464,0.8874254354569315,0.05478406108327368,0.005869720830350752,0.01092817943211644,0.00868527797661656
229,FIO,"FUSION-IO, INC.",3572,19.0,22.5,92.0,1.0,-0.41,-0.05263816056638923,12300000.0,36.216,649.0,162.0,0,1,0,6.325941788617886,11.764705882352942,17.0,0.7747524752475248,0.8492231880090343,0.04441858873451509,0.004174936691533776,0.0075285743617822184,0.011087536787351995
230,FIRE,SOURCEFIRE INC,7372,15.0,15.4899997711182,135.0,1.0,-0.04,-0.04436262175280906,5770000.0,44.926,747.0,174.0,0,1,0,4.005873830155979,15.384615384615385,13.0,0.6532567049808429,0.9066388599235314,0.05192909280500521,0.004657629475147723,0.010358011817865833,0.012095933263816475
231,FIVE,"FIVE BELOW, INC ",5331,17.0,26.5,92.0,1.0,0.13,0.023492497110513436,9615384.0,197.18900000000002,530.0,151.0,0,1,1,5.612354951190717,6.25,16.0,0.6191446028513238,0.9043416594437003,0.041761878496572376,0.005358127807107399,0.006067291781577496,0.011898195571664959
232,FLT,FLEETCOR TECHNOLOGIES INC ,7389,23.0,27.25,244.0,1.0,1.13,0.0552387875374565,12675000.0,354.07300000000004,1013.0,184.0,1,1,1,6.210583510848126,0.0,24.5,0.6138613861386139,0.8785879070765599,0.05434840924942325,0.004023821020441011,0.008262245828638876,0.009871774236815279
233,FLTX,Fleetmatics Group Ltd,7372,17.0,22.2999992370605,46.0,1.0,0.08,-0.011098404275872215,7812500.0,92.31700000000001,1293.0,285.0,0,1,1,4.405614976,6.25,16.0,0.7763975155279503,0.8818950364108145,0.054114003515526914,0.006235875115091655,0.009123629363020006,0.011927680589269272
234,FN,Fabrinet ,3661,10.0,10.75,217.0,1.0,0.93,-0.0014126500501653585,8500000.0,441.099,742.0,141.0,1,1,1,3.969848117647059,0.0,13.0,0.6666666666666666,0.8837372002798448,0.04719201170260128,0.004642879857533549,0.009222158621128284,0.00896775424537302
235,FNET,"Fortunet, Inc. ",3990,9.0,9.05000019073486,137.0,0.0,0.27,-0.0038625301630184,2500000.0,14.685,370.0,66.0,1,1,1,4.3866448,0.0,12.0,0.672,0.8098752863324001,0.04708577246118605,0.006235683379994909,0.009162636803257827,0.008399083736319674
236,FOLD,AMICUS THERAPEUTICS INC,2834,15.0,14.4300003051758,62.0,1.0,-2.08,0.005860839623049092,5000000.0,500.4599622950817,464.0,147.0,0,0,0,4.4468852,0.0,15.0,0.5590778097982709,0.9141839762611276,0.055074183976261126,0.005934718100890208,0.009376854599406528,0.01744807121661721
237,FOXH,"FOXHOLLOW TECHNOLOGIES, INC",3841,14.0,20.4500007629395,76.0,1.0,-0.34,0.010983105662161895,4500000.0,2.585,304.0,62.0,0,1,0,4.908515777777778,7.6923076923076925,13.0,0.5336134453781513,0.9017438589911869,0.05700356272267017,0.00562535158447403,0.008250515657228577,0.011625726607912995
238,FRAN,Francesca's Holdings CORP,5632,17.0,27.649999618530302,94.0,1.0,0.24,0.01976938067024998,10000000.0,79.367,916.0,208.0,0,1,1,4.352582,13.333333333333334,15.0,0.7419354838709677,0.8535250823164827,0.04435405771838079,0.004503195816385822,0.007214797598295564,0.010071663761379043
239,FRP,FAIRPOINT COMMUNICATIONS INC ,4813,18.5,18.05,316.0,1.0,0.91,-0.006417682468154485,25000000.0,262.843,636.0,100.0,1,0,1,1.39701728,0.0,19.0,0.4749034749034749,0.8743794326241134,0.05638297872340425,0.004609929078014184,0.010372340425531914,0.008865248226950355
240,FSL,"Freescale Semiconductor, Ltd.",3674,18.0,18.3299999237061,104.0,1.0,-5.35,-0.01910244342436604,43500000.0,4458.0,1706.0,311.0,1,1,0,5.513990643678161,0.0,23.0,0.7224770642201835,0.9201557935735151,0.05932674920016692,0.006537766031436918,0.01394491584365002,0.010815134232855753
241,FSLR,"FIRST SOLAR, INC.",3674,20.0,24.739999771118196,140.0,1.0,-0.09,0.042603241797504535,20000000.0,48.063,785.0,200.0,0,1,0,3.4693638,11.11111111111111,18.0,0.7409420289855072,0.8950837192732455,0.04660966631041444,0.005759410996318727,0.011103194394964969,0.01187507421921387
242,FSTC,FASTCLICK INC,7319,12.0,12.0,100.0,1.0,0.58,-0.024071643443847882,6500000.0,58.015,514.0,125.0,1,0,1,2.9819815384615387,0.0,13.0,0.5778364116094987,0.9118560565492128,0.055049801863553606,0.004605333618935418,0.007497054728499518,0.013387597729463425
243,FTD,"FTD Group, Inc.",7389,13.0,13.6,78.0,1.0,1.7889040247678043,0.006385606555695641,15407693.0,397.06,674.0,112.0,0,1,1,1.883253450078477,0.0,13.0,0.720164609053498,0.8551597051597052,0.0414004914004914,0.0029484029484029483,0.004484029484029484,0.0068796068796068794
244,FTNT,FORTINET INC,3577,12.5,8.310000419616701,100.0,1.0,0.055,0.06748534626612396,12500000.0,211.791,777.0,189.0,0,0,1,5.15151752,25.0,10.0,0.6573426573426573,0.9072990844354019,0.04940233977619532,0.005722278738555442,0.008329094608341811,0.01201678535096643
245,FUQI,"FUQI INTERNATIONAL, INC.",3911,9.0,10.4700002670288,113.0,0.0,0.29,0.0009944971818087848,7033816.0,92.40899999999999,381.0,97.0,0,1,1,2.8248920642791906,12.5,8.0,0.6646706586826348,0.8897551334138575,0.04183595036784891,0.006258921708575821,0.009004062808828374,0.010651147468979905
246,G,Genpact LTD ,541990,14.0,16.75,83.0,1.0,0.19,-0.05328217125439354,35294118.0,617.977,727.0,184.0,1,1,1,5.848264829850685,0.0,17.0,0.5616224648985959,0.9053025331408321,0.04770967318545741,0.006037537734610842,0.007415671347945925,0.012075075469221683
247,GASS,StealthGas Inc.,4412,14.5,13.8000001907349,38.0,0.0,1.7889040247678043,-0.019194814550172485,8000000.0,500.4599622950817,364.0,94.0,1,0,1,1.75,0.0,15.0,0.6036269430051814,0.8972251764478392,0.035192884076186794,0.0047375036256405295,0.005607657352798994,0.009088272261432852
248,GEVO,"Gevo, Inc. ",8731,15.0,246.600250244141,181.0,1.0,-24.45,0.029860707346193963,7150000.0,16.396,888.0,174.0,0,1,0,3.446204195804196,7.142857142857143,14.0,0.7030651340996169,0.8923897237033447,0.05380513814832768,0.005392632089190499,0.008482792050412021,0.01054289869122637
249,GGL,Goodman Global Inc ,3583,18.0,20.05,59.0,1.0,0.05,0.027548650055080844,23529411.0,1565.406,455.0,93.0,0,1,1,2.9278181676540904,5.882352941176471,17.0,0.5245398773006135,0.9039150630391506,0.06038487060384871,0.0057067020570670205,0.011147976111479762,0.012342402123424022
250,GGS,Global Geophysical Services Inc ,1382,12.0,12.0,188.0,1.0,0.05,0.045262646375410436,7500000.0,312.796,693.0,123.0,1,0,1,4.783676,0.0,16.0,0.0,0.8994409008583353,0.05457122608079376,0.006614694070399244,0.00881959209386566,0.009685802031656036
251,GGXY,"GOLF GALAXY, INC.",5940,14.0,18.6100006103516,73.0,1.0,2.29,0.041253540387578766,3950000.0,99.63,435.0,105.0,0,1,1,2.6927686075949366,16.666666666666668,12.0,0.6124721603563474,0.9078433241208425,0.04145620890117221,0.010292576003049652,0.007242923853997904,0.01000667111407605
252,GHDX,GENOMIC HEALTH INC ,8071,12.0,11.75,76.0,1.0,-1.03,-0.024693936868313008,5016722.0,0.327,344.0,73.0,1,0,0,4.857241840389003,0.0,13.0,0.580952380952381,0.8951762523191095,0.04558706599522926,0.0063609859528226875,0.00596342433077127,0.009673999469917838
253,GKIS,"PILGRIM'S PRIDE CORP OF GEORGIA, INC. ",2015,11.0,11.3999996185303,127.0,1.0,2.82,0.03942151419367548,12000000.0,2260.728,372.0,71.0,1,1,1,4.166666666666667,0.0,15.0,0.5842293906810035,0.8876374363100027,0.0498793242156074,0.008313220702601234,0.014481094127111826,0.00951997854652722
254,GLOG,GasLog Ltd.,4400,14.0,12.4099998474121,73.0,1.0,0.19,0.038019996703800685,23500000.0,66.471,855.0,128.0,1,0,1,2.675028340425532,0.0,17.0,0.7059961315280464,0.9118375433382863,0.052934621099554234,0.003652798415056959,0.005386329866270431,0.0079247152055473
255,GLUU,GLU MOBILE INC,7371,11.5,12.289999961853,93.0,1.0,-0.43,0.017658788652279187,7300000.0,46.166000000000004,865.0,225.0,0,1,0,3.895600684931507,4.545454545454546,11.0,0.6333333333333333,0.8604365544576564,0.04828895215765087,0.004354379500921119,0.009434488918662423,0.012560710098810919
256,GMAN,"Gordmans Stores, Inc.",5600,11.0,11.029999732971199,97.0,1.0,0.13,0.02312823138279143,5357143.0,438.135,591.0,181.0,1,1,1,3.491242626900197,0.0,14.0,0.7428571428571429,0.0,0.0460710944808232,0.006158403492360461,0.006937948238228874,0.014109759900218273
257,GMED,GLOBUS MEDICAL INC,3841,12.0,13.5,127.0,1.0,0.67,-0.0010333903498208519,8333333.0,331.478,627.0,145.0,1,1,1,10.846613353864534,0.0,12.5,0.6809045226130653,0.9055293613373339,0.05375053579082726,0.005829404200600086,0.01191598799828547,0.012430347192456065
258,GMET,"GeoMet, Inc. ",1311,10.0,4.54957389831543,77.0,1.0,-0.04,-0.03686673336937319,5000000.0,41.98,658.0,131.0,1,0,0,7.5228042,0.0,14.0,0.5357142857142857,0.9132947976878613,0.0567681822103356,0.005952894487102062,0.013372444137693038,0.011301872142179276
259,GMTN,GANDER MOUNTAIN CO ,5940,16.0,22.02,76.0,1.0,-731.84,-0.008501908788810792,5725000.0,357.441,270.0,71.0,0,1,0,2.33417903930131,6.666666666666667,15.0,0.6024096385542169,0.9020332717190388,0.04537052596202319,0.01058645605780541,0.008738027222315578,0.011930767938161653
260,GNMK,"GenMark Diagnostics, Inc.",3841,6.0,5.400000095367429,70.0,0.0,-1.7,0.004195599746942382,4600000.0,0.9990000000000001,390.0,73.0,1,0,0,2.5485895652173913,0.0,6.5,0.6509090909090909,0.8915938130464022,0.05245460659045057,0.007531943510423672,0.01304640215198386,0.009818426361802286
261,GNOM,COMPLETE GENOMICS INC ,8731,9.0,8.02999973297119,104.0,1.0,-1.39,0.0502573584765036,6000000.0,0.623,795.0,203.0,1,0,0,4.301513,0.0,13.0,0.720682302771855,0.9128194558944766,0.05461665292662819,0.004122011541632316,0.00989282769991756,0.013946139049189338
262,GNRC,GENERAC HOLDINGS INC.,3621,13.0,12.8400001525879,114.0,1.0,0.66,-0.05411991916838179,18750000.0,588.248,738.0,156.0,1,0,1,3.4975354666666667,0.0,16.0,0.6183745583038869,0.8887908208296558,0.04652628924473585,0.005610893960408523,0.012041356701550876,0.009834825368805951
263,GOLF,GOLFSMITH INTERNATIONAL HOLDINGS INC,5940,11.5,11.1,93.0,1.0,0.3,-0.03722228311578906,6000000.0,323.79400000000004,459.0,112.0,1,0,1,2.5787793333333333,0.0,15.0,0.6347438752783965,0.8933050847457628,0.03889830508474576,0.005508474576271186,0.009915254237288135,0.009491525423728813
