,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C1,C4,C7,C5p,C6p,T4p,T3p,T5p,S1p,S2p,S3p,C2,C3p,Industry_Bins
159,CYNO,CYNOSURE INC,3845,15.0,14.0,12.0,18.9300003051758,13.0,0,1,0.005050566674127718,0.1026339007692088,-0.5772703340899571,-1.2730380830295278,1.3961830085691362,0.4187541285219198,0.032436863140687965,-0.4227300172166836,-0.33002895640019503,-1.1125981178354758,-0.7847431055082832,1.0,0,1
160,CYTK,CYTOKINETICS INC,2834,13.0,13.0,11.0,96.6000289916992,12.0,0,1,-0.3825107949657373,-1.1716816047192529,-1.1480557087438814,0.07032397782445063,1.1867451293321176,-0.830868990844298,0.10953013362918812,1.1425068622982353,1.6754428313875716,-0.3956680159412755,0.727982429564465,1.0,1,1
161,CZR,CAESARS ENTERTAINMENT Corp,7993,9.0,10.0,8.0,15.390000343322802,9.0,0,1,-0.5153932713645313,1.3002401319578178,3.0726914197300284,3.37658160826782,-0.7599326711060854,1.6758042680294625,0.15361619450842062,-0.6157477346008454,1.0971475720279154,2.628522899004337,0.5661171136439668,1.0,1,2
162,DBTK,"Double-Take Software, Inc.",7372,11.0,11.0,9.0,12.6599998474121,10.0,0,1,0.0935166753761821,-0.4259791968769775,-0.5876969565863436,-0.6687976840254499,1.2468066041715555,0.3407039305233752,-0.14493062010933835,0.01573157946561054,-0.7683010554597447,-0.7999450383599327,-0.8224416917958745,1.0,1,2
163,DCIN,Digital Cinema Destinations Corp. ,7830,6.1,9.0,6.0,6.17000007629395,7.5,1,1,-0.007936403736350104,-1.3745630599531442,-1.7536528961663014,-1.0319931946918148,-0.7599326711060854,-1.3849983084586952,0.2975765531415473,0.10325516398202636,0.07320885800219243,-1.821215166745716,0.6188467403124704,0.0,1,2
164,DCP,DYNCORP INTERNATIONAL INC. ,7389,15.0,17.0,15.0,14.9399995803833,16.0,1,0,0.9799014711027552,-0.4025636847169305,1.9216126863207703,-0.9154373119036272,-0.7599326711060854,0.2891955016634917,-0.024059122600550452,0.15990454793899078,-0.04391728095952916,-1.3786410411312364,-0.3873849820506776,1.0,0,2
165,DDMG,"Digital Domain Media Group, Inc. ",7812,8.5,12.0,10.0,7.15,11.0,1,0,0.7111410681401819,-1.808057443453325,-0.1096317977968658,1.587557803655656,-0.7599326711060854,0.854494831766962,0.08073602059243105,-0.2587325381724213,-0.4829258887686357,-0.88273004780717,-2.5667112505427414,0.0,1,2
166,DDUP,"Data Domain, Inc. ",3572,15.0,13.5,11.5,24.9500007629395,12.5,0,1,-0.4477073668317117,-0.4954874766629476,-0.5259526892813297,1.3021421690644386,1.4925560062449217,0.9530711234079392,0.07611809194843422,-0.12575463640804685,-1.4654344618078228,-0.5621932234968793,0.025394415686960232,1.0,1,1
167,DEEP,Superior Offshore International Inc. ,1389,15.0,16.0,14.0,17.54,15.0,0,1,1.2315618426428905,0.8108175122270089,0.3794897681177832,-0.8354599482270163,-0.7599326711060854,0.3072359202388705,0.07548323790622241,-1.0151083912770371,0.935804894128488,-0.6059811127717697,-0.23091865216118254,1.0,0,3
168,DEIX,"DEI Holdings, Inc. ",3651,16.0,17.0,15.0,14.0,16.0,0,0,-0.07426923017389933,-0.33082620372879784,0.5222057969213747,-0.7402189122441609,-0.7599326711060854,-0.184958260843708,-0.1522209213335879,0.04560017137604165,0.18903360718998985,0.4238444078665641,0.3325088075036503,1.0,1,1
169,DEX,DEX MEDIA INC ,2741,19.0,26.0,23.0,19.5,24.5,1,1,-0.8159242853761338,-2.7951976211615537,0.4121640161073933,-3.102103042616789,-0.7599326711060854,2.361175211800969,-0.028691007063681218,0.3222409450397921,-1.9911236468723952,-2.4167318707171077,-2.1960951121132783,1.0,1,1
170,DG,DOLLAR GENERAL CORP,5331,21.0,23.0,21.0,22.7299995422363,22.0,1,1,-0.5153932713645313,-0.35373138484836114,3.0726914197300284,2.0452239840975466,-0.7599326711060854,-0.16888539789040952,0.1575434095601636,0.9880950803793396,1.815943965707942,0.6661517742748386,1.243877353544214,1.0,0,3
171,DHX,"DHI GROUP, INC.",7319,13.0,13.0,11.0,13.3999996185303,12.0,0,1,-0.20003529537417744,1.269453685012681,-0.2324519101203189,-0.029103862459833693,1.1867451293321176,0.015013291335188566,0.08042038934592605,0.7896924429093545,-0.4492460024503537,0.8251847376272938,0.3150925299281513,1.0,0,2
172,DIVX,DIVX INC,7371,16.0,14.0,12.0,18.7,13.0,0,1,0.24755089534903524,0.5550167904253089,-0.6828403876897279,-0.049784659538288006,1.5469239422256813,-0.28292115713503563,0.1884728417862211,1.134782909787487,-0.7083504068593891,-0.2408928178419957,-0.1268522117532264,1.0,0,2
173,DK,"Delek US Holdings, Inc. ",5500,16.0,16.0,14.0,16.25,15.0,0,1,-0.5153932713645313,-0.4025636847169305,1.9713999841475265,0.5700100283890179,1.1156767583838203,-0.8105956232635775,0.00944030224305788,-0.2630270167129255,-0.7624935807276548,-1.6180769909091297,-0.60242026404277,1.0,0,3
174,DLB,"Dolby Laboratories, Inc. ",7812,18.0,18.0,16.0,24.2999992370605,17.0,0,1,-0.4311827997136966,0.3911930140419247,0.4884053322084021,-0.1272128801102131,1.0769558366912584,1.2840487151763935,0.3391171005651085,0.8925695683247606,-0.3675390532929901,-0.2743304668272301,-0.1784467880274332,1.0,0,2
175,DM,Dolan Co. ,2711,14.5,15.5,13.5,17.72,14.5,0,1,-0.3042239421488497,-1.8794692075205932,-0.07772040860267287,-1.4684470582445552,-0.7599326711060854,1.0300994887800834,-0.13506998887352314,-0.2689012660671557,-2.2524526520173858,0.11830077040679393,-0.05080047333709231,1.0,1,1
176,DMAN,"DemandTec, Inc.",7372,11.0,12.0,10.0,9.34000015258789,11.0,0,0,-0.6591411985879103,-1.3915574989718407,-0.6897769562714047,0.31115196765881065,-0.7599326711060854,-0.3978578225857513,-0.2736921034589954,-0.4220047697502912,-0.5802193542899123,-0.7912622227154396,2.560486161921267,1.0,1,2
177,DMD,LEAF GROUP LTD. ,7379,17.0,16.0,14.0,45.03721,15.0,0,1,0.5908184616801194,0.20402937230087048,-0.11730999166596495,1.874940659638828,1.3453677309475294,0.8472172806509695,0.14639290015251444,0.1626857512824942,-0.5744457872161377,-0.5479694116611706,0.5401781289234898,1.0,0,2
178,DMED,D. MEDICAL INDUSTRIES LTD. ,3841,7.0,12.0,10.0,6.25,11.0,1,0,-0.7554376310035145,0.4852290254737657,-2.35155214604264,0.6145442586990651,-0.7599326711060854,1.3631126977207682,-0.04424719630579575,-0.3571085991922429,-0.6122787145280052,0.5548331537627321,-1.4251153638336636,0.0,0,1
179,DMND,Diamond Foods Inc,2090,17.0,16.0,14.0,21.0499992370605,15.0,0,1,-0.021014640024929726,1.5512514551176364,0.6317168544478555,-0.9042127602520352,1.3453677309475294,-2.1575167307067304,-0.15061892381447806,-0.4407355506894437,-0.7977255716149205,-1.0161419554691231,-0.6504228990934964,1.0,0,1
180,DNKN,"DUNKIN' BRANDS GROUP, INC. ",5810,19.0,18.0,16.0,27.850000381469695,17.0,0,1,-0.5327287478772624,-0.2370400477245955,0.9600870368359667,0.7611132055804145,1.3019049658720692,1.8974045397272683,0.09462656490871972,-0.3419325564653757,0.9522259737474336,2.3608563167816867,0.26351437064507843,1.0,0,3
181,DOLE,DOLE FOOD CO INC,191,12.5,15.0,13.0,12.279999732971199,14.0,1,0,-0.7955226856478265,1.5805444719683581,3.0726914197300284,-0.9001083305715941,-0.7599326711060854,-0.0594331965364197,0.18318702205772852,-0.6187795580222039,2.5333529986261176,1.2313769014775158,0.4633376393092387,1.0,0,3
182,DPZ,DOMINOS PIZZA INC ,5812,14.0,17.0,15.0,13.5,16.0,1,0,-0.4148105360895728,-0.8387043282953323,1.609025894985194,-0.5930681271578135,-0.7599326711060854,-0.3129130479512989,-0.17915208942623026,-0.8529109331543621,-0.9306858821455996,-1.4227629421931898,-0.2751168210889109,1.0,1,3
183,DRC,Dresser-Rand Group Inc.,3511,21.0,21.0,19.0,22.7999992370605,20.0,0,1,-0.5857877032747989,0.24875675461309305,1.3063539548631462,-0.3622322539645022,1.0278687768806385,-0.9400959694751015,-0.2407017132238264,-0.8607439600641646,0.5030871964931568,-0.2329954985602181,-1.162603937061007,1.0,0,1
184,DRTX,"Durata Therapeutics, Inc.",2834,9.0,13.0,11.0,9.03999996185303,12.0,1,1,-0.007936403736350104,0.4965020785261711,-0.11730999166596495,-1.031758722285102,-0.7599326711060854,1.6861799467181282,0.2398662795899173,1.0090517261087728,-0.320166457633005,-0.18712217050946428,0.9430363999524982,1.0,1,1
185,DSUP,DAYTON SUPERIOR CORP ,3315,12.0,15.0,13.0,11.5,14.0,1,0,-0.6591411985879103,-0.3803081495637886,0.7348793606909724,-0.9488839518894212,-0.7599326711060854,-0.7777545764950651,0.07293614465187533,-0.595752561218496,0.9165469657032104,1.686887884543584,-0.7645307060564236,0.0,1,1
186,DSW,DSW Inc. ,5661,19.0,17.0,15.0,1.78999996185303,16.0,0,0,-0.17133206435862286,-0.0187625640944386,2.195520789898382,-0.4901799160982462,1.468457132717918,0.0763413797097862,0.06702190442787452,-0.6542919771019099,-0.17849888351165022,-0.8176519131188021,-0.901957787061356,1.0,1,3
187,DTSI,"DTS, INC.",5731,17.0,16.0,14.0,24.9200000762939,15.0,0,1,-0.6779747706269023,1.1314933926212292,-0.5837655217938409,-0.20536646176612736,1.3453677309475294,-0.3730509414978129,0.14509073195138733,-0.07649853973200267,0.43657530081716506,0.8948594719759967,-1.1192195084271794,0.0,0,3
188,DVAX,DYNAVAX TECHNOLOGIES CORP,2836,7.5,14.0,12.0,93.9999771118164,13.0,1,1,-0.021014640024929726,-0.2505478382527864,-1.9183329129694453,0.09972148623856568,-0.7599326711060854,0.009055049453477671,0.02035514069591297,2.1965728394010307,2.683078449058854,0.12243162910480725,3.841788573284366,1.0,1,1
189,DVOX,DynaVox Inc.,7373,15.0,17.0,15.0,15.0,16.0,1,0,-0.17133206435862286,1.1702301537879132,-0.06478253699416509,-2.7749678445442845,-0.7599326711060854,0.984531112561218,0.18623081449735185,-0.1029816280103171,-0.27626475871207024,-0.9696503098403748,-0.32592515848901754,1.0,0,2
190,DVR,"Cal Dive International, Inc.",1389,13.0,16.0,14.0,12.35,15.0,1,0,0.8075955595584774,-0.7674456521218185,0.32860800359873954,0.006551509621969727,-0.7599326711060854,-0.57870798793652,0.028371459026574807,-0.06730735774833728,1.1460230864590246,0.2191324832977483,-1.437491609825411,1.0,0,3
191,DWA,"DreamWorks Animation, LLC",7812,28.0,25.0,23.0,38.75,24.0,0,1,-0.288967550575633,0.1093697662648542,0.5145543394498189,-0.07754205387948414,1.4251392801721647,1.2430266044992684,0.3994403264416973,0.11368987003512555,-0.3279371145696068,-1.5527368939838109,-0.789864617266153,1.0,1,2
192,DWRE,Demandware Inc,7372,16.0,14.5,12.5,23.5900001525879,13.5,0,1,1.1750176257687732,0.7270005694620256,-0.4309060442269788,0.6333085736964483,1.4638482027576056,-0.1184870857389979,0.2041182030256953,0.3415278134761381,-0.11226036025761177,-0.9920699095598692,0.19060302873161372,1.0,1,2
193,DWRI,DESIGN WITHIN REACH INC,5712,12.0,12.0,10.0,16.4300003051758,11.0,0,1,-0.3042239421488497,-0.035215552369670194,-0.2484200552634865,-0.3833571219171928,1.2151813397916955,-0.33071584503037604,0.04358764474397188,-0.9554983267634792,-0.7169813082502797,-1.1394640002931469,-0.06830143812557256,1.0,0,3
194,DXCM,DEXCOM INC,3841,12.0,14.0,12.0,11.7399997711182,13.0,1,0,-0.7554376310035145,-0.3590187992539634,-0.11730999166596495,0.7408989458279894,-0.7599326711060854,-1.7536430491042558,0.32874822995723185,0.8078310742355966,-0.6764442298500167,-0.02628465680319136,1.2205793549481407,1.0,1,1
195,DYP,"DUOYUAN PRINTING, INC.",3555,8.5,10.5,8.5,7.77,9.5,1,0,-1.0583391725987064,-1.0550338514397353,-0.19616474467345602,0.5361980931794817,-0.7599326711060854,0.325983399512452,0.05948835279632751,-0.7393010510748611,0.9573019851714986,0.6555279511459544,-0.8009665755760903,1.0,0,1
196,EBS,Emergent BioSolutions Inc. ,2834,12.5,16.0,14.0,11.6999998092651,15.0,1,0,-0.3825107949657373,0.7463939241691085,0.009927571022746457,0.7892644976486524,-0.7599326711060854,-0.7983117601481668,0.22007489208140305,0.7895367624019485,1.0458881053470086,-1.5367926139430044,-0.73149883961076,1.0,0,1
197,ECHO,"Echo Global Logistics, Inc. ",4731,14.0,15.0,13.0,14.0600004196167,14.0,0,1,2.5846876434396195,-0.31446317485636155,0.26699014227337736,0.004814520478225164,-0.7599326711060854,-0.0940369415312373,-0.1788065843005109,0.10361702629357804,-1.168882643772449,-2.242604130037734,-0.1267754628884327,1.0,0,3
198,ECYT,"ECOTALITY, INC. ",2834,6.0,15.0,13.0,7.73000001907349,14.0,1,1,0.5716432928076192,0.06187020053358287,-1.0489790119391988,-1.1082550616454416,-0.7599326711060854,-0.17691771910303858,0.30634364172766204,0.3887785543690778,0.23853944170960464,-0.02507704318345548,0.0721105078775864,1.0,0,1
199,EDG,Edgen Group Inc. ,5150,11.0,16.0,14.0,9.5,15.0,1,0,0.005050566674127718,-0.5765642212307591,1.3031194703103792,-0.6022671292232273,-0.7599326711060854,1.9252925647916863,-10.484317730696764,-7.0970136973147255,-3.524817293916908,-3.339816603490509,-3.5796241853016437,1.0,1,3
200,EDMC,EDUCATION MANAGEMENT Corp,8200,18.0,20.0,18.0,21.7700004577637,19.0,1,1,3.0215393880263237,-0.31446317485636155,1.8068082213176475,1.2969700684867151,-0.7599326711060854,0.19737225883642412,0.2328717185941565,-0.0952080307983549,0.6076778553891927,0.7542595485426418,0.14889198601871642,1.0,0,2
201,EEEE,EDUCATE INC,8200,11.0,16.0,14.0,11.9899997711182,15.0,1,1,0.15425072679313032,0.3833427113223781,0.3766095868514649,-0.5901588830840109,-0.7599326711060854,-0.4231686809418407,0.2870583965296547,0.34537413865548383,0.6679212172593855,-0.5450169794992069,-0.6184181882786998,1.0,0,2
202,EGLT,"Eagle Test Systems, Inc. ",3825,15.5,16.0,14.0,15.5,15.0,0,0,-0.6220775211969932,-0.5514342244147371,-0.3736709218365136,-0.3549682065684963,0.9110453653584047,0.14720448131864725,-0.329122285726664,-0.4176538664480855,0.5381774528752838,-0.8853298948256998,-0.5785829350090347,1.0,0,1
203,ELMD,"Electromed, Inc. ",3845,4.0,6.0,4.0,,5.0,1,0,-0.17133206435862286,0.05185369965795762,-1.0702690895546685,0.4391968934841681,-0.7599326711060854,0.8285323611991465,0.13265157318754614,1.2116599169321052,-0.24088280208372626,-0.09579119158187102,3.23331959462543,1.0,0,1
204,ELOQ,"Eloqua, Inc.",7372,11.5,11.5,9.5,12.890000343322802,10.5,0,1,1.7929305897356285,0.3063693516702972,-0.3146668110804106,3.37658160826782,1.2305545821802013,1.7406487718197257,-0.3644413598523949,-0.05500512013048103,-0.0997374030045702,-1.1263971206156558,-0.4787671679481437,1.0,1,2
205,EM,"Change Healthcare Holdings, Inc. ",7374,15.5,15.5,13.5,16.52,14.5,0,1,1.7384589879366834,0.5912862854526442,1.2521553433319144,-0.015924074362115945,1.1263044329973022,1.790688594379336,-0.4013457920032949,0.12729602141768304,0.2007668617143854,-0.8645271689247912,0.1965600331454252,1.0,0,2
206,EMAG,EMAGEON INC,7372,13.0,15.0,13.0,14.95,14.0,1,1,-0.5679220600166736,-0.03291057303495738,-0.5324478341888556,0.08959721694512507,-0.7599326711060854,-0.3858270175946049,0.16256581496014313,0.000589641284578719,-0.657320706462334,-0.3170950142112948,0.13966923944975354,1.0,1,2
207,ENPH,"Enphase Energy, Inc.",3674,6.0,7.0,6.0,7.34000015258789,6.5,1,1,1.4750959328988194,0.9460894571085048,0.08669532662203559,0.31864796237100584,-0.7599326711060854,0.8170964214025696,-0.21336860348012765,0.6393164061210701,-0.6120447683587659,-0.24481042902668784,1.2822787535605171,1.0,1,1
208,ENSG,"ENSIGN GROUP, INC",8051,16.0,22.0,20.0,4.7480993270874015,21.0,1,0,0.6472560781436153,-0.6137404669171104,0.6296563089328672,0.6419530978307948,-0.7599326711060854,0.2413876000870724,0.07551012572326361,-0.7994958213050792,-0.4913128032217378,-0.1770949680647893,0.44660605105847256,0.0,0,2
209,ENTA,ENANTA PHARMACEUTICALS INC,2834,14.0,16.0,14.0,17.1800003051758,15.0,1,1,0.18977675566303354,0.7124827565662183,-0.5764539403503111,0.23512193876269816,-0.7599326711060854,1.3210718150642395,0.21534250047884645,-0.5380896192511659,2.0596007872766835,-1.4540530443565844,-0.08331125873378091,1.0,0,1
210,ENTR,ENTROPIC COMMUNICATIONS INC,3674,6.0,8.0,6.0,7.400000095367429,7.0,1,1,0.1661668278850553,1.0102967969314256,-0.5790863268792088,1.6951390171461616,-0.7599326711060854,-0.10373426673155677,0.128374384190954,0.3447101814059333,-1.2167154702809528,0.2840165056250729,0.29511382980380263,1.0,1,1
211,ENV,"ENVESTNET, INC. ",7389,9.0,10.0,9.0,10.229999542236301,9.5,1,1,0.06866395062942372,1.0415254886173444,-0.2693966967352324,0.3276655630721128,-0.7599326711060854,0.2821208931761727,0.18014278064632722,0.28575967054547,-0.3386966927153328,-0.07540771630798285,-0.12911983720889345,1.0,1,2
212,EPAM,"EPAM Systems, Inc.",7371,12.0,18.0,16.0,14.0,17.0,1,1,1.1678413823029528,1.3002401319578178,0.5836170126944786,1.256366492723388,-0.7599326711060854,1.3075236011714315,-0.4634322961151121,0.3469575829893545,1.0570575818195973,-0.3564373488850204,-0.3996977988767085,1.0,0,2
213,EPOC,EPOCRATES INC,7375,16.0,15.0,13.0,21.9599990844727,14.0,0,1,0.8415585639101811,0.22098992579538834,-0.1165005090507906,0.20909777626283568,1.3697159035416897,-0.8545552907046847,0.1807409712246293,-0.07826627190172236,-0.4049999705691808,-0.3679208688263501,-0.24803987821185824,1.0,0,2
214,ERII,"Energy Recovery, Inc.",3559,8.5,9.0,7.0,9.829999923706053,8.0,0,1,-0.39858752145756304,-1.4506942392825013,-0.651645882017005,-0.1980610378631138,1.0956100317974344,-0.16267058941417384,0.02581224846017593,0.07220052338404108,-1.1455974679283871,-1.154859743242258,0.07276944563484675,1.0,0,1
215,ESEA,EUROSEAS LTD. ,4412,7.0,,,,,0,0,-0.17133206435862286,0.05185369965795762,-0.11730999166596495,-2.774979684488733,-0.7599326711060854,-1.1403501521160648,-0.08937286260029315,-1.1374338636954282,0.2756976219981739,-1.7504697945083978,-0.7035525290723761,1.0,0,3
216,ETRM,EnteroMedics Inc ,3845,8.0,9.0,8.0,48.0000114440918,8.5,1,1,0.6003368595691573,-1.4737706023452763,-0.11730999166596495,-0.2988756386158668,-0.7599326711060854,-0.7834249966700103,0.13346828493867555,0.10722772678226752,-1.6693894377959653,0.5551005941411838,0.7712121447170258,1.0,1,1
217,EURX,EURAND N.V. ,2834,16.0,19.0,17.0,,18.0,1,0,-0.17133206435862286,0.05185369965795762,-0.08916808742124123,1.0681966960880798,-0.7599326711060854,-0.00010965487172983963,0.07513711396168242,0.031798644495364216,-0.08390353901906153,-0.1539311328384305,-0.0558963376194423,1.0,0,1
218,EVVV,ev3 Inc.,3841,14.0,18.0,16.0,14.1499996185303,17.0,1,1,-0.7554376310035145,0.155688917503197,-0.21592823157352264,0.2091256762402489,-0.7599326711060854,-0.3055521489361822,0.06113340314237001,0.7647854691644626,0.2968869164393739,1.1825043180086128,-0.28865752139785866,1.0,1,1
219,EXA,EXA CORP,7372,10.0,13.0,11.0,9.80000019073486,12.0,1,0,1.7162892051773833,0.7468264178721629,-0.6206162356452498,-1.2102656041505229,-0.7599326711060854,1.0085309204630744,0.2821486511985543,0.1662985110349354,1.0584054918403332,-0.1107616996195106,-0.5108333524579847,0.0,0,2
220,EXAM,"ExamWorks Group, Inc. ",8000,16.0,18.0,16.0,16.7999992370605,17.0,1,1,-0.6779747706269023,1.3509703219875897,-0.49415413322209095,-0.5055667128042975,-0.7599326711060854,0.4597878794216404,0.021663468197407883,0.8472311149183406,-0.2565921159388612,0.5952116826499699,0.5066876795723143,1.0,1,2
221,EXLS,"ExlService Holdings, Inc.",7389,13.5,12.0,10.0,18.840000152587894,11.0,0,1,3.0215393880263237,0.8800913633850758,-0.2963267567100911,0.783012895301528,1.5410614260301976,-0.6183324623673058,0.017526725524600502,0.196765192639928,-0.029919096685548117,-0.17845712227629068,0.8596302814330591,1.0,0,2
222,EXPR,"EXPRESS, INC.",5600,17.0,20.0,18.0,16.75,19.0,1,0,-0.4982269256041979,-1.3814505963060917,1.8335522057781235,0.8127760728250449,-0.7599326711060854,1.236079901265174,-0.11785097657603415,-0.4876357493908669,0.3325993780369359,0.2825910088474241,-0.7938250356580526,1.0,1,3
223,EYET,EYETECH PHARMACEUTICALS INC,2834,21.0,20.0,18.0,32.4000015258789,19.0,0,1,0.24755089534903524,-0.6812970994762481,-0.5796704914705849,0.9524486062035524,1.2640355213035583,-1.3473211906772848,0.16810027643147116,1.1307603009381637,1.9518712401847085,-0.7084025032669923,1.338809643684754,1.0,1,1
224,FACE,"PHYSICIANS FORMULA HOLDINGS, INC",2844,17.0,17.0,15.0,19.7199993133545,16.0,0,1,-0.6779747706269023,0.2990897783881511,-0.2642274093431926,-1.5121829886544211,1.0956100317974344,0.11509477269394053,0.06424789281825588,0.01254807592317511,0.05394112550752698,-0.3674645697285726,0.1335555285505899,1.0,0,1
225,FANG,"Diamondback Energy, Inc. ",1311,17.5,19.0,17.0,17.5,18.0,1,0,1.1534147515885516,-1.5126851831252035,-0.5035294496077648,-0.6119477057535263,-0.7599326711060854,0.4060329496531394,-0.3183619849292565,-1.1748042519307258,-1.7905375020784056,0.16375755112901133,-0.8066677618727427,1.0,1,3
226,FB,Facebook Inc,7370,38.0,38.0,34.0,38.2318000793457,36.0,0,1,-0.17133206435862286,-2.776128315372972,2.5357762617181656,0.6272231981302258,1.0595399846904194,0.5210646235425728,0.2928832579075779,-0.2862222872387373,0.7524309837039519,-1.0091287069407664,0.3683793666828375,1.0,0,2
227,FCL,"Alpha Natural Resources, Inc.",1221,22.0,19.0,17.0,12.75,18.0,0,0,-0.11524177914812947,0.4068554181660407,1.371277242518364,-1.4526188862649672,1.5324592276400608,-0.733020357284729,0.14833872942993032,0.5085684537806525,0.9180650884746636,1.3514133988540769,-0.00046304682643495655,1.0,0,3
228,FFN,FriendFinder Networks Inc. ,7370,10.0,12.0,10.0,7.85,11.0,1,0,3.0215393880263237,1.2993202636180199,0.6059084045861921,0.7354338011924828,-0.7599326711060854,0.8422392216153562,0.015935474432759666,0.370455135625469,0.4090766728511456,0.7276112917544356,-1.021426216407449,0.0,1,2
229,FIO,"FUSION-IO, INC.",3572,19.0,18.0,16.0,22.5,17.0,0,1,-0.39858752145756304,-1.85953879381522,-0.6414702967585708,1.0883553824165657,1.3019049658720692,2.0514532658219937,-0.2742552294362199,-0.8841163060063967,-0.5851095290810254,-0.4487043191178518,-0.06957590247711412,1.0,1,1
230,FIRE,SOURCEFIRE INC,7372,15.0,14.0,12.0,15.4899997711182,13.0,0,1,0.18977675566303354,-1.6034329321242624,-0.5415752308790746,0.13145929670076448,1.3961830085691362,0.3485821798054943,0.15796767499928435,0.046144132417856594,-0.27807941628390104,0.549334602183809,0.2889041873237697,1.0,1,2
231,FIVE,"FIVE BELOW, INC ",5331,17.0,17.0,15.0,26.5,16.0,0,1,-0.39858752145756304,0.4965020785261711,0.2499848590612646,0.8376874525591838,1.0956100317974344,-0.12952921676490706,0.1411187595328665,-1.2447542918979428,0.13181597402256598,-1.0660037848302253,0.22022496951413134,1.0,0,3
232,FLT,FLEETCOR TECHNOLOGIES INC ,7389,23.0,26.0,23.0,27.25,24.5,1,1,1.1750176257687732,1.478965123946444,0.6212384495872635,1.0498110848801183,-0.7599326711060854,-0.20357818951091586,-0.05025664661476755,0.32189172594350945,-0.6860733436957129,-0.16869539762404212,-0.5319591952165512,1.0,0,2
233,FLTX,Fleetmatics Group Ltd,7372,17.0,17.0,15.0,22.2999992370605,16.0,0,1,-1.3711665729220517,-0.5739940916675705,-0.18047502638249208,0.3306685658713449,1.0956100317974344,2.074509965843076,-0.02542191854817893,0.295627443056854,0.5977633478062612,0.13964427615228248,0.23051387874272594,1.0,0,2
234,FN,Fabrinet ,3661,10.0,14.0,12.0,10.75,13.0,1,1,0.9720171609030368,-0.2742458229468856,0.7702476017903923,0.11253926662897948,-0.7599326711060854,0.5365346983932181,-0.011621915048839686,-0.5263284669319306,-0.2871389135326518,0.1736571155296956,-0.901036304992557,1.0,0,1
235,FNET,"Fortunet, Inc. ",3990,9.0,13.0,11.0,9.05000019073486,12.0,1,1,0.2130969798112277,-0.35006308046637874,-1.0229872222864151,0.3216310761230952,-0.7599326711060854,0.6112861000715367,-0.5847526616704078,-0.5397069481584887,0.5976665017171832,0.1531390018828259,-1.1460931747744452,0.0,0,1
236,FOLD,AMICUS THERAPEUTICS INC,2834,15.0,16.0,14.0,14.4300003051758,15.0,0,0,-0.9660743721081688,-0.0491507104447199,-0.11730999166596495,0.3501962311918024,-0.7599326711060854,-0.9714186495843686,0.21305848025184385,0.4026177794092144,0.4431327755732653,0.2265735923138652,1.917034641201532,1.0,1,1
237,FOXH,"FOXHOLLOW TECHNOLOGIES, INC",3841,14.0,14.0,12.0,20.4500007629395,13.0,0,1,-0.6779747706269023,0.1093697662648542,-1.6137012760369314,0.5570489832683502,1.160948024078856,-1.3283243245690106,0.12202205411030805,0.6129860759758194,0.27873917396317155,-0.17303907468686885,0.12433163614633826,1.0,1,1
238,FRAN,Francesca's Holdings CORP,5632,17.0,16.0,14.0,27.649999618530305,15.0,0,1,-0.3665774855688663,0.3812815514295271,-0.25989124628615506,0.3053048492067095,1.3453677309475294,1.5914939962727004,-0.2410400890198181,-0.8926603886524667,-0.3739023305215357,-0.5740258240047933,-0.45342384749004794,1.0,0,3
239,FRP,FAIRPOINT COMMUNICATIONS INC ,4813,18.5,20.0,18.0,18.05,19.0,1,0,1.6368886173062438,-0.4291382316558891,0.4277417546174253,-2.074760633858843,-0.7599326711060854,-2.1511966843455164,-0.08197287252703545,0.5459772286980198,-0.3074474490114523,0.5538939127693634,-0.9444276171650202,1.0,0,3
240,FSL,"Freescale Semiconductor, Ltd.",3674,18.0,24.0,22.0,18.3299999237061,23.0,1,1,-0.2145581322432004,-0.8216977626079219,2.7191729131463034,0.8006558417839689,-0.7599326711060854,1.3187669693962558,0.2563938218727202,0.8585588914180956,0.7478514015994565,1.5800707977077828,-0.17012063070293526,1.0,1,1
241,FSLR,"FIRST SOLAR, INC.",3674,20.0,19.0,17.0,24.739999771118196,18.0,0,1,0.24755089534903524,1.0879286727179678,-0.5095446800611533,-0.16968629846311298,1.2823563329621543,1.5775698440491353,0.07285239325701985,-0.5999727293886915,0.3506984467132255,0.781086457362423,0.2121447882160103,1.0,1,1
242,FSTC,FASTCLICK INC,7319,12.0,14.0,12.0,12.0,13.0,1,0,-0.2738390438965955,-0.9754812541209716,-0.4183121313704761,-0.4867335596864383,-0.7599326711060854,-0.7085001910378615,0.1961016779770768,0.39992025164950223,-0.3102874472167648,-0.4611339816139556,0.7200761845786996,1.0,0,2
243,FTD,"FTD Group, Inc.",7389,13.0,14.0,12.0,13.6,13.0,0,1,-0.6405103621271896,-0.03291057303495738,0.6982494459273525,-1.4492634173640782,-0.7599326711060854,1.286355857203502,-0.2284556538386426,-1.2952783857299806,-1.4900727794753423,-1.8596162184527028,-1.860428806511188,1.0,0,2
