,pIPO,pH,pL,p1day,Pmid,Y1,Y2
495,11.0,13.0,11.0,10.1300001144409,12.0,1,0
496,4.0,12.0,10.0,,11.0,1,0
497,12.0,12.0,10.0,281.99985,11.0,0,1
498,15.0,15.0,13.0,12.25,14.0,0,0
499,16.0,15.0,13.0,19.5100002288818,14.0,0,1
500,13.0,19.0,17.0,14.9799995422363,18.0,1,1
501,8.5,12.0,10.0,9.0,11.0,1,1
502,12.0,16.0,14.0,12.5500001907349,15.0,1,1
503,4.0,5.0,4.0,,4.5,1,0
504,7.0,11.0,9.0,7.0,10.0,1,0
505,20.0,26.0,23.0,20.0,24.5,1,0
506,14.5,16.0,14.0,15.2700004577637,15.0,1,1
507,7.0,8.5,7.5,439.200439453125,8.0,1,1
508,9.0,10.0,8.0,9.0,9.0,0,0
509,11.0,15.0,13.0,14.5200004577637,14.0,1,1
510,22.0,25.0,23.0,19.0,24.0,1,0
511,12.5,13.0,11.0,5.03,12.0,0,0
512,14.0,16.0,14.0,13.75,15.0,1,0
513,18.0,17.0,15.0,25.1200008392334,16.0,0,1
514,19.0,18.0,16.0,24.2999992370605,17.0,0,1
515,9.75,8.5,7.0,7.65000009536743,7.75,0,0
516,15.0,15.0,13.0,51.07905,14.0,0,1
517,12.0,16.0,14.0,11.55,15.0,1,0
518,19.0,22.0,20.0,18.8999996185303,21.0,1,0
519,11.5,16.0,14.0,12.2600002288818,15.0,1,1
520,7.0,9.0,7.0,7.23999977111816,8.0,1,1
521,16.5,16.0,14.0,23.4699993133545,15.0,0,1
522,8.0,15.0,13.0,11.789999961853,14.0,1,1
523,17.0,16.0,14.0,19.0,15.0,0,1
524,10.0,13.0,11.0,10.0900001525879,12.0,1,1
525,8.0,10.0,9.0,8.18000030517578,9.5,1,1
526,15.0,15.0,13.0,15.5500001907349,14.0,0,1
527,10.0,10.0,8.0,13.25,9.0,0,1
528,5.0,7.5,6.0,5.05000019073486,6.75,1,1
529,15.0,13.0,11.0,19.7999992370605,12.0,0,1
530,6.0,13.0,11.0,6.0,12.0,1,0
531,14.0,15.0,13.0,16.0,14.0,0,1
532,17.0,20.0,18.0,17.0,19.0,1,0
533,9.5,10.5,8.5,12.1499996185303,9.5,0,1
534,12.0,12.0,10.0,15.3000001907349,11.0,0,1
535,10.0,11.0,9.0,10.7600002288818,10.0,0,1
536,17.0,18.0,16.0,16.0,17.0,0,0
537,10.5,10.0,8.0,12.5,9.0,0,1
538,15.0,15.0,13.0,18.6000003814697,14.0,0,1
539,15.0,15.0,13.0,18.6299991607666,14.0,0,1
540,8.0,11.5,9.5,8.76000022888184,10.5,1,1
541,22.0,26.0,24.0,18.25,25.0,1,0
542,8.0,11.0,9.0,8.85000038146973,10.0,1,1
543,6.0,7.0,6.0,6.75,6.5,1,1
544,10.0,16.0,14.0,9.09000015258789,15.0,1,0
545,16.5,17.5,15.5,14.59,16.5,0,0
546,11.0,12.0,10.0,85.6800003051758,11.0,0,1
547,17.0,13.0,11.0,35.4799995422363,12.0,0,1
548,18.0,18.0,16.0,25.4500007629395,17.0,0,1
549,9.5,11.5,9.5,12.2700004577637,10.5,1,1
550,10.0,9.0,7.5,12.1800003051758,8.25,0,1
551,13.0,15.0,13.0,18.7000007629395,14.0,1,1
552,15.0,15.0,13.0,15.0799999237061,14.0,0,1
553,17.0,18.0,16.0,22.0,17.0,0,1
554,17.0,15.0,13.0,21.6599998474121,14.0,0,1
555,18.0,20.0,18.0,18.5,19.0,1,1
556,13.0,13.0,11.0,178.56,12.0,0,1
557,12.0,11.0,9.0,14.01,10.0,0,1
558,13.0,16.0,14.0,12.5600004196167,15.0,1,0
559,10.0,13.0,11.0,39.3000030517578,12.0,1,1
560,15.0,,,,,0,0
561,8.0,16.0,14.0,69.7100982666016,15.0,1,1
562,16.5,18.0,16.0,18.0,17.0,1,1
563,16.0,22.0,20.0,16.0,21.0,1,0
564,11.0,15.0,13.0,11.1000003814697,14.0,1,1
565,12.5,11.5,9.5,13.75,10.5,0,1
566,13.0,13.0,11.0,18.32,12.0,0,1
567,16.0,17.0,15.0,17.0,16.0,0,1
568,20.0,21.0,19.0,22.3500003814697,20.0,0,1
569,18.0,17.0,15.0,20.71,16.0,0,1
570,10.0,14.0,12.0,9.4,13.0,1,0
571,13.0,16.0,14.0,4.23387718200684,15.0,1,0
572,10.0,12.0,11.0,10.05,11.5,1,1
573,21.0,22.0,20.0,24.1000003814697,21.0,0,1
574,17.0,15.0,13.0,27.7999992370605,14.0,0,1
575,12.0,17.0,15.0,11.0,16.0,1,0
576,22.0,20.0,18.0,32.1100006103516,19.0,0,1
577,16.5,21.0,19.0,17.0,20.0,1,1
578,7.0,16.0,14.0,42.8399925231934,15.0,1,1
579,12.0,14.0,12.0,12.2799997329712,13.0,1,1
580,7.0,9.0,8.0,2.51999998092651,8.5,1,0
581,16.0,15.0,13.0,14.03022,14.0,0,0
582,8.0,9.0,7.0,5.66666650772095,8.0,0,0
583,8.5,9.5,7.5,9.47999954223633,8.5,0,1
584,14.0,16.0,14.0,13.6000003814697,15.0,1,0
585,9.0,14.5,12.5,9.02,13.5,1,1
586,12.0,16.0,14.0,12.8100004196167,15.0,1,1
587,8.0,10.0,9.0,9.80000019073486,9.5,1,1
588,15.0,15.0,13.0,19.2600002288818,14.0,0,1
589,19.5,19.5,17.5,20.0100002288818,18.5,0,1
590,13.0,17.0,15.0,13.0,16.0,1,0
591,17.0,16.0,14.0,19.25,15.0,0,1
592,13.0,15.0,13.0,13.0900001525879,14.0,1,1
593,9.0,13.0,11.0,9.0,12.0,1,0
594,12.0,12.5,10.5,12.1499996185303,11.5,0,1
595,9.0,13.0,11.0,28.543083190918,12.0,1,1
596,17.0,16.0,14.0,24.0,15.0,0,1
597,,,,,,0,0
598,11.0,13.0,11.0,9.6276683807373,12.0,1,0
599,28.0,30.0,28.0,27.1000003814697,29.0,1,0
600,14.0,20.5,18.5,0.800000011920929,19.5,1,0
601,9.0,13.0,11.0,9.0,12.0,1,0
602,17.0,16.0,14.0,23.8899993896484,15.0,0,1
603,15.0,14.0,12.0,24.0,13.0,0,1
604,13.0,11.0,9.0,18.5,10.0,0,1
605,13.5,15.0,12.0,13.6899995803833,13.5,0,1
606,5.0,14.0,12.0,5.0,13.0,1,0
607,13.0,14.0,12.0,14.789999961853,13.0,0,1
608,7.0,10.0,8.0,7.0,9.0,1,0
609,19.0,17.0,15.0,22.67,16.0,0,1
610,18.0,17.0,15.0,26.5,16.0,0,1
611,9.0,13.0,11.0,8.75,12.0,1,0
612,17.5,17.0,15.0,11.2299995422363,16.0,0,0
613,12.0,15.0,13.0,12.0500001907349,14.0,1,1
614,3.5,,,,,0,0
615,4.0,13.0,11.0,,12.0,1,0
616,20.0,20.0,18.0,22.5,19.0,0,1
617,16.0,17.0,15.0,16.3199996948242,16.0,0,1
618,15.0,17.0,15.0,17.5,16.0,1,1
619,10.0,11.0,9.0,11.710000038147,10.0,0,1
620,7.0,9.0,7.0,7.35,8.0,1,1
621,14.0,17.0,15.0,15.1000003814697,16.0,1,1
622,44.0,42.0,37.0,14.125,39.5,0,0
623,6.0,7.0,5.0,6.9,6.0,0,1
624,15.0,18.0,16.0,15.31,17.0,1,1
625,16.0,14.0,12.0,21.0300006866455,13.0,0,1
626,17.0,18.0,16.0,14.8500003814697,17.0,0,0
627,7.0,9.0,7.0,8.6850004196167,8.0,1,1
628,12.0,13.0,11.0,12.0500001907349,12.0,0,1
629,19.0,17.0,15.0,26.7700004577637,16.0,0,1
630,9.0,12.0,10.0,9.93,11.0,1,1
631,15.0,17.0,15.0,15.75,16.0,1,1
632,10.0,14.0,12.0,9.68000030517578,13.0,1,0
633,17.0,18.0,16.0,19.5,17.0,0,1
634,15.0,15.0,13.0,15.039999961853,14.0,0,1
635,9.0,11.0,9.0,10.0,10.0,1,1
636,8.0,12.0,10.0,8.80000019073486,11.0,1,1
637,12.0,11.0,9.0,15.25,10.0,0,1
638,17.0,21.0,19.0,17.0,20.0,1,0
639,16.0,16.0,14.0,24.8500003814697,15.0,0,1
640,17.0,18.0,16.0,20.75,17.0,0,1
641,8.0,12.0,10.0,195.000030517578,11.0,1,1
642,15.0,18.0,16.0,14.25,17.0,1,0
643,22.0,21.0,19.0,27.2199993133545,20.0,0,1
644,14.0,16.0,14.0,11.8599996566772,15.0,1,0
645,23.0,22.0,21.0,30.0,21.5,0,1
646,17.0,16.0,14.0,17.9500007629395,15.0,0,1
647,10.0,11.0,9.0,11.0900001525879,10.0,0,1
648,6.0,7.0,6.0,31.5,6.5,1,1
649,9.0,12.0,10.0,12.6000003814697,11.0,1,1
650,15.0,17.5,15.5,14.9200000762939,16.5,1,0
651,17.5,17.5,15.5,8.75,16.5,0,0
652,9.5,11.0,9.0,8.59000015258789,10.0,1,0
653,17.0,16.0,14.0,19.53,15.0,0,1
654,15.0,19.0,17.0,14.9499998092651,18.0,1,0
655,28.0,26.0,24.0,48.689998626709,25.0,0,1
656,13.5,14.0,12.0,12.1000003814697,13.0,0,0
657,10.0,11.0,9.0,10.5600004196167,10.0,0,1
658,14.5,18.5,16.5,7.32499980926514,17.5,1,0
659,15.5,16.0,14.0,8.13500022888184,15.0,0,0
660,16.0,18.0,16.0,15.9799995422363,17.0,1,0
661,17.0,24.0,22.0,16.3999996185303,23.0,1,0
662,17.0,17.0,15.0,18.5900001525879,16.0,0,1
663,17.0,17.0,15.0,21.0,16.0,0,1
664,8.5,9.0,8.0,9.04,8.5,0,1
665,20.0,25.0,22.0,18.8600006103516,23.5,1,0
666,19.0,18.5,16.5,18.5,17.5,0,0
667,8.0,15.0,13.0,511.7,14.0,1,1
668,7.0,11.0,9.0,7.5,10.0,1,1
669,17.0,16.0,14.0,21.0300006866455,15.0,0,1
670,12.0,16.0,14.0,239.99994,15.0,1,1
671,16.0,18.0,16.0,16.48,17.0,1,1
672,19.5,18.5,16.5,8.46666622161865,17.5,0,0
673,20.0,14.0,12.0,35.77,13.0,0,1
674,6.0,6.5,5.5,29.0,6.0,0,1
675,4.0,14.0,12.0,,13.0,1,0
676,18.0,20.0,18.0,18.6,19.0,1,1
677,18.0,16.0,14.0,28.0,15.0,0,1
678,13.0,16.0,14.0,15.5,15.0,1,1
679,8.0,8.5,7.5,7.52,8.0,0,0
680,19.0,17.0,15.0,12.4350004196167,16.0,0,0
681,16.0,16.0,14.0,8.34012222290039,15.0,0,0
