,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C6p,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,C5p,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords,C2,C3p,Industry_Bins
106,CAP,"CAI International, Inc. ",7359,15.0,16.0,14.0,15.0,15.0,0,0,0.0,0.3601023017902813,0.6502100840336135,0.4035962977946223,0.3827094042816512,0.4918576853934061,0.39588246322236376,0.8008356545961003,0.7617668955248573,0.7410487306088783,0.7713523131672597,0.6735547292803381,0.8376357835795532,0.7890298431524716,0.7492686492653552,0.5414356280540991,0.42527890541468544,0.4257362244469378,0.3915068374308833,0.43599693161060493,0.3924150612576367,0.3568707137485883,1.0,0,2
107,CARB,Carbonite Inc,7379,10.0,17.0,15.0,12.3500003814697,16.0,1,1,0.0,0.3314578005115089,0.3077731092436975,0.0,0.4708517168695022,0.5124080869324584,0.2411135897167955,0.3579387186629527,0.536231284638928,0.4936106748618753,0.4937722419928825,0.7087784710827693,0.6316392845022935,0.5927109592941324,0.7227843066891404,0.5696053700951847,0.4969828763335899,0.4216289823633443,0.4219460634096111,0.4203199144228294,0.3808232288776632,0.3919684768876323,1.0,1,2
108,CATM,CARDTRONICS INC,7389,10.0,16.0,14.0,9.5,15.0,1,0,0.0,0.3478260869565217,0.4359243697478992,0.7827506496110781,0.6170311776891165,0.7254451421487275,0.6658560684413418,0.8816155988857938,0.9677392671023244,0.9626809178935001,0.9635231316725978,1.0,0.9123213143226996,0.8996324368322755,0.977325786013956,0.5505626196712322,0.4909441030143401,0.4274293992081587,0.4292534657185877,0.4313469183819911,0.39200129035813214,0.3852335787598827,1.0,1,2
109,CBEY,"CBEYOND, INC. ",4813,12.0,14.0,13.0,12.0,13.5,1,0,0.0,0.6547314578005115,0.4359243697478992,0.7001240913442137,0.4888605399612743,0.5071158425209105,0.4135685951109454,0.7465181058495822,0.7464637273554472,0.7404612064582462,0.7197508896797152,0.8242297323710611,0.8252256785051689,1.0,0.6811296659464764,0.5785326518131023,0.42012643720460746,0.4271119989090466,0.4201396375896696,0.4352829581446294,0.4307082776416019,0.33673715006587296,1.0,1,3
110,CBOU,"Caribou Coffee Company, Inc.",5810,14.0,15.0,13.0,13.0,14.0,0,0,0.0,0.2537084398976982,0.5094537815126049,0.3190537440884883,0.4122787695548012,0.4708001877000639,0.4928245635839725,0.3732590529247911,0.4175283315410704,0.3947710350593738,0.4261565836298932,0.6966805099704311,0.4764442676271509,0.5618994230690743,0.4459040360399591,0.5625342478904263,0.41714890254609305,0.42331711568722413,0.4371640298898135,0.3983728968522665,0.3951343534930816,0.32733115134074925,1.0,1,3
111,CCO,"Clear Channel Outdoor Holdings, Inc.",7312,18.0,22.0,20.0,18.5499992370605,21.0,1,1,0.0,0.3396419437340153,0.4401260504201681,0.8144672077872988,1.0,1.0,1.0,0.5153203342618384,0.5809827115559599,0.5798411425085022,0.5791814946619217,0.8843905542786757,0.6424373194112505,0.8029960573682611,1.0,0.5809810549215491,0.4507993661875763,0.4274030748268409,0.4482856491867284,0.4172522671523946,0.4182166906570571,0.4430899938374024,1.0,1,2
112,CDL,CITADEL BROADCASTING CORP,4832,19.0,19.0,17.0,20.65,18.0,0,1,5.5555555555555545,0.9999999999999998,0.33718487394957986,0.4754291272793366,1.0,0.9924184188720944,0.7258359931262913,0.4582172701949861,0.4423442799238978,0.4301128724281695,0.442170818505338,0.7244171550094819,0.5685963468709402,0.5697585379359063,0.6021404316396672,0.5825892364768701,0.3750521731015714,0.4253478068756884,0.4387071941807243,0.4186759210128864,0.392063595583253,0.3797757507886396,1.0,1,3
113,CDM,"China Century Dragon Media, Inc. ",7311,5.25,7.0,6.0,5.3,6.5,1,1,0.0,0.9999999999999998,0.5346638655462185,0.5167278298534475,0.2300501008992657,0.17594629098061304,0.39588246322236376,0.2994428969359331,0.4224915212176359,0.42541267922311227,0.4261565836298932,0.6172730253520423,0.7134622448963359,0.5851601929060688,0.6548663241716686,0.6375318806012298,0.4814130905061066,0.4277914247748779,0.4190634399362869,0.4549567154866904,0.3996560142179041,0.4000856429495213,0.0,0,2
114,CE,Celanese Corp ,2673,16.0,21.0,19.0,16.0,20.0,1,0,0.0,0.2823529411764706,0.16281512605042014,0.1227854975361824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9753292041819596,0.5809810549215491,0.4582623973557816,0.4278155128202008,0.42693021533103664,0.4422500266750803,0.4058364800258609,0.3809935338597524,1.0,1,1
115,CELM,"CHINA ELECTRIC MOTOR, INC.",3621,4.5,6.5,5.5,,6.0,1,0,0.0,0.3969309462915601,0.5346638655462185,0.5148922563919143,0.4136770704315609,0.453027691838597,0.39588246322236376,0.3050139275766017,0.42282240052940695,0.4201249618674229,0.4137010676156584,0.6109805774037674,0.6037999475092805,0.6800581997786358,0.6053690898062004,0.5705404839236218,0.4620164636845937,0.4268455835172314,0.4175806682175975,0.4302696336813519,0.4206708986122416,0.3859660115834263,1.0,0,1
116,CEMP,"CEMPRA, INC. ",2834,6.0,13.0,11.0,6.05999994277954,12.0,1,1,0.0,0.4255754475703325,0.29726890756302515,0.7387456273829192,0.4189350017955125,0.6009709937105144,0.39588246322236376,0.3885793871866296,0.6336338820415254,0.6218717163614177,0.5738434163701067,0.7799041034565397,0.7556038851795075,0.7485394338621664,0.8188805176240607,0.5174216359536983,0.5463321007670963,0.4262638407427059,0.4237846531132288,0.4341694405347033,0.4003265091963794,0.3972828924378248,0.0,1,1
117,CENF,CENTRAL FREIGHT LINES INC,4213,15.0,15.0,13.0,17.3500003814697,14.0,0,1,7.142857142857142,0.2823529411764706,0.5535714285714286,0.657812688524277,0.3901066390303469,0.6047746455663441,0.7489578354363752,0.4568245125348189,0.4277028703780296,0.40787734303501416,0.4546263345195729,0.6039831718812677,0.7601420874555218,0.6701778944637792,0.6212607441973955,0.5039527673964189,0.3864582967515364,0.4239444021155384,0.4151966110942403,0.4637489605711856,0.4176078818772464,0.3893421632465796,1.0,0,3
118,CERE,"Ceres, Inc.",5261,13.0,17.0,16.0,118.400001525879,16.5,1,1,0.0,0.9999999999999998,0.0,0.7374927971494887,0.4647582349261842,0.453027691838597,0.0994050950644956,0.5849582172701949,0.6717263628091654,0.6743421424294124,0.7197508896797152,0.8009269096475804,0.8579204596274013,0.6148071006290347,0.8068904044269799,0.5913586630688914,0.5091703248463565,0.4279079535004565,0.4234574327817738,0.4485646337371619,0.3659974256604521,0.3879099244152328,1.0,1,3
119,CF,"CF Industries Holdings, Inc.",2870,16.0,17.0,15.0,3.24000024795532,16.0,0,0,0.0,0.31508951406649616,0.5842436974789916,0.3990140175565137,0.7484278305551024,1.0,1.0,0.5807799442896936,0.5969889982628837,0.5907781305433468,0.6592526690391458,0.7638838266568803,0.9636559791168756,0.6291068516515188,0.6367559105878924,0.5222687203838619,0.46890245014081,0.4268159906463268,0.4250200501865553,0.4752847281126439,0.3799261201748998,0.3532600823668387,1.0,0,1
120,CFX,Colfax CORP ,3561,18.0,17.0,15.0,21.0,16.0,0,1,12.5,0.4705882352941176,0.8686974789915967,0.7026318781477005,0.6398526069629424,0.9142437461451584,0.8744354248901491,0.4749303621169917,0.5473984614112003,0.5473917317274339,0.5507117437722421,0.7428531086232383,0.7691381649398122,0.9143412990329636,0.8583950752789521,0.5100893798728943,0.4551341167561026,0.42750255644991497,0.4271474689615485,0.4472473050200406,0.4430586404808618,0.4214583656995069,1.0,0,1
121,CGTK,"ANESIVA, INC.",2834,16.0,16.0,14.0,85.6,15.0,0,1,6.666666666666668,0.24552429667519185,0.0,0.3822812688946208,0.4947445645131948,0.5010952563710287,0.1139996652159099,0.07242339832869082,0.17549011498056086,0.17851695346130814,0.17348754448398573,0.4626938465061196,0.44663642133539067,0.28292131264633896,0.30588764516074896,0.5831106129345817,0.3743634767339772,0.42727909063244335,0.4392769960511954,0.4477543421487623,0.39306837340791145,0.3844029622719528,1.0,1,1
122,CHEF,"Chefs' Warehouse, Inc. ",5141,15.0,16.0,14.0,17.5,15.0,0,1,0.0,0.3969309462915601,0.6985294117647058,0.2344427691091949,0.4304745822599928,0.6234449094445852,0.7060562407488232,0.26740947075208915,0.3779882537844322,0.3736201656366163,0.3798932384341637,0.6103477646214319,0.7735969742636367,0.5250797340124591,0.5722633835193014,0.5148038802689224,0.4600351185250219,0.4263691781178998,0.425189189298378,0.4759458413990954,0.3946156395373903,0.3886719049550112,1.0,0,3
123,CIL,"China Intelligent Lighting & Electronics, Inc.",3640,3.0,5.0,4.0,,4.5,1,0,0.0,0.3969309462915601,1.0,0.5148922563919143,0.3229052528996137,0.3599460862927332,0.29899679897835457,0.3816155988857939,0.4936719331623791,0.4996666930299298,0.4973309608540925,0.7185253095216254,0.7086251569551052,0.8139965159384761,0.7798635358208024,0.5727330709757664,0.4794483969604312,0.4282893424704585,0.4296826942237271,0.4425918249588805,0.4340408659562206,0.41477182830111775,1.0,0,1
124,CLAY,CLAYTON HOLDINGS INC,7389,17.0,17.0,15.0,21.0,16.0,0,1,6.25,0.5196930946291559,0.5871848739495799,0.44555913149331056,0.4139861706999384,0.5655881943030255,0.5597409300291127,0.4345403899721448,0.4711307800479776,0.4655450981278317,0.45106761565836295,0.7433731318641204,0.5044939914867764,0.6255625594951592,0.6980898471528258,0.5274239977180359,0.397381771587215,0.4265434738674437,0.4379351660363544,0.3982720807079308,0.39963372934536384,0.3997518180822691,1.0,0,2
125,CLD,CLOUD PEAK ENERGY INC. ,1221,15.0,18.0,16.0,14.8400001525879,17.0,1,0,0.0,0.3682864450127877,0.9527310924369748,0.7921028324469837,0.5510024018937393,1.0,1.0,0.7298050139275766,0.0,0.8213135684183172,0.8603202846975089,0.9370073658162222,0.7324912437592731,0.964056650371268,0.8674310619141381,0.4618130666766305,0.5116286215978929,0.9912844714795432,1.0,0.9511430130625778,1.0,0.9761678122147012,1.0,0,3
126,CLU,"Cellu Tissue Holdings, Inc. ",2621,13.0,17.0,15.0,11.8999996185303,16.0,1,0,0.0,0.3601023017902813,0.601890756302521,0.4095319090922384,0.4235239522770406,0.597143114037924,0.8853514742448199,0.5403899721448469,0.5782943171478204,0.5519111482707583,0.6307829181494662,0.6555279822873936,0.7780302310403663,0.4900340880475383,0.5549704521224935,0.5205855851513137,0.4738550010130344,0.4242257090640804,0.4060235186962292,0.4449663580787474,0.3469337245517071,0.3252510754554068,1.0,0,1
127,CLUB,TOWN SPORTS INTERNATIONAL HOLDINGS INC,7997,13.0,18.0,16.0,13.25,17.0,1,1,0.0,0.9999999999999998,0.5535714285714286,0.3319668765765067,0.4932340646008669,0.6216031183907623,0.7660177366199862,0.4303621169916435,0.4154603358425015,0.3992000632718316,0.4279359430604982,0.5994877535128817,0.6424373194112505,0.516541283117905,0.4630604185924948,0.5397128734127244,0.37960867929261255,0.42445165678795055,0.4161442101211511,0.4405157965621,0.3842929101943601,0.3364285980044611,1.0,0,2
128,CLWR,Clearwire Corp ,4899,25.0,25.0,23.0,23.09397,24.0,0,0,4.166666666666666,0.2823529411764706,0.0,0.1960885529158236,1.0,1.0,0.38885312940623296,0.6225626740947076,0.5809413516419887,0.5750505609725785,0.5774021352313167,0.7679202290069304,0.6686699623032819,0.7515039580730392,0.7621657865319356,0.5809810549215491,0.3891686644497719,0.42681753086126456,0.42768439398669705,0.4228322713158229,0.4083262889994054,0.39312338187033385,1.0,1,3
129,CML,COMPELLENT TECHNOLOGIES INC,7372,13.5,12.0,10.0,24.0,11.0,0,1,22.72727272727273,0.3682864450127877,0.4401260504201681,0.7189983666005433,0.5325570278053142,0.5010952563710287,0.1874342248259881,0.5779944289693594,0.5591860368930432,0.5673223586834939,0.5542704626334519,0.7418119685059579,0.6316392845022935,0.7425748811676769,0.6868295951599088,0.5970130850543534,0.3956178565180336,0.4285484540689814,0.4254514820881753,0.4174834812855471,0.4098022852132617,0.3773198305374769,1.0,1,2
130,CMP,COMPASS MINERALS INTERNATIONAL INC,1400,13.0,15.0,13.0,13.75,14.0,1,1,0.0,0.1104859335038363,0.5829831932773111,0.657812688524277,0.5377058767545928,0.8005788969424172,0.8712296424833785,0.4345403899721448,0.4599222433617338,0.4566870417029161,0.4813167259786477,0.6695265999436275,0.7037548232493868,0.6111798884380346,0.7440472013365578,0.5042975009308506,0.42400944403578295,0.4268702454248841,0.424604093840837,0.4466830100547337,0.3984282872986573,0.4137220397256626,1.0,0,3
131,CNSL,"Consolidated Communications Holdings, Inc.",4813,13.0,16.0,14.0,13.789999961853,15.0,1,1,0.0,0.8838874680306904,0.1565126050420168,0.8063439393420803,0.5327230641516403,0.8333262468987701,0.638057992760815,0.9540389972144846,0.8998262883613203,0.8720666161998486,0.940391459074733,0.9140431244473288,0.8083825660990153,1.0,0.7823591055138981,0.4942326525218087,0.44840168801037655,0.4255451124668747,0.4216398479552979,0.4194016847950933,0.41484145450511406,0.3439155153113904,1.0,1,3
132,CNVO,"Convio, Inc.",7372,9.0,12.0,10.0,10.239999771118198,11.0,1,1,0.0,0.3437340153452685,0.5052521008403361,0.5572701493203485,0.3740030655921159,0.4596969759941294,0.3085069891038842,0.7061281337047354,0.6664322938208289,0.6727603466392489,0.6717081850533807,0.7907297886674798,0.7371717466146398,0.712003022896444,0.8188805176240607,0.5506249511057432,0.4099712704085208,0.4283004871416573,0.4222046814228223,0.427117249815435,0.3885159599308429,0.3917035539277219,0.0,1,2
133,CNVX,"MICROMET, INC.",2836,12.0,14.0,12.0,36.0000038146973,13.0,1,1,0.0,0.2741687979539642,0.0,0.5381963887200074,0.5009078958841093,0.5010952563710287,0.39588246322236376,0.09610027855153204,0.19790718835304824,0.2004361236964308,0.20551601423487545,0.4996375848179254,0.5179495256219504,0.27495009401121506,0.3899317679104013,0.5854190422115165,0.4046757433202731,0.4272039198441631,0.4420112875467728,0.4618562902525914,0.3804561025348955,0.4007461403404899,1.0,1,1
134,COGT,"Cogent, inc.",7373,12.0,12.0,10.0,17.98,11.0,0,1,9.090909090909092,0.5033248081841432,0.5619747899159664,0.5084619550437821,0.9006929824940308,0.8952345237851519,0.22021135651755336,0.3997214484679665,0.4398626850856151,0.4454336945100387,0.4564056939501779,0.7054996016673963,0.0,0.5851601929060688,0.6488856845230502,0.5826397422260028,0.4262860483487377,0.4282328552583041,0.4352568813483294,0.0,0.3962092321154963,0.3940545360062186,1.0,0,2
135,COLY,"Coley Pharmaceutical Group, Inc.",2834,16.0,16.0,14.0,18.8799991607666,15.0,0,1,6.666666666666668,0.4173913043478261,0.1355042016806723,0.4246713061517973,0.4800406721522016,0.5010952563710287,0.14681328681582798,0.28551532033426186,0.3232277276863265,0.3192063904549922,0.31227758007117434,0.6039831718812677,0.7037548232493868,0.46200856889464,0.4370733787381239,0.5775334913731259,0.3637311609173543,0.4261382114211916,0.4347142282175768,0.4730090048517686,0.391737208360716,0.360810981452684,1.0,1,1
136,COMV,"COMVERGE, INC. ",3822,18.0,17.0,15.0,22.309999465942397,16.0,0,1,12.5,0.7365728900255754,0.4590336134453781,0.5110734172535143,0.388496608715552,0.46796666493254496,0.22594633472618655,0.4373259052924791,0.5354868061874432,0.5224897465737173,0.5151245551601423,0.7044032535276441,0.5179495256219504,0.6601497295081244,0.6952918805942385,0.5535524306859242,0.4517187998283445,0.4257410874801304,0.4211726605813501,0.3936227746760448,0.396330891309751,0.3847572815603845,1.0,1,1
137,CONN,CONNS INC,5731,14.0,14.0,12.0,13.117847442627001,13.0,0,0,7.6923076923076925,0.21687979539641944,0.5598739495798319,0.4412543096472176,0.4520658818565324,0.4077389828620851,0.7560633802985701,0.4596100278551533,0.5353627264455291,0.5245234840182132,0.5204626334519572,0.7060471373351194,0.6094695549697964,0.7690511613124015,0.7466624895455423,0.606683984242687,0.4404661186048368,0.4260331250260313,0.4215160463484645,0.4154713703547804,0.4186864770962536,0.3982331755619413,0.0,0,3
138,CONR,CONOR MEDSYSTEMS INC,3841,13.0,13.0,11.0,13.2600002288818,12.0,0,1,8.333333333333332,0.2987212276214833,0.2909663865546219,0.6814937828123773,0.552842702252361,0.5010952563710287,0.39588246322236376,0.1002785515320334,0.2150715526511705,0.22226490560068693,0.21619217081850534,0.4847196557018375,0.4229040167634601,0.5579283526516707,0.5407380704358751,0.6042270722711223,0.4191261684656303,0.4287945771358795,0.431695681423956,0.4254868610015868,0.45006808672048976,0.4380860214348784,1.0,1,1
139,CORT,CORCEPT THERAPEUTICS INC ,2834,12.0,17.0,15.0,12.229999542236301,16.0,1,1,0.0,0.22097186700767266,0.2951680672268908,0.8643783792570129,0.4548357490289192,0.4269694443167295,0.39588246322236376,0.0,0.1498469683183059,0.15546792909035442,0.16281138790035588,0.4465434178841368,0.310326707713349,0.3334259645240427,0.3899317679104013,0.5989084763661172,0.4916465799345519,0.4283263105964757,0.4452842784323437,0.4049919304141944,0.4207795841177288,0.4290301726536184,1.0,1,1
140,CPII,"CPI INTERNATIONAL, INC.",3670,18.0,18.0,16.0,18.0,17.0,0,0,5.882352941176469,0.4746803069053708,0.7531512605042017,0.4232394394176685,0.3668512392972677,0.547410942392978,0.6959441920529552,0.6518105849582173,0.6978244685251055,0.6868609262544205,0.6823843416370107,0.7960874278212171,0.6583023582222144,0.6962138535320284,0.7173701157986271,0.5135532874933594,0.4438079016681299,0.4265246602856261,0.4199525293597704,0.4083739994704267,0.3811403046513143,0.3587256814241848,1.0,0,1
141,CPIX,CUMBERLAND PHARMACEUTICALS INC,2834,17.0,16.0,14.0,16.8299999237061,15.0,0,0,13.333333333333336,0.9999999999999998,0.5913865546218487,0.7184269144015544,0.464830252181676,0.453027691838597,0.2299289210481664,0.3704735376044568,0.3757548184299777,0.3708181273797553,0.3834519572953736,0.6172730253520423,0.4976298078123816,0.38307726823814603,0.6578362547106201,0.5913871108992642,0.3773264037483289,0.42624949733743933,0.4272070144950431,0.4110897637926,0.3558423277520653,0.413256922925871,1.0,0,1
142,CPX,"SPN Fairway Acquisition, Inc. ",1389,24.0,24.0,22.0,26.899999618530305,23.0,0,1,4.3478260869565215,0.7897698209718669,0.7762605042016807,0.5139024030101591,0.8540849509026385,1.0,1.0,0.5167130919220055,0.5732070477293407,0.5585094964240116,0.5151245551601423,0.7475202944854196,0.6583023582222144,0.6734874350577418,0.7544539613038661,0.5486832445368188,0.4001220770198825,0.4256875135780317,0.4248020935088093,0.42155914662087696,0.3933692167296321,0.3926736026006499,1.0,0,3
143,CRDC,DEXTERA SURGICAL INC,3841,10.0,12.0,10.0,10.35,11.0,1,1,0.0,0.3314578005115089,0.0,0.3757376937984847,0.2506842915235021,0.3693785862705048,0.05471484838868693,0.2701949860724234,0.32484076433121023,0.32526240862304673,0.32473309608540923,0.5497208608271283,0.3977581198744449,0.4423395278754401,0.4995124328435701,0.5320213937876823,0.39105878043919706,0.427126364467308,0.4209332008867951,0.3902656485310709,0.3859994170946589,0.3827358514502812,0.0,1,1
144,CREL,COREL CORP,7372,16.0,20.0,18.0,15.75,19.0,1,0,0.0,0.05319693094629156,0.4380252100840336,0.3967211065217184,0.4765252238096949,0.5234764934073133,0.4976632523091606,0.6211699164345404,0.5662172222681777,0.5570180889647146,0.5969750889679715,0.7603343970412777,0.5685963468709402,0.7690511613124015,0.7119147505746527,0.5675741275079131,0.4030834429521433,0.42636073491264864,0.42807981831451136,0.4023682513683679,0.4139378768905511,0.3828897353601587,1.0,1,2
145,CRI,CARTERS INC,2300,19.0,19.0,17.0,12.3249998092651,18.0,0,0,5.5555555555555545,0.9999999999999998,0.6228991596638656,0.4802874060040838,0.5074782310332319,0.5124080869324584,0.9422744197753068,0.3607242339832869,0.39990900818926295,0.3886246285604528,0.42081850533807824,0.6058995696272969,0.7230393478492461,0.6111798884380346,0.6053690898062004,0.5834322525782134,0.4214977018024065,0.4252169511738133,0.4202472541560662,0.4610820604525042,0.4103226771546809,0.3922264513645037,1.0,0,1
146,CRMH,"Majestic Capital, Ltd.",6331,13.0,16.0,13.0,129.99997,14.5,1,1,0.0,0.3396419437340153,0.6123949579831933,0.4624073153950836,0.3702130327981791,0.6179030669568052,0.2223988328961498,0.4582172701949861,0.5374720820580694,0.5275514931022405,0.5133451957295373,0.7022054221061538,0.44663642133539067,0.9191919500424219,0.7387888513381874,0.4908106524071602,0.4353950929288736,0.4261654072852785,0.4204778896048732,0.3745572376962717,0.4454327542806164,0.3958251532551296,1.0,0,3
147,CROX,"Crocs, Inc.",3021,21.0,20.0,19.0,14.2749996185303,19.5,0,0,7.6923076923076925,0.6833759590792838,0.5871848739495799,0.3744871624540625,0.6144250576621619,0.6557131117026814,0.40483891591216775,0.371866295264624,0.39093390685747376,0.3870428327702893,0.3852313167259786,0.6141348605118847,0.6477688408646907,0.581348033805152,0.585730246809306,0.5703268428599226,0.3781146897093479,0.4265171055818808,0.4237190607869178,0.4461083565083413,0.4053704221932047,0.3889571890522329,1.0,0,1
148,CRU,CRUDE CARRIERS CORP.,4412,19.0,21.0,19.0,18.55,20.0,1,0,0.0,0.004092071611253197,0.5829831932773111,0.7501764136159741,0.32720930080771643,0.7714040470755889,0.1592781886207878,0.1935933147632312,0.2866242038216561,0.2970160552272701,0.2749110320284697,0.5440680539587134,0.4309600552458903,0.4667963503336599,0.5033997477580665,0.4209683947284713,0.3993006748329117,0.429422252588791,0.4281579271005253,0.4090337433310256,0.4032379760643157,0.3979257995323636,1.0,0,3
149,CRYO,CRYOCOR INC,3841,11.0,13.0,11.0,10.87,12.0,1,0,0.0,0.3682864450127877,0.0,0.6162487326926971,0.2745663517436225,0.3821385902818817,0.02515708902111726,0.15041782729805014,0.2369095872280585,0.2421503383913137,0.2197508896797153,0.4799123998253584,0.4388682388148096,0.3772284168617854,0.537121052781522,0.5380506566991183,0.3615127304653205,0.4281672029226053,0.42355078177887895,0.424271008991838,0.3949158336602698,0.4275490825029354,0.0,1,1
150,CSCD,CASCADE MICROTECH INC,3825,14.0,13.0,11.0,13.75,12.0,0,0,16.666666666666664,0.9999999999999998,0.4905462184873949,0.7143245287421972,0.2792051100745017,0.46796666493254496,0.2761351236996701,0.4749303621169917,0.5081892629663329,0.4896787824691832,0.5222419928825622,0.7098680619967012,0.7735969742636367,0.6897969990833633,0.5890488583342415,0.5023744916803288,0.4316093082652897,0.4248151719981829,0.4259130931774304,0.4535601480037203,0.4071448834721232,0.3582749181767521,1.0,1,1
151,CSIQ,Canadian Solar Inc.,3674,15.0,15.0,13.0,15.630000114440902,14.0,0,1,7.142857142857142,0.02864450127877237,0.5724789915966386,0.561155066360985,0.5073466061366606,0.5736396768111016,0.16602932775908236,0.7632311977715878,0.7343452725618331,0.7346763532827911,0.7553380782918149,0.8071748590107548,0.8659012869219188,0.7088733241284529,0.7414226880391382,0.5609307524950216,0.4331033930692558,0.4277109036076395,0.4183530766053728,0.4434547227999884,0.3793550881733698,0.3593594886088615,1.0,0,1
152,CSTE,Caesarstone Ltd.,3281,11.0,16.0,14.0,11.109999656677198,15.0,1,1,0.0,0.10230179028132992,0.7153361344537815,0.6423502274479647,0.5691719318039821,0.530439080170011,0.6261857925310415,0.6908077994428969,0.7729754322111011,0.7717355689380501,0.7731316725978647,0.8808880036685968,0.881646236301456,0.7748119246768576,0.9005088446746272,0.5984364508458667,0.4803375963941999,0.4275900565169029,0.4270778259464825,0.4423977623732643,0.3883733115402397,0.3939288815313983,1.0,0,1
153,CTCT,"Constant Contact, Inc.",7372,16.0,14.0,12.0,27.6399993896484,13.0,0,1,23.07692307692308,0.3232736572890025,0.4716386554621849,0.7552573579938133,0.5053560965425209,0.5321654934576319,0.20372575440108,0.3231197771587744,0.3887418314169907,0.3886246285604528,0.4137010676156584,0.6065370233224067,0.5179495256219504,0.3712874405838385,0.4755216690118391,0.5751374128031106,0.4453873168096171,0.4272019079828205,0.42235350741493255,0.4143634453486082,0.3489340481696656,0.3515258446657518,1.0,1,2
154,CTP,CTPARTNERS EXECUTIVE SEARCH INC.,7361,13.0,14.0,12.0,13.0,13.0,0,0,0.0,0.3519181585677749,0.6796218487394958,0.7768904737974285,0.18507902976180107,0.285934386976281,0.3399568749887901,0.14763231197771587,0.3023409711307801,0.2702159151253573,0.2571174377224199,0.526745778215762,0.4836092451325182,0.28292131264633896,0.3303964185222347,0.5418022705009223,0.4259443268088623,0.41902938809198736,0.4198815992235659,0.4216167212739923,0.34434379396942416,0.3208451753233859,0.0,0,2
155,CTRN,Citi Trends Inc,5600,14.0,14.0,12.0,15.6999998092651,13.0,0,1,7.6923076923076925,0.2823529411764706,0.6628151260504201,0.7030253491515472,0.3010564980490648,0.39050271219279103,0.4871633838403472,0.34401114206128136,0.35267598643394826,0.3536895386805563,0.3532028469750889,0.5518257346185529,0.490669607577763,0.3888381519264178,0.5756596351964778,0.5472542393692555,0.3652285368130634,0.4273292129169464,0.41583336672411697,0.4133361377052941,0.3634378879519071,0.3973440923297854,1.0,0,3
156,CVGI,"Commercial Vehicle Group, Inc.",3714,13.0,17.0,15.0,13.1000003814697,16.0,1,1,0.0,0.270076726342711,0.5934873949579832,0.3010346096763491,0.38099151848574864,0.6325734318706423,0.6589858297924233,0.4401114206128134,0.4704690214244355,0.4571389833572486,0.4439501779359431,0.6775589115639651,0.7955162397488899,0.6533787840633843,0.7008766440504625,0.4908571486565772,0.3875921861281825,0.4253485786997088,0.4247084041001989,0.4635838328353582,0.4059149164007171,0.4006247243637836,1.0,0,1
157,CVI,CVR ENERGY INC ,2911,19.0,20.0,18.0,20.25,19.0,0,1,0.0,0.9999999999999998,0.9989495798319328,0.4678119837736857,0.931331383590544,0.9450764970872504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5781495934382183,0.4582623973557816,0.4278155128202008,0.42693021533103664,0.4422500266750803,0.4058364800258609,0.3862658749498344,1.0,0,1
158,CXO,CONCHO RESOURCES INC ,1311,11.5,16.0,14.0,12.8999996185303,15.0,1,1,0.0,0.3723785166240409,0.5892857142857143,0.192996938108194,0.8667181528941451,0.9663614290747292,0.5471705681428525,0.4777158774373259,0.5495078170237406,0.5321612979764312,0.5275800711743772,0.7281416893543914,0.5563670389493205,0.6668519290480854,0.6336871895431003,0.5587796339149587,0.4341691788734347,0.4252266973864789,0.4240408730651754,0.4014052927213071,0.3955682623245165,0.3632093006165286,1.0,0,3
159,CYNO,CYNOSURE INC,3845,15.0,14.0,12.0,18.9300003051758,13.0,0,1,15.384615384615385,0.4501278772378517,0.6418067226890756,0.5243942465798621,0.2674062938559698,0.453027691838597,0.2505451034868324,0.31337047353760444,0.4106625858218215,0.4043973922966545,0.4137010676156584,0.6116127354387769,0.5685963468709402,0.42175419157379,0.5110856845951085,0.5026100412449717,0.4541909828022517,0.4261814483328076,0.4197315697285732,0.4237219980238831,0.35927258221432706,0.3580454735414688,1.0,0,1
160,CYTK,CYTOKINETICS INC,2834,13.0,13.0,11.0,96.6000289916992,12.0,0,1,8.333333333333332,0.3396419437340153,0.0,0.2859443553914961,0.502756765320769,0.5407148839305175,0.1259534471105768,0.15877437325905291,0.2537017123004384,0.2547595105471883,0.24466192170818504,0.5490174429307841,0.6150869046386482,0.3528648731129847,0.4755216690118391,0.5710128078864198,0.3921861281826163,0.427008402313697,0.43808983490384223,0.4702137852987745,0.3820265075356755,0.4022535439999604,1.0,1,1
161,CZR,CAESARS ENTERTAINMENT Corp,7993,9.0,10.0,8.0,15.390000343322802,9.0,0,1,0.0,0.3069053708439898,0.0,0.7484902999383047,1.0,0.24288548349317104,1.0,0.4958217270194986,0.6254859789891637,0.624538172121979,0.645017793594306,0.740769365083465,0.8777364776296191,1.0,0.8164965809277259,0.8981926558756775,0.5165643575756703,0.4274812988883891,0.4174681873588796,0.4572656223848369,0.4457220407617237,0.39813895964262697,1.0,1,2
