,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C6p,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,C5p,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords,C2,C3p
136,COMV,"COMVERGE, INC. ",3822,18.0,17.0,15.0,22.309999465942397,16.0,0,1,12.5,0.7365728900255754,0.4490740740740741,0.5110734172535143,0.38840015826443125,0.4639165006338629,0.16861489883479167,0.4373259052924791,0.5354868061874432,0.5224897465737173,0.5151245551601423,0.7044032535276441,0.5179495256219504,0.6601497295081244,0.6952918805942385,0.5535524306859242,0.4517187998283445,0.42574108748013034,0.42117266058135006,0.39362277467604484,0.396330891309751,0.38475728156038447,1.0,1
137,CONN,CONNS INC,5731,14.0,14.0,12.0,13.117847442627001,13.0,0,0,7.6923076923076925,0.21687979539641944,0.537962962962963,0.4412543096472176,0.4519536493240902,0.40421007793077557,0.5642204841969451,0.4596100278551533,0.5353627264455291,0.5245234840182132,0.5204626334519572,0.7060471373351194,0.6094695549697964,0.7690511613124015,0.7466624895455423,0.606683984242687,0.4404661186048368,0.4260331250260313,0.4215160463484645,0.41547137035478043,0.41868647709625356,0.3982331755619413,0.0,0
138,CONR,CONOR MEDSYSTEMS INC,3841,13.0,13.0,11.0,13.2600002288818,12.0,0,1,8.333333333333332,0.2987212276214833,0.30092592592592604,0.6814937828123773,0.5527054502742618,0.49675837028559466,0.6487786945964816,0.1002785515320334,0.2150715526511705,0.22226490560068693,0.21619217081850534,0.4847196557018375,0.4229040167634601,0.5579283526516707,0.5407380704358751,0.6042270722711223,0.4191261684656303,0.42879457713587954,0.431695681423956,0.4254868610015868,0.45006808672048976,0.43808602143487835,1.0,1
139,CORT,CORCEPT THERAPEUTICS INC ,2834,12.0,17.0,15.0,12.229999542236301,16.0,1,1,0.0,0.22097186700767266,0.3046296296296297,0.8643783792570129,0.4547228288329754,0.4232741033243342,0.6487786945964816,0.0,0.1498469683183059,0.15546792909035442,0.16281138790035588,0.4465434178841368,0.310326707713349,0.3334259645240427,0.38993176791040124,0.5989084763661172,0.4916465799345519,0.4283263105964757,0.44528427843234364,0.40499193041419435,0.4207795841177288,0.4290301726536184,1.0,1
140,CPII,"CPI INTERNATIONAL, INC.",3670,18.0,18.0,16.0,18.0,17.0,0,0,5.882352941176469,0.4746803069053708,0.7083333333333334,0.4232394394176685,0.36676016265275996,0.5426732026740442,0.5193558889984937,0.6518105849582173,0.6978244685251055,0.6868609262544205,0.6823843416370107,0.7960874278212171,0.6583023582222144,0.6962138535320284,0.7173701157986271,0.5135532874933594,0.4438079016681299,0.426524660285626,0.4199525293597704,0.4083739994704267,0.38114030465131427,0.35872568142418476,1.0,0
141,CPIX,CUMBERLAND PHARMACEUTICALS INC,2834,17.0,16.0,14.0,16.8299999237061,15.0,0,0,13.333333333333336,0.9999999999999998,0.5657407407407408,0.7184269144015544,0.4647148506916458,0.4491068215687809,0.17158694700098667,0.3704735376044568,0.3757548184299777,0.3708181273797553,0.3834519572953736,0.6172730253520423,0.4976298078123816,0.383077268238146,0.6578362547106201,0.5913871108992642,0.37732640374832893,0.42624949733743944,0.42720701449504306,0.41108976379260004,0.3558423277520653,0.413256922925871,1.0,0
142,CPX,"SPN Fairway Acquisition, Inc. ",1389,24.0,24.0,22.0,26.899999618530302,23.0,0,1,4.3478260869565215,0.7897698209718669,0.7287037037037037,0.5139024030101591,0.8538729107536077,1.0,0.7983234891145786,0.5167130919220055,0.5732070477293407,0.5585094964240116,0.5151245551601423,0.7475202944854196,0.6583023582222144,0.6734874350577418,0.7544539613038661,0.5468747938019535,0.4001220770198825,0.42568751357803164,0.4248020935088093,0.42155914662087696,0.3933692167296321,0.39267360260064993,1.0,0
143,CRDC,DEXTERA SURGICAL INC,3841,10.0,12.0,10.0,10.35,11.0,1,1,0.0,0.3314578005115089,0.0,0.3757376937984847,0.250622055168116,0.3661816834248157,0.04083154806206367,0.2701949860724234,0.32484076433121023,0.32526240862304673,0.32473309608540923,0.5497208608271283,0.3977581198744449,0.4423395278754401,0.49951243284357005,0.5320213937876823,0.39105878043919706,0.42712636446730795,0.4209332008867951,0.39026564853107093,0.3859994170946589,0.3827358514502812,0.0,1
144,CREL,COREL CORP,7372,16.0,20.0,18.0,15.75,19.0,1,0,0.0,0.05319693094629156,0.4305555555555557,0.3967211065217184,0.4764069188572816,0.5189459018851518,0.37138659073002067,0.6211699164345404,0.5662172222681777,0.5570180889647146,0.5969750889679715,0.7603343970412777,0.5685963468709402,0.7690511613124015,0.7119147505746527,0.5675741275079131,0.4030834429521433,0.42636073491264864,0.42807981831451136,0.40236825136836785,0.4139378768905511,0.3828897353601587,1.0,1
145,CRI,CARTERS INC,2300,19.0,19.0,17.0,12.3249998092651,18.0,0,0,5.5555555555555545,0.9999999999999998,0.5935185185185186,0.4802874060040838,0.5073522415053465,0.5079732904061953,0.7031824886983281,0.3607242339832869,0.39990900818926295,0.3886246285604528,0.42081850533807824,0.6058995696272969,0.7230393478492461,0.6111798884380346,0.6053690898062004,0.5834322525782134,0.42149770180240653,0.42521695117381325,0.4202472541560662,0.4610820604525042,0.41032267715468085,0.3922264513645037,1.0,0
146,CRMH,"Majestic Capital, Ltd.",6331,13.0,16.0,13.0,129.99997,14.5,1,1,0.0,0.3396419437340153,0.5842592592592593,0.4624073153950836,0.37012112153506094,0.6125552310330747,0.16596753718180104,0.4582172701949861,0.5374720820580694,0.5275514931022405,0.5133451957295373,0.7022054221061538,0.44663642133539067,0.919191950042422,0.7387888513381874,0.49081065240716026,0.4353950929288736,0.42616540728527846,0.42047788960487315,0.37455723769627164,0.44543275428061635,0.39582515325512957,1.0,0
147,CROX,"Crocs, Inc.",3021,21.0,20.0,19.0,14.2749996185303,19.5,0,0,7.6923076923076925,0.6833759590792838,0.5620370370370371,0.3744871624540625,0.6142725168866137,0.6500380368860196,0.3021154245924819,0.371866295264624,0.39093390685747376,0.3870428327702893,0.3852313167259786,0.6141348605118847,0.6477688408646907,0.581348033805152,0.585730246809306,0.5703268428599226,0.378114689709348,0.42651710558188083,0.4237190607869178,0.44610835650834124,0.4053704221932047,0.3889571890522329,1.0,0
148,CRU,CRUDE CARRIERS CORP.,4412,19.0,21.0,19.0,18.55,20.0,1,0,0.0,0.004092071611253197,0.5583333333333333,0.7501764136159741,0.32712806590381815,0.7647276887675142,0.11886307292140547,0.1935933147632312,0.2866242038216561,0.2970160552272701,0.2749110320284697,0.5440680539587134,0.4309600552458903,0.46679635033365985,0.5033997477580665,0.4209683947284713,0.3993006748329117,0.429422252588791,0.4281579271005253,0.40903374333102555,0.4032379760643157,0.3979257995323636,1.0,0
149,CRYO,CRYOCOR INC,3841,11.0,13.0,11.0,10.87,12.0,1,0,0.0,0.3682864450127877,0.0,0.6162487326926971,0.27449818628762074,0.37883125197877526,0.018773750082797493,0.15041782729805014,0.23690958722805855,0.2421503383913137,0.2197508896797153,0.47991239982535844,0.4388682388148096,0.3772284168617854,0.537121052781522,0.5380506566991183,0.3615127304653205,0.4281672029226053,0.42355078177887895,0.42427100899183795,0.3949158336602698,0.4275490825029354,0.0,1
150,CSCD,CASCADE MICROTECH INC,3825,14.0,13.0,11.0,13.75,12.0,0,0,16.666666666666664,0.9999999999999998,0.4768518518518519,0.7143245287421972,0.2791357929730965,0.4639165006338629,0.2060688260501192,0.4749303621169917,0.5081892629663329,0.4896787824691832,0.5222419928825622,0.7098680619967012,0.7735969742636367,0.6897969990833633,0.5890488583342415,0.5023744916803288,0.4316093082652897,0.42481517199818286,0.4259130931774304,0.4535601480037203,0.4071448834721232,0.3582749181767521,1.0,1
151,CSIQ,Canadian Solar Inc.,3674,15.0,15.0,13.0,15.630000114440902,14.0,0,1,7.142857142857142,0.02864450127877237,0.5490740740740742,0.561155066360985,0.5072206492867456,0.5686749322824229,0.12390118360464643,0.7632311977715878,0.7343452725618331,0.7346763532827911,0.7553380782918149,0.8071748590107548,0.8659012869219188,0.7088733241284529,0.7414226880391382,0.5609307524950216,0.4331033930692558,0.4277109036076395,0.4183530766053728,0.4434547227999884,0.3793550881733698,0.3593594886088615,1.0,0
152,CSTE,Caesarstone Ltd.,3281,11.0,16.0,14.0,11.109999656677198,15.0,1,1,0.0,0.10230179028132992,0.675,0.6423502274479647,0.5690306258353938,0.5258482287566095,0.46729792801179026,0.6908077994428969,0.7729754322111011,0.7717355689380501,0.7731316725978647,0.8808880036685968,0.881646236301456,0.7748119246768576,0.9005088446746272,0.5984364508458667,0.4803375963941999,0.42759005651690285,0.42707782594648264,0.44239776237326434,0.38837331154023974,0.39392888153139827,1.0,0
153,CTCT,"Constant Contact, Inc.",7372,16.0,14.0,12.0,27.6399993896484,13.0,0,1,23.07692307692308,0.3232736572890025,0.4601851851851853,0.7552573579938133,0.5052306338682152,0.5275597002588722,0.15203255016288827,0.3231197771587744,0.3887418314169907,0.3886246285604528,0.4137010676156584,0.6065370233224067,0.5179495256219504,0.3712874405838385,0.4755216690118391,0.5751374128031106,0.4453873168096171,0.42720190798282054,0.42235350741493255,0.4143634453486082,0.3489340481696656,0.3515258446657518,1.0,1
154,CTP,CTPARTNERS EXECUTIVE SEARCH INC.,7361,13.0,14.0,12.0,13.0,13.0,0,0,0.0,0.3519181585677749,0.6435185185185186,0.7768904737974285,0.18503308095423612,0.28345967812909456,0.25369649901111374,0.14763231197771587,0.3023409711307801,0.2702159151253573,0.2571174377224199,0.526745778215762,0.4836092451325182,0.282921312646339,0.33039641852223467,0.5418022705009223,0.4259443268088623,0.41902938809198736,0.41988159922356594,0.4216167212739923,0.34434379396942416,0.3208451753233859,0.0,0
155,CTRN,Citi Trends Inc,5600,14.0,14.0,12.0,15.6999998092651,13.0,0,1,7.6923076923076925,0.2823529411764706,0.6287037037037038,0.7030253491515472,0.3009817559936691,0.38712298397285516,0.3635509501926643,0.34401114206128136,0.35267598643394826,0.3536895386805563,0.3532028469750889,0.5518257346185529,0.49066960757776296,0.3888381519264178,0.5756596351964778,0.5472542393692555,0.3652285368130634,0.4273292129169464,0.41583336672411697,0.41333613770529404,0.36343788795190707,0.3973440923297854,1.0,0
156,CVGI,"Commercial Vehicle Group, Inc.",3714,13.0,17.0,15.0,13.1000003814697,16.0,1,1,0.0,0.270076726342711,0.5675925925925926,0.3010346096763491,0.3808969312924328,0.6270986266718007,0.49177531097667676,0.4401114206128134,0.4704690214244355,0.4571389833572486,0.4439501779359431,0.6775589115639651,0.7955162397488899,0.6533787840633843,0.7008766440504625,0.49085714865657715,0.3875921861281825,0.4253485786997088,0.42470840410019894,0.46358383283535815,0.40591491640071714,0.4006247243637836,1.0,0
157,CVI,CVR ENERGY INC ,2911,19.0,20.0,18.0,20.25,19.0,0,1,0.0,0.9999999999999998,0.925,0.4678119837736857,0.9311001657881877,0.936897036081031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5781495934382183,0.4582623973557816,0.42781551282020075,0.42693021533103664,0.4422500266750803,0.40583648002586103,0.38626587494983444,1.0,0
158,CXO,CONCHO RESOURCES INC ,1311,11.5,16.0,14.0,12.8999996185303,15.0,1,1,0.0,0.3723785166240409,0.563888888888889,0.192996938108194,0.8665029763521477,0.9579977509477285,0.40833196123579224,0.4777158774373259,0.5495078170237406,0.5321612979764312,0.5275800711743772,0.7281416893543914,0.5563670389493205,0.6668519290480854,0.6336871895431003,0.5587796339149587,0.4341691788734347,0.4252266973864789,0.4240408730651754,0.4014052927213071,0.3955682623245165,0.3632093006165286,1.0,0
159,CYNO,CYNOSURE INC,3845,15.0,14.0,12.0,18.9300003051758,13.0,0,1,15.384615384615385,0.4501278772378517,0.6101851851851853,0.5243942465798621,0.267339905998016,0.4491068215687809,0.18697199637772435,0.31337047353760444,0.4106625858218215,0.4043973922966545,0.4137010676156584,0.6116127354387769,0.5685963468709402,0.42175419157379,0.5110856845951085,0.5026100412449717,0.4541909828022517,0.4261814483328076,0.41973156972857323,0.42372199802388305,0.35927258221432706,0.3580454735414688,1.0,0
160,CYTK,CYTOKINETICS INC,2834,13.0,13.0,11.0,96.6000289916992,12.0,0,1,8.333333333333332,0.3396419437340153,0.0,0.2859443553914961,0.5026319479717077,0.5360350973500415,0.09399412372933617,0.15877437325905291,0.2537017123004384,0.2547595105471883,0.24466192170818504,0.5490174429307841,0.6150869046386482,0.3528648731129847,0.4755216690118391,0.5710128078864198,0.3921861281826163,0.427008402313697,0.43808983490384223,0.4702137852987745,0.3820265075356755,0.4022535439999604,1.0,1
161,CZR,CAESARS ENTERTAINMENT Corp,7993,9.0,10.0,8.0,15.390000343322802,9.0,0,1,0.0,0.3069053708439898,0.0,0.7484902999383047,1.0,0.24078335488524125,1.0,0.4958217270194986,0.6254859789891637,0.624538172121979,0.645017793594306,0.740769365083465,0.8777364776296191,1.0,0.816496580927726,0.8982647300295601,0.5165643575756703,0.4274812988883891,0.4174681873588796,0.45726562238483687,0.4457220407617237,0.39813895964262697,1.0,1
162,DBTK,"Double-Take Software, Inc.",7372,11.0,11.0,9.0,12.6599998474121,10.0,0,1,10.0,0.478772378516624,0.4787037037037037,0.4254801746160571,0.428284670342631,0.5606931338553922,0.1848840714955707,0.5139275766016713,0.5774257589544214,0.551504400781859,0.5774021352313167,0.7506156298566807,0.620653415426698,0.5736477198626463,0.6336871895431003,0.5333471044320255,0.4503182222035298,0.42427888608029735,0.4248735131837681,0.4129164477757739,0.36958986080156325,0.35671638051910437,1.0,1
163,DCIN,Digital Cinema Destinations Corp. ,7830,6.1,9.0,6.0,6.17000007629395,7.5,1,1,0.0,0.4460358056265985,0.4842592592592593,0.2479811816591673,0.12197285911164923,0.274764447528949,0.03549767651385449,0.33426183844011137,0.34891223426255275,0.3583897318856136,0.346085409252669,0.589739335484745,0.5625149276704634,0.290674016902576,0.5790359669935234,0.5149041194512498,0.3646908720156334,0.4290255139788581,0.4258999888044536,0.4334449588361862,0.3326174731915259,0.39949127774733073,0.0,1
164,DCP,DYNCORP INTERNATIONAL INC. ,7389,15.0,17.0,15.0,14.9399995803833,16.0,1,0,0.0,0.8511508951406649,0.5564814814814816,0.4298616847700459,0.7890569460519863,1.0,1.0,0.5264623955431755,0.5761849615352801,0.5604980397030743,0.5845195729537366,0.7588081304027631,0.7037548232493868,0.49902628924144427,0.6782617388256365,0.531033396978383,0.4477624335072045,0.4255754346040222,0.4265643833738948,0.4306417154451261,0.34988631549717486,0.3711919295114675,1.0,0
165,DDMG,"Digital Domain Media Group, Inc. ",7812,8.5,12.0,10.0,7.15,11.0,1,0,0.0,0.7202046035805626,0.3138888888888889,0.16686572153081858,0.6250911611867657,0.44507435544870233,0.297528279087696,1.0,1.0,1.0,1.0,1.0,0.9085435700860064,0.8382198772009296,0.7036524039986088,0.6512863601552784,0.4582623973557816,0.42781551282020075,0.42693021533103664,0.4284639948586641,0.3779808654995535,0.29023909515874635,0.0,1
166,DDUP,"Data Domain, Inc. ",3572,15.0,13.5,11.5,24.9500007629395,12.5,0,1,20.0,0.3232736572890025,0.4990740740740741,0.4124737867315262,0.7243277398730217,0.5562543274554996,0.1974766423398999,0.3941504178272981,0.5085201422781039,0.5028302846102568,0.5097864768683273,0.696680509970431,0.5112660259289009,0.5579283526516707,0.669584259016016,0.6357432524920484,0.4807031744184817,0.42665000240794043,0.4232142097959725,0.39518268403985013,0.37701278636568936,0.383510458244487,1.0,1
167,DEEP,Superior Offshore International Inc. ,1389,15.0,16.0,14.0,17.54,15.0,0,1,0.0,0.9902813299232736,1.0,0.6569095493963086,0.4896703080915391,0.6592182102771893,0.45245909893373903,0.2701949860724234,0.3945735792869551,0.3912910843210141,0.37277580071174377,0.5704201875954119,0.6839267533554219,0.46679635033365985,0.5479004761577408,0.5248895646883491,0.4486575782222055,0.42664319253887983,0.4127855456490511,0.4535904632780653,0.3756700957715915,0.3760002393836511,1.0,0
168,DEIX,"DEI Holdings, Inc. ",3651,16.0,17.0,15.0,14.0,16.0,0,0,0.0,0.4255754475703325,0.4694444444444445,0.44328520073769545,0.47956616046481,0.6315747621875869,0.5060882553593239,0.36629526462395545,0.4717925386715196,0.4510377710237608,0.4279359430604982,0.6809723281876571,0.6635064104165087,0.6499668610870828,0.669584259016016,0.5297230435881242,0.4242354719329636,0.4242006854334565,0.4252238093109757,0.4362005858600125,0.404930944750988,0.39199858715342756,1.0,1
169,DEX,DEX MEDIA INC ,2741,19.0,26.0,23.0,19.5,24.5,1,1,0.0,0.24143222506393866,0.0,0.0,0.3516934351015346,1.0,0.46438530602062755,0.7005571030640668,0.8439076846720159,0.8179692001762572,0.8959074733096085,0.929138435355504,0.5864623527078223,0.4854755323348758,0.6306035352846115,0.3595316152320092,0.5505716715173553,0.42552574991336706,0.42846834291924485,0.3813344460506563,0.3041215846017148,0.2876755437497872,1.0,1
170,DG,DOLLAR GENERAL CORP,5331,21.0,23.0,21.0,22.7299995422363,22.0,1,1,0.0,0.3069053708439898,0.8451674119940379,0.4389991837175101,1.0,1.0,1.0,0.9415041782729806,0.8889899909008192,0.8859412249878541,0.8816725978647686,1.0,1.0,0.9709510646697516,1.0,0.5791971185642876,0.4250329888124897,0.42752342482363953,0.43532415283033105,0.4508311462152447,0.4112460922655835,0.3993933969662954,1.0,0
171,DHX,"DHI GROUP, INC.",7319,13.0,13.0,11.0,13.3999996185303,12.0,0,1,8.333333333333332,0.3887468030690537,0.5342592592592593,0.7427295406188688,0.7973865843912956,0.8538376016720646,0.26515852603579054,0.7144846796657381,0.7116386797915458,0.7020461658399899,0.7179715302491103,0.8870083909495539,0.7277806402764057,0.8821621827824617,0.849262953008564,0.5659148752649714,0.4341578291851277,0.42669615172729447,0.4339512194498092,0.4208078091887974,0.4152973309463162,0.3915304810952705,1.0,0
172,DIVX,DIVX INC,7371,16.0,14.0,12.0,18.7,13.0,0,1,23.07692307692308,0.5319693094629155,0.8451674119940379,0.6090441235917781,0.5696551271124689,0.6216847242640601,0.16654179914928147,0.4275766016713092,0.4713789395318058,0.4744483487181805,0.4706405693950178,0.7438927915793598,0.5685963468709402,0.5697585379359063,0.6243905410544627,0.5648561585491426,0.4193746662640169,0.4278551945999627,0.43799922763015675,0.4144096587249954,0.3865642415433633,0.3791010653087414,1.0,0
173,DK,"Delek US Holdings, Inc. ",5500,16.0,16.0,14.0,16.25,15.0,0,1,6.666666666666668,0.3069053708439898,0.5490740740740742,0.4298616847700459,0.7061498777302826,0.653495710410978,1.0,0.4972144846796658,0.4810157994871371,0.4711491746415538,0.4919928825622775,0.6701035294775999,0.5685963468709402,0.4110751369330892,0.585730246809306,0.5968751635568111,0.3931920692459752,0.42593477184002715,0.4216043797364832,0.41306131030773313,0.340842156404281,0.36426114167345336,1.0,0
174,DLB,"Dolby Laboratories, Inc. ","6794, 3861, 3663, 7819",18.0,18.0,16.0,24.2999992370605,17.0,0,1,5.882352941176469,0.3273657289002557,0.6009259259259261,0.5783894219229699,1.0,1.0,0.4930240958681671,0.5125348189415042,0.6269749358921334,0.6437004982656739,0.6361209964412811,0.8400192295759579,0.6939116136807568,0.6734874350577418,0.7361455911598028,0.5791971185642876,0.4971258999122037,0.42947110567373076,0.43515796788914035,0.42280707287753205,0.3855933356518216,0.3775729516952009,1.0,0
175,DM,Dolan Co. ,2711,14.5,15.5,13.5,17.72,14.5,0,1,0.0,0.3601023017902813,0.3638888888888889,0.1535031537067048,0.4834389485313562,0.7634453484730931,0.3063485231200146,0.7785515320334262,0.8709570684092978,0.8305331781666986,0.8585409252669038,0.8986942943203744,0.5625149276704634,0.874568105909004,0.9048278567177281,0.4925765665080565,0.4845252328635193,0.42438465780593404,0.4215354920650951,0.37428892934125224,0.39669527669490956,0.38132179333079713,1.0,1
176,DMAN,"DemandTec, Inc.",7372,11.0,12.0,10.0,9.34000015258789,11.0,0,0,0.0,0.2741687979539642,0.4953703703703705,0.2448011825793773,0.4954506778382873,0.49675837028559466,0.16525390254486194,0.5264623955431755,0.5880138969310944,0.5506457116386274,0.5400355871886121,0.7302614658606299,0.6477688408646907,0.581348033805152,1.0,0.5834221568876375,0.4136716417910448,0.42289770429145207,0.41974007440927796,0.4175848049084484,0.369866905132463,0.44190399860388335,1.0,1
177,DMD,LEAF GROUP LTD. ,7379,17.0,16.0,14.0,45.037209999999995,15.0,0,1,13.333333333333336,0.667007672634271,0.8451674119940379,0.5433673651282785,0.9241793658795711,0.6143919824749041,0.6487786945964816,0.9261838440111421,0.9321697410869386,0.9271583038629712,0.9724199288256228,0.9634414853538842,0.8126260732930618,0.8029960573682611,1.0,0.6671900022987157,0.4754508291078375,0.4274038170020337,0.4265970020719286,0.41772735942225325,0.3774466902639489,0.3941813089069293,1.0,0
178,DMED,D. MEDICAL INDUSTRIES LTD. ,3841,7.0,12.0,10.0,6.25,11.0,1,0,0.0,0.2537084398976982,0.7083333333333334,0.595985438448811,0.20573927707726367,0.20972834313999483,0.0045857885443475145,0.3593314763231198,0.5049218297625941,0.4903115007852486,0.4991103202846975,0.6809723281876571,0.598076596088944,0.6930128533419601,0.5224026066462525,0.5992031562500227,0.5010489633281555,0.42535888382324377,0.4205010917273799,0.41679242286463897,0.4083670509825616,0.33277221740547,0.0,0
179,DMND,Diamond Foods Inc,2090,17.0,16.0,14.0,21.0499992370605,15.0,0,1,13.333333333333336,0.4419437340153453,1.0,0.7954595335674317,0.345908726366586,0.49675837028559466,0.5499957035806219,0.1977715877437326,0.26247001406237075,0.2532229089224581,0.2268683274021352,0.49026854878478926,0.4229040167634601,0.29822524885567714,0.3746343246326776,0.5213987476368506,0.32635940093435784,0.42421786953029683,0.41952042670751993,0.41218177050694677,0.3625303036125092,0.3626570886290035,1.0,0
180,DNKN,"DUNKIN' BRANDS GROUP, INC. ",5810,19.0,18.0,16.0,27.850000381469698,17.0,0,1,11.764705882352938,0.3028132992327365,0.5546296296296297,0.4608344643210535,1.0,0.9895392483742583,0.6967145538810724,0.4233983286908079,0.5588551575812722,0.5536285265572214,0.5880782918149465,0.7169100388921619,0.8126260732930618,0.9755202713879538,0.7334928056269078,0.5814178998801145,0.5275599068875805,0.4268485366677755,0.4206790583147752,0.4539658005705322,0.4514092386516698,0.39013528839712863,1.0,0
181,DOLE,DOLE FOOD CO INC,100,12.5,15.0,13.0,12.279999732971199,14.0,1,0,0.0,0.24552429667519185,1.0,0.8009408422783041,0.95587232604464,1.0,1.0,1.0,0.9427165191496404,0.9427954851028733,0.9706405693950176,0.9076793214321356,1.0,1.0,1.0,0.5698656228825276,0.4447624438361824,0.42779849536228565,0.4174326362344776,0.44653016256095995,0.41087487434692066,0.39293009456514233,1.0,0
182,DPZ,DOMINOS PIZZA INC ,5812,14.0,17.0,15.0,13.5,16.0,1,0,0.0,0.3314578005115089,0.4935185185185186,0.3482510565102649,0.8419360130979044,1.0,1.0,0.41364902506963785,0.42257424104557867,0.4028607906719242,0.4581850533807829,0.5981971432892313,0.5179495256219504,0.3945149215762358,0.5688468551722653,0.544036712209436,0.41788650331231547,0.4239118037123531,0.4146873036010744,0.4088471438749255,0.3482661001345538,0.37466042759054463,1.0,1
183,DRC,Dresser-Rand Group Inc.,3511,21.0,21.0,19.0,22.7999992370605,20.0,0,1,5.0,0.29053708439897696,0.6212962962962963,0.551736751986992,0.944502332087121,1.0,0.877470237135828,0.6225626740947076,0.6030689056166764,0.5674579411797936,0.5738434163701067,0.7125847503099286,0.7868218121394891,0.6635092918131602,0.6149533651631934,0.5674053297468694,0.3867664117692549,0.423251581281794,0.41459545968866396,0.44359188590165793,0.386792815042759,0.3439113894887377,1.0,0
184,DRTX,"Durata Therapeutics, Inc.",2834,9.0,13.0,11.0,9.03999996185303,12.0,1,1,0.0,0.4460358056265985,0.0,0.5980948519042145,0.38448419324581706,0.5606931338553922,0.6487786945964816,0.3481894150417827,0.5083547026222186,0.5152134859389652,0.5044483985765125,0.7643895425855988,0.6316392845022935,0.6038601047640301,0.7621657865319356,0.5149160476082054,0.5170791867579257,0.4284064749868768,0.4365243334625239,0.423962257415358,0.3881150658475913,0.40756106105286044,1.0,1
185,DSUP,DAYTON SUPERIOR CORP ,3315,12.0,15.0,13.0,11.5,14.0,1,0,0.0,0.2741687979539642,0.0,0.4340261400503506,0.4056544287407049,0.5745885221589415,0.5936136327186325,0.4944289693593314,0.493010174538837,0.487419074197521,0.4919928825622775,0.6596416003146078,0.7601420874555218,0.8248502820336451,0.5790359669935234,0.5191294599970099,0.3948216040224052,0.4266158707130831,0.4177026512433901,0.45314990919523374,0.4361542253180249,0.3587515838145368,0.0,1
186,DSW,DSW Inc. ,5661,19.0,17.0,15.0,1.78999996185303,16.0,0,0,18.75,0.3969309462915601,0.4862962962962963,0.5016785425703647,0.6453968789266162,0.7811282896756602,1.0,0.4665738161559888,0.5436347092398048,0.5364547436925893,0.5222419928825622,0.6888711943208171,0.6686699623032819,0.5499001880224301,0.6021404316396672,0.5424142808290269,0.43720085803505465,0.4265524306168699,0.41701622020785,0.4273996866590439,0.36902340429162667,0.3538590272748734,1.0,1
187,DTSI,"DTS, INC.","3651, 6794, 7819",17.0,16.0,14.0,24.9200000762939,15.0,0,1,13.333333333333336,0.270076726342711,0.6972222222222223,0.7169144135429042,0.32034137889732783,0.38654040578878124,0.18566951169148938,0.2883008356545961,0.3368764992968815,0.3383687165986871,0.3585409252669039,0.5710972444362231,0.5864623527078223,0.5775107111183001,0.4141738294649303,0.5569075906002208,0.41490253055389376,0.42738984907499045,0.42379186251718687,0.4420361754037494,0.4170503700425024,0.3456354679044201,0.0,0
188,DVAX,DYNAVAX TECHNOLOGIES CORP,2836,7.5,14.0,12.0,93.9999771118164,13.0,1,1,0.0,0.4419437340153453,0.0,0.4583068868351249,0.46693694308788125,0.49675837028559466,0.025150865864417962,0.07520891364902504,0.19521879394490865,0.1946060763555425,0.20373665480427045,0.5252764705329988,0.620653415426698,0.3266893920316922,0.6181150999636871,0.5725227449072484,0.43386218811068,0.42605185169735027,0.4504559361206808,0.4919941207264932,0.3968088227724333,0.4675982978223835,1.0,1
189,DVOX,DynaVox Inc.,7373,15.0,17.0,15.0,15.0,16.0,1,0,0.0,0.3969309462915601,0.7138888888888891,0.7241628354960254,0.2489996344378907,0.6315747621875869,0.3099735264247246,0.5278551532033426,0.6069980974439574,0.6092173500401098,0.6307829181494662,0.7618576060412535,0.6939116136807568,0.5697585379359063,0.7064172571013566,0.4209691121581548,0.4822641827125453,0.42783114511574655,0.4234812802452538,0.4250302273606453,0.3640757113677873,0.37310258307705935,1.0,0
190,DVR,"Cal Dive International, Inc.",1389,13.0,16.0,14.0,12.35,15.0,1,0,0.0,0.7652173913043477,0.6268518518518519,0.36158497853084665,0.9342497572674658,0.9877840779215693,0.43429620768254773,0.2479108635097493,0.33067251220117466,0.32643745692431103,0.31939501779359425,0.5663408490465893,0.6477688408646907,0.49902628924144427,0.3798019387398717,0.5677414851339514,0.40469806564898464,0.42613784008925026,0.4238996532136563,0.4583734217691802,0.39944905593930025,0.33221302310162787,1.0,0
191,DWA,"DreamWorks Animation, LLC",7812,28.0,25.0,23.0,38.75,24.0,0,1,16.666666666666664,0.3641943734015345,0.06203703703703711,0.5256546615929247,1.0,1.0,0.5031109554138401,0.3871866295264624,0.5097609396972455,0.529133288892404,0.5186832740213523,0.7114993197479101,0.6316392845022935,0.437284052954502,0.5890488583342415,0.5791971185642876,0.4950904302019315,0.430118172939948,0.4260223683297372,0.42377296764131034,0.3433739813559724,0.35786584335992705,1.0,1
